"","X2017_CPH12_S57","X2017_CPH13_S58","X2017_CPH15_S59","X2017_CPH20_S63","X2017_CPH30_S67","X2017_CPH31_S68","X2017_CPH33_S70","X2017_CPH34_S71","X2017_CPH38_S74","X2017_CPH41_S76","X2017_CPH43_S77","X2017_CPH44_S78","X2017_CPH48_S79","X2017_CPH5_S80","X2017_CPH54_S82","X2017_CPH56_S83","X2017_CPH67_S85","X2017_CPH68_S86","X2017_CPH7_S87","X2017_CPH71_S88","X2017_CPH77_S89","X2017_CPH79_S90","X2017_CPH82_S92","X2017_CPH86_S93","X2017_CPH87_S94","X2017_CPH9_S96","X2017_CPH90_S97","X2020_t0_CPH13_S101","X2020_t0_CPH14_S102","X2020_t0_CPH16_S104","X2020_t0_CPH20_S109","X2020_t0_CPH25_S112","X2020_t0_CPH28_S115","X2020_t0_CPH29_S116","X2020_t0_CPH32_S120","X2020_t0_CPH51_S141","X2020_t0_CPH6_S150","X2020_t0_CPH67_S158","X2020_t0_CPH8_S172","X2020_t0_CPH85_S178","X2020_t0_CPH93_S187","X17_18_001WR_S4","X17_18_003TB_S5","X17_18_005JB_S6","X17_18_011AS_S7","X17_18_014DM_S8","X17_18_016AB_S10","X17_18_017AF_S11","X17_18_020DH_S13","X17_18_021KD_S14","X17_18_026SM_S17","X17_18_031XK_S22","X17_18_034MJC_S25","X17_18_038WP_S28","X17_18_043BA_S32","X17_18_044JC_S33","X17_18_047AJ_S35","X17_18_048LW_S36","X17_18_053AT_S41","X17_18_056SB_S44","X17_18_032AM_S23","X17_18_049CS_S37","X17_20_072CS_S53","X17_18_015ES_S9","X17_18_030LO_S21","X17_18_040RO_S30","X17_19_064WC_S47","X11_16_115CS_5_6_12_S188","X11_16_158AK_26_9_17_S203","X11_16_161HM_9_12_14_S215","X11_16_162HN_13_11_18_S216","X11_16_162HN_WAT8086A4_S218","X11_16_170OK_11_05_2017_S220","X11_16_184EH_WAT8086A10_S232","X11_16_185EB_22_11_16_S233","X11_16_187DM_21_8_18_S236","X11_16_187DM_8_11_18_S237","X11_16_198WS_20_3_18_S241"
"hsa-miR-150-5p",8.54215739910117,8.4483072343606,9.11484263226797,8.90596872457069,8.3023184267219,7.9235215127317,8.86850737681036,7.73708455428713,8.23358879722218,10.3143878786639,8.99182383206273,10.1070506833662,8.55567329598637,8.67177619831505,10.2829485553174,10.3441107504803,9.43221722360119,7.94445984982914,8.27622395152574,9.07181667973432,9.33824676075106,9.88007630722218,8.30287153562425,10.7043160331595,9.57852345988879,8.23469181225998,10.2313127122807,10.2474915602247,10.0577963347816,10.654067786061,9.30877647348674,8.80270983084655,10.1129237134527,9.53010262906676,10.9724354687558,11.0223601726628,9.28999152703424,11.3647386283426,8.06928520851778,9.51989891855092,10.2206473711861,9.44984059023544,9.14422491787706,8.66337344273099,10.2230944066988,8.53513351283265,10.9100933816414,10.6928120417089,10.2136357209705,10.8714032884044,8.82586148524643,10.754889957473,8.39979595044037,9.92289625307332,8.35537041995826,9.58135202966903,8.81228588483117,9.79491231614341,9.60075625476833,9.98032087333193,9.46368579991922,9.37320129037337,7.9887548117258,10.2770517560652,8.50948675385655,9.34185446431954,10.842973145086,8.45544813177711,10.7662742828918,9.02847438607972,10.7584504951983,9.74798339742167,9.79785297459717,11.0492018528165,8.8147844045374,9.57031418646604,9.41205251187739,8.32202805736547
"hsa-miR-151a-3p",9.3096504308465,7.83216970972528,10.1903321314355,9.51288040307683,8.87656577103653,10.7745910951276,8.98709578685693,9.8839174393004,9.05242152977799,8.80755489689186,9.73024182562075,9.49769212377943,10.0673022634421,10.7902770600211,7.82511305140915,8.0297637899095,8.81599716413943,9.65608755329828,9.29490391879646,9.86386986896603,8.66783640242112,9.65295098124464,10.6843655610454,8.93288466200159,8.31756590239713,9.68916110147476,8.21754062810584,8.28092153795123,8.96854730533366,8.68553866868886,10.042033937491,10.0284479530188,8.18331524661528,10.4576695125655,8.14579357640432,9.27828889921568,9.04358441765796,8.68497239936253,9.06735742502452,11.2974756397634,10.5137168483303,9.39600812667352,9.58705546035965,9.42444490740463,9.32362085169764,9.37423950429042,9.1025567383174,9.26366072056528,9.04478569958738,9.34568756897813,9.5017598810664,9.66160815611599,9.77292599282638,9.26583847504584,9.64946533361153,9.59390152036041,9.25830393243496,9.36661350431885,9.28656464108047,9.54165165057982,9.56349872017023,8.59565917393001,9.28947520555372,9.38792335392055,9.48352398738572,9.6749678350488,9.56334385453773,9.63097112011618,9.57570713178443,8.99542066873285,9.6113481868602,2.96161505141751,8.7111145049108,9.12406751455707,9.21864685752791,9.19500474792646,8.96178198309371,10.4221696758789
"hsa-miR-151b/151a-5p",13.9974441855224,13.7921537051792,14.5378270630772,13.9267950525801,14.1694285521539,14.9405948722427,14.2832023450226,15.1459581173785,13.7769609195617,14.1115155628396,14.4712774232767,14.4835202943881,14.9054293616215,14.4814214034273,13.4728248888256,13.6765988177847,14.27238585755,13.8715768801323,14.2961713422912,14.8733430714718,14.7129628713601,14.0005820595526,14.4949222105057,13.9631489461386,13.663287186959,14.0907519820212,14.1450034729147,13.1204715287109,13.4332262290069,14.0639684742214,13.6739154950458,14.6322249285009,13.4418928690064,14.0943436094045,13.616725661747,13.4850915794969,14.2200825263851,13.2632476774963,14.5973041336265,14.7357805188324,14.3172290376789,13.796573681564,14.3406453265671,13.3704702042114,13.4177296161492,13.312456862914,13.7049596682186,14.0612016947659,14.0834523448791,13.2100614487456,13.701681278994,13.6672194567632,14.3397239784366,13.9278764972787,14.0446279116015,13.8605883291754,14.0171380902846,14.2837436025898,14.075689966629,13.93780190257,14.1123187069404,13.7698416167679,13.775646286512,13.6968941620098,14.3792767235152,13.8556232350707,13.8880661880349,14.0772025580888,14.9037864351057,13.5662331434343,14.4970318096366,14.5016923617141,14.5225628761046,14.1365615089768,14.3979791530798,14.7492496577746,14.5406055289872,15.0053862122616
"hsa-miR-154-5p",2.9779247195303,-0.209149885714372,5.57905456286405,5.05072108456388,4.22472638490096,5.57485896863557,4.28309341982031,4.83014555227561,4.98634928371862,3.98046538651642,4.78917038935314,4.46454688258326,4.88596801487914,4.61629528320472,3.76067217000541,3.43784479417417,5.6553820428076,-0.209149885714372,4.15626344602917,3.49834793804404,7.10831102903175,5.81773595351703,5.05255921605363,4.74874885473613,-0.209149885714376,4.68718073978398,5.94503481073349,-0.209149885714376,-0.209149885714376,4.73480130284073,4.1157762565829,5.26324517692526,-0.209149885714376,5.66175394661475,3.82992702666652,3.58098344805255,-0.209149885714376,-0.209149885714376,3.14283225586147,6.21130065467786,2.95468236021487,1.40786642618063,5.50947164766338,4.56188013298546,4.54922998986696,1.40786642618063,1.40786642618063,1.40786642618063,1.40786642618063,4.77108758666769,6.5239661970294,6.18698680957275,4.96212115865742,5.76568637787842,6.09448297965748,7.09658118521163,4.83028104149785,4.30362242935321,4.65042272342162,4.74125997216242,5.71175078093088,1.40786642618063,1.40786642618063,4.39043688196203,6.15184722860766,5.45484505833971,1.40786642618063,4.4021319402951,6.07703727571897,4.09888663932605,1.40786642618063,1.40786642618063,1.40786642618063,1.40786642618063,1.40786642618063,1.40786642618063,1.40786642618063,4.62735216709556
"hsa-miR-155-5p",11.5949332991132,11.5328674837582,11.2296899729941,11.1704257445875,10.9639697713463,11.0912214299767,10.7982095853865,11.3379821720722,11.0830519872069,11.3349787534585,11.9019566017586,11.346425270439,11.5094103538371,10.621527201134,11.7523654862486,11.2672097370392,11.1936789244718,9.79698639637899,11.3155137501057,11.100127049465,11.0981110721676,10.781760252776,10.6666336763983,11.2452603102354,11.1744061329686,11.1874771182721,11.1318665697186,11.9049436598789,11.1623256691228,11.332737579711,11.2622457344327,11.2070075256786,12.0305412842555,10.7052248481058,12.3367785978611,12.4293731742809,11.6876773197534,12.1076696241796,10.5842907347073,10.9769137892348,10.8771938101643,10.7124554440407,11.2989494861319,10.3448704383373,11.0370071983205,10.5290363380764,11.42538285369,11.9421647705022,11.8445133968665,11.2285056804401,10.9378853759964,11.5249702703466,11.1474128885864,10.8578360700009,10.360411161611,10.8494574764662,11.4813283465575,11.5526633123626,11.9062085159049,11.7324493505097,10.7324321650042,11.2467575739978,11.0323978001923,11.1996874064397,10.2239980569549,10.6443940708208,11.741843704238,10.9638138530877,11.5506495336435,11.2729995363682,11.7914155248061,10.9834709442051,11.962937745079,11.6620468825519,11.6321235452337,11.2608359297582,11.7083369307312,11.4082723563743
"hsa-miR-15a-5p",6.67735823212506,4.6931139368501,6.28696903001313,6.97853347184887,4.967583519393,7.25903730144757,6.16404141976289,4.5521993511467,5.99356566922648,5.75822497785272,5.58785862248013,6.33475130793332,5.61390843584234,8.57732094587789,5.59883125545338,7.03076248096858,5.63315209909383,6.12233048809521,6.11495113380238,7.14694781956723,4.1682822683218,8.00457522922174,7.52767058255136,6.76490112379633,5.66688658297069,6.00418929331427,5.4063664238722,7.86625527696576,9.05297528452119,7.46756299402095,8.30389001653417,6.5220701965876,7.62838794975832,8.95920291988496,6.59990924754279,9.01267950963141,6.23676646199947,9.36608991705629,11.081491816583,9.41354069697659,9.00008369584541,7.1030852039379,7.24002094254933,9.4612479859101,8.06361981518751,8.21992239408328,7.52599504207393,7.0063327601908,6.55909643207167,7.60511227520759,7.47077956062942,7.67126853028454,7.23977119603968,8.22082940613448,7.5922752547038,7.5289570512202,6.88029468681526,7.3390941668727,6.89750324685693,7.15837110197256,7.80681693513226,6.96051557894496,7.85628448148037,7.64259934745515,6.83627517902305,8.21498222601959,7.31921577659035,7.98666151251735,6.66917573210868,8.2540758878151,7.36477660907082,2.44324034192685,2.44324034192685,2.44324034192684,6.65919396202391,2.44324034192684,2.44324034192685,7.63499082037261
"hsa-miR-15b-5p",10.4514735887333,8.88520600909305,10.6666238907376,10.4783455398419,9.19235691264334,10.8966300362896,10.1113464620769,9.89262011801389,10.2619837205928,10.1410123169636,9.42788345797205,9.92220918717776,9.65807485088583,11.7991245197231,9.27295530285453,10.1687302347384,10.260988525645,10.3592941001337,8.67132998272997,11.259619932078,8.47107683768268,11.8921082674663,11.306005849838,11.5203526776,9.67126258601333,9.88663764441621,8.6340723659697,9.35565125090446,10.4498942408547,9.37904931920863,9.60228463631462,9.66227884255059,9.68639564995395,11.2225301088459,8.46123961574029,10.1203973143006,7.82516036791725,10.8450950704954,12.2000837576039,12.0235804062431,11.7822047220942,10.1761818688123,10.4087639147314,11.4268651120682,10.4545148615687,10.1638587925751,10.3519685017133,10.0742870034207,9.85663501089638,10.4691793134465,10.0637023026128,10.4008978128096,9.76961035697975,11.2198503394798,10.0620088711565,10.761821354023,9.85013103511132,10.4459996650295,10.3402437841888,10.4394860275287,11.1649443597025,10.4039498281231,10.6939659409382,10.3836542111857,9.85010918283745,11.0176283287375,10.7506837511744,10.5289121493549,10.3463812997234,10.3468466438559,10.7099875626797,2.98260927051247,9.51795813902089,9.58838654806228,9.3549639970171,10.0336434046295,9.36806615092271,10.6158950317977
"hsa-miR-16-5p",14.8385521543641,14.4186603148088,14.6523657000999,14.4570972838407,14.0127955499249,15.0390361251979,15.0137360077454,14.3004873562903,14.4965723548551,14.7465213740176,14.5556649437817,15.2477334441946,14.6261605869395,15.3409102587768,14.566921221625,15.3494146852295,14.5318864822537,14.9536791789722,15.2013058887007,15.0527387232079,13.8882554795291,15.1372840547374,15.088350561239,14.4108711887567,14.2248439008673,14.1426653636511,14.4023688521324,15.7543291651461,15.7448923795119,15.4954512102293,15.2605567066115,15.2172231951943,15.6348632795156,15.3722328880193,14.9917735364261,15.3411708451694,15.2518661323972,15.6529471158088,18.2510597246205,15.2484219001342,15.1488914699715,14.889208922443,14.974344284534,16.3257278109225,15.6252108421669,14.9136429499762,15.2735592802447,15.2325141581759,15.0707529260076,15.2267717145334,14.5329684359366,15.0095305301774,14.5916075755742,15.1544587716929,14.2683371897803,14.4413393409136,14.7115856764863,15.1088623434434,14.5438015912757,14.629483147985,14.8701398775449,15.5348551764995,15.7878876443798,15.1702549165143,13.8151920700489,14.9694223061723,14.4670787627536,16.0684026101404,14.8132473192211,15.9833368068072,15.0376991452643,14.0451283271428,14.4026374468975,14.844558624028,14.5535115857073,14.3296040463168,14.7966016692171,15.5320124216673
"hsa-miR-17-3p",6.37317071072899,6.87346392633502,7.8013886904229,6.0591322059893,6.87456691751245,7.95308181139346,6.70719681364458,7.27368737036851,6.35290268435121,5.48194350028484,7.60325662918431,5.9259915615486,6.73880821557431,6.41636027997539,4.35263956937087,6.15230177298716,5.85918863915994,7.84742812778983,6.63242814671175,6.99652597932463,6.39995402317808,5.70258559936813,7.05415195693451,5.54557818543971,6.78791812908782,5.53467491535026,5.87100881089972,6.9517425049499,7.15804159326713,6.29969259171813,6.19552903791204,6.22868270189373,6.14348164124259,7.39161643265657,4.14366274726952,6.2795367440413,5.69400590759455,6.69851588487681,10.8059089546364,7.97350216243116,6.84726701637688,6.88088293007776,7.30083843773693,8.2529998814745,6.46931480202037,6.42672828457105,6.27831962620574,6.23562009752944,2.09084991553955,6.80482815727816,8.11550418922121,6.32720184846482,6.78858169188806,7.76800569602392,7.83908749094865,7.20218952741832,6.43650968993557,6.17602743844563,6.37148870080909,6.31531092111784,7.34865515520201,7.09252339184151,7.43601757057152,6.00736483852526,8.38013292724393,7.5664247178046,6.21778413857121,7.33577326807506,6.86438275649914,8.56455205947036,6.24646354642086,2.09084991553955,6.78715954168821,2.09084991553955,8.12101584535869,7.69397138900439,7.04749342150031,7.50919058148885
"hsa-miR-17-5p",5.8525583812006,5.93855714124237,6.47415526669897,5.82130489533469,4.60509765863622,7.19386540266129,6.99110274446194,6.60848711157433,5.60562089046277,5.65361876889257,5.75328204624656,7.27380530447274,6.81833363668573,7.70566789223723,5.46349413805458,7.03438187363492,6.44453557519723,3.18096402077063,6.12390039493834,7.34625338025867,5.88902483580986,6.89571399849562,6.05029158981202,6.39089025830276,4.85428443674814,5.19257040043865,4.99098744826374,6.44186370755955,7.16574347330324,6.42979107793736,5.6464602767562,6.22170565464626,6.30414884391342,6.69160016665318,6.01769344393458,6.17114144573731,6.15604393523903,6.56928064161417,9.89437837747034,7.96167624905774,6.93953579853162,6.22526574900234,6.55747785237656,7.23512402969019,5.75940441496171,6.30421839503464,5.72259050183331,6.49025404987297,5.96187439225457,6.1581323499856,5.98738784699482,6.28079282750624,6.66130371573465,7.20196665599629,6.57556619593654,6.34288760838798,6.22141512096128,6.58029735342577,5.95753108296412,6.43614629651516,6.73634640605199,6.76484866051392,7.1208477689672,6.56953794935606,6.41392496071741,6.77723696671123,6.73490556098986,6.8678192039707,6.972482525709,6.62280568433135,7.05079780821614,2.275895958606,2.275895958606,6.74791490446031,6.40879469117451,2.275895958606,6.73117907635716,7.28400112145078
"hsa-miR-181a-2-3p",5.470446183389,4.53958804593145,6.10661753888212,4.79680873739564,4.58777670014153,6.49894733796465,5.70445024886398,6.40765493202082,5.49135048931699,5.36544513200961,5.69586021310002,6.07278835082469,5.99654258145998,5.56810063421434,4.04295659736413,4.41636657394075,5.77545024542149,4.08690054396876,3.94501101779045,6.31367661670185,4.78459434970005,5.00494738090436,6.00606660532095,5.78587574949688,5.52898233982042,5.64322458909314,4.67418469755688,6.39818614509075,5.77666336894901,5.51810337201668,2.34341253304091,4.80036255627771,3.60209274129012,5.35472450939977,7.28626807448217,5.60542880273502,4.2296254638806,6.24479625983473,4.55654490496443,6.57320202102122,5.58929610552233,5.7378775610979,5.83783465520927,5.86095804951145,6.17415083714359,5.63507116830692,5.77220288391771,6.26370258577735,5.80152634564403,5.95712500913402,5.56814412193252,6.49994366251293,5.9655589029066,6.36725788384458,5.9621330158624,6.27450870310369,6.32211054562257,6.40335937261564,6.22759284266894,6.39968634869734,5.70512757573465,6.23893577166872,5.51849071631425,6.09970299857218,6.19541314609307,6.19646774241435,2.06710932152659,5.73514013834641,6.04559428502827,5.78862304128447,6.07915088387598,2.06710932152659,2.06710932152659,2.06710932152659,2.06710932152659,2.06710932152659,2.06710932152659,6.15417518145238
"hsa-miR-181a-3p",3.13605448492603,-0.302026391277051,4.7176999627357,2.4890081923963,3.88909848369034,4.01912416305794,3.13949637855234,3.47289534662128,3.6744899514724,4.1757159764857,3.38214260854692,3.14876736845934,2.67250924145305,3.35290731643262,3.32466491199385,-0.302026391277054,3.92585437650487,-0.302026391277051,-0.302026391277054,4.03274537454309,-0.302026391277054,3.09509876747167,3.79152593811164,5.12431599752439,3.98677447211604,3.87900910685149,-0.302026391277054,4.64213965123314,3.64864010291885,3.75199204493444,4.0812917161322,2.79198880952332,3.95352179629415,3.14682097014176,-0.302026391277054,3.70553970296245,-0.302026391277054,4.38700072886998,2.40180058844181,4.71152697863477,3.87426614910775,1.42866314803688,4.07097901662127,4.18154109603513,4.65193928288031,1.42866314803688,1.42866314803688,1.42866314803688,1.42866314803688,4.63842485378258,4.37004101180191,1.42866314803688,1.42866314803688,5.68867012552682,4.72779873573276,4.71878543182865,1.42866314803688,4.60423774951898,1.42866314803688,1.42866314803688,4.91087181622384,1.42866314803688,1.42866314803688,4.60104209550286,4.91763001590935,4.82089917054603,1.42866314803688,4.2292530225196,1.42866314803688,4.3762276370861,1.42866314803688,1.42866314803688,1.42866314803688,1.42866314803688,1.42866314803688,1.42866314803688,1.42866314803688,4.17566591151036
"hsa-miR-181a-5p",10.5428274157553,9.86873699847687,12.0041911146191,10.3334641994966,9.76334362612292,10.8940197723705,10.6036959351971,11.3907279839638,8.10634741574032,10.9901282710485,11.7801758620226,10.1910302752284,10.6338973799783,10.4979118432902,9.10431964339874,10.0271183538035,11.1801491706317,6.39017805529488,11.3234361453394,11.0585913918647,9.41197727946019,10.8220098508103,11.3831637620228,11.6908079556606,11.6068059277456,9.81285997621778,10.6060506269215,12.2975916729904,11.18464430263,11.0542436060914,11.6099540112863,10.9113612962038,11.4837907642019,10.5801695643437,11.4164659853425,10.9730014830805,10.6724521550039,11.7679914024013,12.0899316441003,11.8152236874464,10.5087276123914,10.6344769627168,10.9501081245142,11.5294486628579,11.170816780907,11.0980224831188,10.9645880202974,11.0226924310375,11.002278056872,11.2046935811493,11.1992208735501,11.350594856872,10.7359858562221,11.3532297985529,11.0599133295361,11.0467242420162,10.5765440233241,10.5874040147813,11.0049835222099,10.6644606979061,11.2178473402587,10.9519627769152,10.7123157757196,11.0313734640847,11.6059461749265,11.088215488235,10.971749379161,11.2458078020186,10.8440000449085,11.5733094987439,10.688269992118,3.02359140380431,10.19049194581,10.9942639921012,10.4260259094179,10.9337761783315,10.6665320742722,11.1365760516524
"hsa-miR-181b-5p",8.81986192646003,8.09673824269527,9.17917098957686,8.29458941224756,7.77424320335547,8.44169202350249,9.07025138019867,8.73357682629925,6.19238794189216,8.39379133560595,9.04239407058355,8.88801934966747,9.11785299438621,8.54003532420852,8.22810603969724,8.75889489880284,8.86942747402396,5.55279911292033,9.3442362669258,8.53398292985189,7.64830421239264,8.57157453808877,8.77939057344172,9.12623782255026,9.37470701022744,7.61841238823553,9.03489105535507,10.3097958520548,9.66072964452763,9.3012742064116,9.90260598851835,8.65310903015674,10.2048517034961,8.90316853533471,10.1634495946361,9.96441492136031,9.47332310088779,10.615728476375,9.0259998759881,9.23758591547953,8.90291481593217,8.90467433893465,8.66575675985874,8.9967908931857,9.19571818300223,8.81553318887355,9.13394457541135,9.23041522018731,9.46503843819794,9.15097943082589,9.21293693016151,9.05638079359496,8.64439234318108,9.25158518985203,8.84398244871599,8.98683776136193,8.78508458863131,8.93068606463157,8.95324542405894,9.28697066862338,9.15405641181597,9.14027593729956,8.96092119708534,9.28886418039164,9.07134231208955,9.0568273671707,8.7562112717681,9.26752963292038,9.08852795809288,9.65077494328949,8.93879865099056,2.50413235767335,8.92683921820772,9.63933740719255,8.50607597793624,8.13095404458415,8.90384555617188,9.2934427747451
"hsa-miR-181c-3p",3.57531218590615,-0.0652205995943058,4.21663434011593,3.38418633281793,-0.0652205995943089,4.55232561497945,3.67909484806194,4.91478379214194,3.54593568874282,3.9527402282503,3.83989363824928,4.00984452176099,4.11684348223347,4.16786730680628,-0.0652205995943089,-0.0652205995943089,3.87388617457145,-0.0652205995943058,4.23238860292637,4.62090278767129,4.37549544371752,4.10586583161203,4.25559494369537,4.33184439321963,-0.0652205995943089,3.3855352859004,-0.0652205995943089,-0.0652205995943089,-0.0652205995943089,3.92131314137023,4.14519460725101,4.28775647671866,-0.0652205995943089,3.42940389674979,3.76528130430321,3.02162486940737,-0.0652205995943089,3.14523228096653,3.88681990422499,5.41028333065365,4.75340012826861,1.32308935151169,5.17889375090431,3.55127765144108,1.32308935151169,1.32308935151169,1.32308935151169,1.32308935151169,1.32308935151169,4.43096901673461,4.81116357254156,1.32308935151169,1.32308935151169,4.96466283211175,4.78751563384949,5.06335114125695,1.32308935151169,4.24988940911515,1.32308935151169,1.32308935151169,4.86200179201839,1.32308935151169,4.59344380396993,4.4467532600286,5.84329797915419,5.04286065671156,1.32308935151169,4.04727181974079,5.09537680196171,4.04295874182534,1.32308935151169,1.32308935151169,1.32308935151169,1.32308935151169,1.32308935151169,1.32308935151169,1.32308935151169,5.10227829022192
"hsa-miR-181c-5p",3.972210731086,-1.04143887373874,3.64194418449602,3.48942067261674,4.0526984191253,4.66444554272336,3.37793693772951,4.05180815458096,-1.04143887373874,3.47895708037271,3.45837018783002,3.15674641823451,3.80278701702758,3.57337481990535,-1.04143887373874,-1.04143887373874,4.07773199510941,-1.04143887373874,3.8985636208985,4.93783620358669,4.21379740986107,3.00245435094368,3.88291877149942,3.9111953985782,3.46621084763181,2.82619393159294,5.09475099990093,5.39271547862489,4.56526636306303,3.70995762918098,4.19268558756651,4.64413701561412,3.88683354021686,4.09189020437555,2.99141886549519,3.71822131963898,4.07454054303079,4.38883755269256,3.89961291595307,4.65243564390817,4.29481865984084,1.61164962257508,5.30431439111378,4.80325316223792,4.78021918555726,1.61164962257508,1.61164962257508,5.10346528648477,1.61164962257508,5.03090838361535,5.37038623799993,4.90872027676952,1.61164962257508,5.01537599955128,5.15582998473903,5.06979108877255,1.61164962257508,4.87472521052478,1.61164962257508,1.61164962257508,5.64534745167909,1.61164962257508,1.61164962257508,1.61164962257508,5.91284305088293,5.40016595889865,1.61164962257508,4.71250706522754,1.61164962257508,5.14088221918313,1.61164962257508,1.61164962257508,1.61164962257508,1.61164962257508,1.61164962257508,1.61164962257508,1.61164962257508,5.27989007827692
"hsa-miR-181d-5p",4.07964442157941,3.97381261531509,4.84706486668709,4.94626331265379,4.67596652546086,5.6865334084386,4.4873620024118,5.80571493723401,2.70768011859508,4.07168605866483,4.85989666469807,4.7059272318537,5.67117821013092,5.15874926898224,3.5823618213293,3.23411460109825,3.94340662606022,-2.13035149465524,5.05466594158722,5.10095055952137,5.36086090963914,3.90905644217255,4.97501832967118,4.33610410346255,3.09735757335975,3.75510594840631,5.10702440330699,5.4203277781588,3.36514960679006,4.65224568789078,5.43911898535083,5.17143067552352,-2.13035149465525,5.52691238668136,4.47467804915931,4.60001031481671,4.53497133910584,4.16814700707036,4.90354903192493,6.16731736596515,4.92218046012031,5.13551611802431,5.50465453203778,5.46600993119239,5.217082038146,5.91158322806144,1.89874658982344,5.30852425025891,5.66799315181815,5.07888852293484,5.97020834222478,5.39189734597817,1.89874658982344,5.24321745119919,5.76590589333645,5.26061598773204,1.89874658982344,5.21266413898311,1.89874658982344,4.66414392261095,5.79862861447841,1.89874658982344,1.89874658982344,5.41197874265166,6.34168420289943,5.73239306985401,1.89874658982344,5.64299051346099,5.29276345024736,5.80907349680928,1.89874658982344,1.89874658982344,1.89874658982344,1.89874658982344,1.89874658982344,1.89874658982344,1.89874658982344,6.41657947491029
"hsa-miR-182-5p",7.27855710033441,7.81941945051437,5.7271293187192,5.87816564791417,5.0820068925268,7.09325065433399,7.97318254630531,5.82500243653119,6.33669589474239,7.37817451939681,6.30639863852373,7.9796151102375,5.68635379770452,6.19310694282581,5.7996904594464,9.12392433021695,6.43118148800712,8.6315814303364,6.30300921736562,7.68037457935808,6.49693193091232,8.27519999317957,7.1111585558006,6.02302940472902,5.73783800863813,4.48039341066347,7.98467492359938,7.74738875428726,8.06539503049872,7.38746212866186,6.71557052676076,8.26956192212961,9.13137033312791,6.64851665233895,6.78251330934057,6.16925434257183,6.59070827118206,7.88937123482939,13.1948775629843,7.60854251883668,7.96192935816342,6.8807241794532,6.99838617487027,8.01692518016868,7.17831992695934,6.65462119686214,7.19307077628601,6.88434473581743,7.93869557885701,7.24886806234063,8.06581652682736,6.40583471859125,7.60384839791015,8.47957491359389,6.74889795322765,7.37650350958371,7.78981525273305,7.70379263327179,6.83124112159058,6.57553583225543,8.31324207091841,9.08973815408955,8.65815584545457,7.09032296996245,7.83105682828693,8.4002392121335,6.79533061281483,8.22955386928287,6.43122386105473,7.39265736591719,8.39052179475374,2.33285538832148,6.96985581610024,7.08433737349201,7.19276859249584,2.33285538832147,2.33285538832148,7.33511751544389
"hsa-miR-183-5p",4.26456024593906,5.09803227869139,3.09642028886702,2.95373555175963,-0.916509995058412,4.22371642966135,4.50122411012588,2.35528623697232,3.10374454965986,5.20373749755422,3.24512121334268,5.39906128754139,3.05415374518087,4.16203402554112,3.26153272601055,6.28439394899315,3.85317611859122,-0.916509995058409,4.01104379196791,4.3450978877156,3.96845215877757,5.34333682516865,4.53628936150682,3.01773340698914,3.21585805958961,-0.916509995058409,5.07076840018814,5.24864615756209,5.16052859024218,4.81202056070297,3.90781869485481,5.21385524492281,6.52108133458881,4.3005348037215,4.16650300301948,4.19475051132109,4.38047143763606,5.54977156968684,9.62942396470514,4.51859733910466,5.26986265975806,1.79889851381373,4.40501107925085,5.8288255622542,4.77396047595546,5.23296290780925,1.79889851381373,5.53828039497157,1.79889851381373,5.21791986890628,5.48566408420838,5.35417957466686,5.17624963592756,5.98794329430744,4.08619965117099,4.71514878010033,5.72458549853675,1.79889851381373,1.79889851381373,1.79889851381373,5.91993578690627,5.9158679641056,6.52859738357611,1.79889851381373,5.29597536356803,5.73444315629411,1.79889851381373,5.85028370794827,1.79889851381373,5.00294780858763,5.79447982038969,1.79889851381373,1.79889851381373,1.79889851381373,1.79889851381373,1.79889851381373,1.79889851381373,4.50826362201108
"hsa-miR-185-5p",14.0913211921186,12.9286063076979,14.4709842814686,13.5622768599692,13.2957121910469,15.008418515282,14.2928580384183,14.4936440744474,13.9779679805266,13.0033028402963,14.6155320915645,13.8465931163876,14.5213994103944,13.5580265648542,12.1774333910249,13.0912165678595,13.3996077335499,13.794034839803,13.3520169106922,14.3302344944216,12.9500068050872,13.5606488170303,14.4105267357896,12.5471457624503,12.7716418154833,13.6078678707256,12.193252745987,11.9555893906701,12.3866162333542,12.3936246960911,12.0718866633124,12.8994536705597,12.2564914120244,13.9322362627507,11.3059986292634,11.7639465166632,11.8371149286274,12.2259206546616,14.9756912884191,12.8792218430438,12.2933230015688,13.2550198904425,13.5254002129945,13.5557731432964,13.1047251673054,13.2012527217623,12.4663876312512,12.7056062359604,12.1810153609139,12.1582364894402,14.880109801813,12.0534070608547,12.4876788386062,13.8120652678694,14.5662376190666,13.7806936935732,13.4928298070652,12.7534107028721,13.0077445043757,13.3237652601483,13.8244973592035,13.4913127010945,14.6798310018893,13.0081756549803,15.1779463269303,13.9292246540626,12.2499263076652,14.4234014743741,12.9076918715433,13.8767960099823,12.4970162323437,11.3495579968112,11.5278328050348,12.0740539366292,14.0637795308182,12.1526706742204,13.4367427016184,14.4700350427663
