"","lfq_haronW.14.7.20.14.1718.056SB.90min","lfq_haronW.14.7.20.17.1719.064WC.90min","lfq_haronW.16.7.20.1.1718.031XK.90min","lfq_haronW.16.7.20.2.1718.034MC.90min","lfq_haronW.16.7.20.5.1718.047AJ.90min","lfq_haronW.16.7.20.6.1718.048LW.90min","lfq_haronW.16.7.20.7.1718.049CS.90min","lfq_haronW.21.7.20.4.170OK.11.5.17.90min","lfq_haronW.22.7.20.16.162HN.13.11.18.90min","lfq_haronW.24.7.20.22.198WS.20.3.18.90min","lfq_haronW.24.7.20.25.161HM.9.12.14.90min","lfq_haronW.26.7.20.32.90min.115CS.5.6.12","lfq_haronW.9.7.20.11.1718.053AT.480.90min","lfq_W.1.2.19.1718.30.2pt5","lfq_W.1.2.19.1718.32.2pt5","lfq_W.10.6.21.3.CPH005.17.S.90min","lfq_W.10.6.21.5.CPH008.20.S.T.0.90min","lfq_W.16.6.21.19.038.17.S.90min","lfq_W.16.6.21.23.041.17.S.90min","lfq_W.16.6.21.23.041.17.S.90min_20210617162605","lfq_W.16.6.21.25.067.20.S.T.0.90min","lfq_W.16.6.21.27.067.17.S.90min","lfq_W.18.6.21.31.071.17.S.90min","lfq_W.18.6.21.35.086.17.S.90min","lfq_W.2.2.19.RPA.1.2pt5","lfq_W.2.2.19.RPA.11.2pt5","lfq_W.2.2.19.RPA.16.2pt5","lfq_W.2.2.19.RPA.17.2pt5","lfq_W.2.2.19.RPA.19.2pt5","lfq_W.2.2.19.RPA.2.2pt5","lfq_W.2.2.19.RPA.3.2pt5","lfq_W.2.2.19.RPA.5.2pt5","lfq_W.2.2.19.RPA.7.2pt5","lfq_W.2.2.19.RPA.9.2pt5","lfq_W.25.1.19.183EH.2pt5","lfq_W.26.1.19.1718.038.2pt5","lfq_W.26.1.19.1718.040.2pt5","lfq_W.26.1.19.1718.043.2pt5","lfq_W.26.1.19.1718.044.2pt5","lfq_W.27.1.19.1718.038.5ul","lfq_W.27.1.19.1718.040.5ul","lfq_W.27.1.19.183EH.5ul","lfq_W.27.1.19.RPA.21.5ul","lfq_W.31.1.19.1718.26.2pt5","lfq_W.exo.10.9.21.84.90min","lfq_W.exo.11.9.21.90.90min","lfq_W.exo.17.9.21.119.90min","lfq_W.exo.17.9.21.120.90min","lfq_W.exo.17.9.21.121.90min","lfq_W.exo.17.9.21.122.90min","lfq_W.exo.23.8.21.6.90min","lfq_W.exo.23.9.21.123.90min","lfq_W.exo.23.9.21.126.90min","lfq_W.exo.23.9.21.129.90min","lfq_W.exo.23.9.21.130.90min","lfq_W.exo.24.8.21.16.90min","lfq_W.exo.24.8.21.7.90min","lfq_W.exo.24.9.21.132.90min","lfq_W.exo.24.9.21.133.90min","lfq_W.exo.25.8.21.11.90min","lfq_W.exo.25.8.21.18.90min","lfq_W.exo.25.8.21.19.90min","lfq_W.exo.25.9.21.136.90min","lfq_W.exo.25.9.21.137.90min","lfq_W.exo.25.9.21.138.90min","lfq_W.exo.25.9.21.140.90min","lfq_W.exo.25.9.21.141.90min","lfq_W.exo.26.8.21.22.90min","lfq_W.exo.27.9.21.143.90min","lfq_W.exo.27.9.21.144.90min","lfq_W.exo.27.9.21.145.90min","lfq_W.exo.27.9.21.146.90min","lfq_W.exo.27.9.21.147.90min","lfq_W.exo.27.9.21.149.90min","lfq_W.exo.5.9.21.53.90min","lfq_W.exo.5.9.21.56.90min"
"GPX1",24.3780816753891,22.024107490544,23.7727916404495,23.6462510462713,23.9948668579706,23.5837674929289,23.6792413190235,24.6382220196619,24.6329656246515,25.7633907608734,24.4604744945352,24.0955008685195,24.8341986866545,24.1074400801725,23.7020063008557,23.5634526049361,23.821490090407,24.4851528445589,23.9728956514555,24.2201366323769,24.3638969559526,24.1942077062662,24.7426640700869,23.8408743610087,23.5223895501247,23.6236395159554,23.6710087792317,23.5879682012315,23.5585380119387,24.4240574593233,23.570278785369,23.5456244439482,23.5921745161687,23.6809714680747,23.599186535937,23.6193317642782,23.6057295962639,23.7749302396413,23.6540371389176,23.6099067711698,23.5970656667175,23.6447555595624,23.6138014792455,23.7003182876333,23.8342543020819,23.5810035600121,23.8855206002525,23.3527228519089,24.2573160172664,24.562365542663,23.8047744860445,23.8047744860445,23.6411802033965,23.4085336141367,23.4323086406681,23.4085336141367,24.0608460425617,23.5189544309803,23.7363999625453,23.6915657618818,24.1686530309285,23.2328629577807,23.5836158646688,23.3281619917137,23.0183246613897,23.8855206002525,23.5189544309803,23.7168059381606,23.6349847790974,23.7440501155597,24.4921418249125,23.6964750967773,23.9219224249995,23.3369730088263,23.8047744860445,24.4171084868991
"HARS",29.1607528117587,30.0422528283685,30.0082721674205,30.9306587262129,30.6078987599583,30.1776390160397,29.7915546693318,29.2308232844911,29.3795322993445,28.7036894308852,28.7205028243033,29.2070703698689,29.2308232844911,29.7628869132866,30.431074000703,30.9443437361253,31.8646700325268,29.4369209570594,29.8476966202442,29.8476966202442,29.7681339981089,29.038532878702,28.8508156713157,29.9104651751261,30.7105537651041,30.6796847335907,31.3167325299767,31.080370962923,30.4990298396144,30.1448712136115,31.490575239629,30.2484853084178,31.1612662637908,30.9306587262129,30.5713609716774,30.6078987599583,30.431074000703,30.2484853084178,30.5359829284626,30.6796847335907,30.4672314226177,30.5713609716774,30.6078987599583,30.2484853084178,29.9104651751261,30.1059802434474,30.2978440681115,30.7178432590848,29.7681339981089,29.6330434757074,30.5407195423798,30.2978440681115,30.6165448999507,30.3802402002114,30.1415381576132,30.2260310415914,30.6165448999507,31.0278905277656,29.6330434757074,30.6165448999507,30.5407195423798,30.0601202338887,29.702415033949,30.2260310415914,30.2978440681115,29.8476966202442,30.2260310415914,30.0601202338887,30.5407195423798,30.7178432590848,29.2571378992956,30.1415381576132,30.7897254169558,30.7178432590848,30.3802402002114,30.4639192740643
"HPSE",23.5751727193877,23.2913809282584,23.2968153703073,23.3908798747351,23.4312542437748,23.3157396467775,23.2745401985325,23.5362240250349,24.7924471213415,24.1591044107066,23.9544981895842,24.8762839601994,23.7131809729113,23.2360446109624,22.8100053485381,23.1510398096342,23.2072434733741,23.1702976550095,23.4704439166013,23.1702976550095,23.2418562453796,23.453011425482,23.6389331716244,23.1510398096342,23.2150615736176,23.0724304527741,22.8382934536569,22.8529883807785,22.8288679227996,23.4778149273471,22.8249272501844,22.9013090742659,22.7102530911295,22.774004973046,22.6819712255355,22.8100053485381,22.7886085401333,22.8576371175413,22.8969201723412,22.7687514866164,22.8620015927675,22.7370374426474,22.9159457698677,23.0976476349085,23.3759668411511,23.0253039215324,23.0287511069873,23.2576879348065,23.516175506857,23.33915293228,23.2744865080166,23.4188035042849,22.9141316974977,23.2234643501463,22.8952438754276,22.63366851914,23.2072434733741,23.1133911711504,22.952191582421,23.2744865080166,23.2234643501463,22.8749794976735,23.4850548399318,23.4355129252065,22.952191582421,23.2897256113268,23.33915293228,22.63366851914,23.6243694835719,23.1320036808842,23.3205644016594,22.6976753829737,23.1320036808842,23.2744865080166,23.0287511069873,23.1320036808842
"MTPN",25.9993497743249,26.4341518013004,25.4269214704109,26.4775925837929,25.9685107238841,25.821432166108,25.6368940165668,25.5886902697817,26.3605087446659,26.7661092136112,25.7235724037791,26.186373798185,25.7082466672532,25.4995063062747,25.3654453858493,25.4132244283237,25.660559993283,25.5695149305801,25.2845191331593,25.3804537391292,25.1480959626163,25.7854062440918,25.7170558981295,25.4361229087503,25.1472075815112,25.2019131867771,25.1302323964887,25.0581903624474,25.186883208554,25.7612865437508,24.2200969907676,24.9238644810898,25.1386079967301,25.1008791504452,25.2205912839084,25.226957386042,25.1675968320649,25.2520578024319,25.1769983285529,25.2696439231339,25.237627630761,25.1748332570096,25.3146301381258,25.2473352493832,25.937554202863,25.1429248046047,25.7573321991547,25.7444952808004,25.9210209214502,25.6551475071222,25.6551475071222,26.1612340250554,25.3969181789736,25.6662345186879,25.2025480521497,25.2845191331593,25.1972156267631,25.3045187473466,23.7281605412339,25.3439701617521,25.1918858653908,25.4085626177168,25.4740377953601,25.2792873035042,25.2730994087201,25.320542608889,25.2792873035042,25.2589785211724,26.0504358171208,25.937554202863,25.9862564323901,25.0498635397562,25.4798559411755,24.9102027862765,25.2637120347277,25.4085626177168
"NAP1L1",24.7592524518893,24.0719474997095,23.6329436682771,23.4804623733304,24.1725272870314,23.8349932553516,23.7297987362453,25.0881472883169,25.2142928991415,25.9762412233747,24.8167558897295,25.7635939639615,24.3118552885814,24.2587490605882,23.0380893317317,23.2373229144139,23.5370522719999,23.8908453430927,23.35973223833,23.3849419579204,23.719476725314,23.0372366813044,25.4018993928203,23.7010110069043,22.3662530320511,23.158596020358,22.8625621592718,22.6624501004378,23.2236067271267,24.0843735953033,23.4131601881507,24.1128287710503,22.7709497264932,22.6190637207964,22.5926718129252,22.5926718129252,22.7413863904283,23.39721680787,22.8895460725531,22.6190637207964,22.725446072997,22.8464354874566,22.9496773343125,24.4229326741282,22.5884645774067,22.3822946578796,24.1875000891144,20.6556590708029,25.0668102468954,24.945545612225,23.1896642488478,24.2077074593063,24.1322767513393,22.8171799824015,23.5370522719999,22.8757360032189,23.5272319182333,22.3948444808429,25.2446893987766,22.8757360032189,23.3849419579204,23.1401858623259,24.0877688578008,23.2728296425092,23.2490994160144,23.4931974620774,23.4318537476119,23.1762193014346,24.3365298905653,22.7276287804916,24.0652752664819,23.5370522719999,23.9141693787266,22.8454236364785,23.563760805683,23.8249358433338
"PADI4",24.4262663800884,24.4365686576463,25.0476188052124,25.2032988467441,24.5703679716909,25.0648335691365,24.8536344060047,24.0463943719595,24.1445441396889,25.1201433681168,24.5530615886029,24.438225291709,24.3322127246339,24.5775711084952,25.5725024050877,25.192613443648,25.258305475491,24.354743037978,25.3508751121636,24.7068366496045,24.9342316612477,24.3406398556806,24.4980106291678,25.1256210417701,25.6799194384008,25.4091825678004,25.9666334619439,25.7932388364547,25.621832599675,24.2018755291859,25.8373748286087,25.2198425682609,25.8661414416151,25.7661088251933,25.9188527148515,25.7303624461763,25.6493125659641,25.3571995354732,25.621832599675,25.7361236208363,25.5386035987717,25.7850159613356,25.6164684800179,25.1490762382307,25.3882864452057,25.8905074693629,24.6161059860457,25.3508751121636,24.191153876709,24.8718321656977,25.450415700795,24.253438783175,25.5330061728694,25.285933470484,26.024614390655,25.4573595399374,25.5740338971799,25.3437698396681,25.4298335368774,25.7482279116105,25.5187230409234,25.2931060352336,25.3160185617912,25.450415700795,26.2996714099676,25.1866148948195,25.3659063422537,25.8407625432623,25.2931060352336,25.8240159902068,24.7412016942914,25.7660486952754,25.6811985069672,25.883367063645,25.2931060352336,25.3659063422537
"PLG",28.3931129475227,27.8712908491563,27.9188286232793,25.6324422370552,27.2234962955999,26.8179553093809,24.0335076315687,29.0920554352377,27.95391395755,28.1270183666835,28.3372216546576,28.0761903558522,27.8628185753008,27.8908362585532,24.1207100957174,26.5599920807256,27.2033719134674,27.2861332309761,26.7312967058108,27.7156910587801,27.8492170501572,27.4702339291184,27.9435776291723,26.7131690518333,24.7851077016653,25.3265196745354,22.721802552326,24.6718563245612,24.1633592939335,27.2657108819197,23.8715832508842,26.6491459520802,24.7342135583994,25.4125716736221,25.9307003129085,24.0074203943552,24.9789695285381,24.4298250416192,25.2617818968427,24.847415567481,25.0235088426375,26.8535834283384,25.0996423526001,28.1811747158323,26.5599920807256,23.8296879286118,27.2033719134674,23.1311097149246,26.654623263252,28.0719153392576,25.5250649729266,18.6829720147026,25.8399246621898,25.1689107901947,26.2513935781688,27.0105399991428,28.2748924559263,24.3046077064288,27.2324552622453,26.9602135368843,22.3407906500436,26.7504833418119,25.9856173984492,26.7937518228036,23.5388038019136,25.7017915890803,26.7312967058108,25.6091348770158,26.1643759998899,25.4474018154644,27.8492170501572,26.7734050041013,25.7017915890803,26.1643759998899,28.1410755664305,27.5297388738454
"PSTPIP2",23.2684452828054,23.2536016489137,22.7541118031063,22.7742810800766,23.0841342967826,21.7517669665422,22.786657466503,23.3024843560575,23.7598506052712,26.3229157612447,24.6598049405642,23.8279913221636,24.0077023775441,22.9335949066906,22.7057083052907,22.9672717020008,22.7383896749348,23.2501397574982,23.1136356383906,22.9870158645249,23.2416522003066,23.218504152489,23.7700456346306,23.0524313839302,22.6471230962597,22.7807342200779,23.0646262822301,22.9654841176206,22.8739218019108,23.8503066450601,22.7354611424819,22.7283625201933,22.9654841176206,22.7354611424819,22.7995670641012,22.7995670641012,22.7468612817267,23.0043012776452,22.8384246366998,22.8442452167227,22.7606740805172,22.993731438378,22.8739218019108,22.6251388564261,23.3057265334617,22.8620942289914,23.046504647661,22.7909580820487,23.0799714762881,23.2538892588412,23.0852818200881,25.2267844669119,23.0078552919979,23.1555811924294,22.9344902862989,23.0639882974809,23.1767515177907,23.3508186234291,20.9152219458853,22.992834283546,22.8058909863524,23.0578473983003,23.0273094498291,22.8691000272661,20.5944598610234,23.1136356383906,23.1500250438749,23.1607490153312,22.980789993998,26.5550847432855,23.1344912367379,22.8134346560593,23.0400954858163,22.8134346560593,23.2282239365566,23.1500250438749
"RAB14",25.4727117992186,24.5268278664693,24.6472044911209,24.3927620772568,25.1591151792501,24.545093212325,24.7037982908932,24.7659805591996,25.2862114629195,25.755858670715,25.6464617440399,24.3761182150569,25.6035083198566,24.5236420343947,24.1515102164204,24.8975928419633,24.6591810557479,24.7256908264554,24.5351451044146,24.4091688188313,24.3189690230538,24.2504307196869,22.3331361903368,24.5966020193147,24.112698525664,24.3256509966025,24.1969106657795,24.0916396366809,24.0308413153177,24.9641815042152,23.7155918979401,24.3310134904782,24.1932985427906,24.1909116352656,24.1909116352656,24.1347268908791,24.1145464106164,24.312303711858,24.1347268908791,24.3188165032161,25.868490837519,24.2006113078927,24.0167737719281,24.377787902826,24.6008212660279,25.6295706934797,24.5165163005915,24.3826848217665,24.6837875094116,24.552311612757,24.9057463598749,25.4991225293704,24.7496596976974,24.4449719879577,24.3484167363586,24.7804132723711,24.9279534686702,24.4674150017414,23.410123361702,25.0816161186517,25.017780589425,24.9687959007803,24.7256908264554,24.7451685651607,24.2293891027031,24.6883124373282,24.8577543099701,24.9535984373478,24.6631493303484,24.2934511780218,24.6223052104418,24.4091688188313,24.4624792602764,24.9279534686702,24.8839534709586,24.7720721890081
"RRAS",24.6984446321888,24.7693317790478,24.9091417865756,25.0168189243835,24.7804364841958,24.8677903555135,24.9057358798866,24.5593748021594,24.4327603291535,24.1548262758272,24.6414454726177,24.0630106301714,24.5415586143138,24.8640631363506,25.3443934690011,25.2826370856137,25.2826370856137,24.7927870190906,24.9335097322598,24.9158459263056,24.9125000345786,24.505801838926,24.4998767726984,24.9551392233646,25.3889665309832,25.3649921307026,25.7965831982023,25.6520584592115,25.3838160265762,24.753357489291,25.5468875884461,25.2103580380503,25.6276573320346,25.4833014802167,25.5026218602103,25.4606869234855,25.4041647425632,25.2906543830304,25.4397295388972,25.5861946271592,25.3087385914162,25.4422707145259,25.3914510510217,25.037727312326,25.1096993639569,25.42705161522,24.7861464843479,25.2055304856331,24.6612481660019,24.8501769149258,25.3142794181146,27.1111870274965,25.2683705506635,25.2407955905456,25.2055304856331,25.0721707803985,25.5636373154346,24.9411478097411,24.6047598761506,25.3217013899665,25.3260721274083,25.0612083410408,25.1139818719243,25.2017773514255,25.6483388637643,25.0684644061575,25.0227155864474,25.529019424927,24.9335097322598,25.3751415560839,24.8540075625943,25.2189830972081,25.2139649272631,25.3670524127059,25.0535864321838,25.0761919855985
