"","X2017_CPH12_S57","X2017_CPH13_S58","X2017_CPH15_S59","X2017_CPH20_S63","X2017_CPH30_S67","X2017_CPH31_S68","X2017_CPH33_S70","X2017_CPH34_S71","X2017_CPH38_S74","X2017_CPH41_S76","X2017_CPH43_S77","X2017_CPH44_S78","X2017_CPH48_S79","X2017_CPH5_S80","X2017_CPH54_S82","X2017_CPH56_S83","X2017_CPH67_S85","X2017_CPH68_S86","X2017_CPH7_S87","X2017_CPH71_S88","X2017_CPH77_S89","X2017_CPH79_S90","X2017_CPH82_S92","X2017_CPH86_S93","X2017_CPH87_S94","X2017_CPH9_S96","X2017_CPH90_S97","X2020_t0_CPH13_S101","X2020_t0_CPH14_S102","X2020_t0_CPH16_S104","X2020_t0_CPH20_S109","X2020_t0_CPH25_S112","X2020_t0_CPH28_S115","X2020_t0_CPH29_S116","X2020_t0_CPH32_S120","X2020_t0_CPH51_S141","X2020_t0_CPH6_S150","X2020_t0_CPH67_S158","X2020_t0_CPH8_S172","X2020_t0_CPH85_S178","X2020_t0_CPH93_S187","X17_18_001WR_S4","X17_18_003TB_S5","X17_18_005JB_S6","X17_18_011AS_S7","X17_18_014DM_S8","X17_18_016AB_S10","X17_18_017AF_S11","X17_18_020DH_S13","X17_18_021KD_S14","X17_18_026SM_S17","X17_18_031XK_S22","X17_18_034MJC_S25","X17_18_038WP_S28","X17_18_043BA_S32","X17_18_044JC_S33","X17_18_047AJ_S35","X17_18_048LW_S36","X17_18_053AT_S41","X17_18_056SB_S44","X17_18_032AM_S23","X17_18_049CS_S37","X17_20_072CS_S53","X17_18_015ES_S9","X17_18_030LO_S21","X17_18_040RO_S30","X17_19_064WC_S47","X11_16_115CS_5_6_12_S188","X11_16_158AK_26_9_17_S203","X11_16_161HM_9_12_14_S215","X11_16_162HN_13_11_18_S216","X11_16_162HN_WAT8086A4_S218","X11_16_170OK_11_05_2017_S220","X11_16_184EH_WAT8086A10_S232","X11_16_185EB_22_11_16_S233","X11_16_187DM_21_8_18_S236","X11_16_187DM_8_11_18_S237","X11_16_198WS_20_3_18_S241"
"hsa-miR-122-5p",11.7036858988762,12.140324641288,11.0058882435981,12.4549421332231,10.796512921434,11.1592246323582,14.3942521832885,10.2511468282443,10.5910616080432,11.7739869223732,11.2714241070539,11.7310115893844,12.0796530817478,15.7683272816448,15.0530496474877,14.2057830045304,11.0480449856724,16.2444745737103,14.6076483564993,13.5396085923941,15.0768018684133,11.519350918392,12.3672205865005,10.3905132447652,16.5281882549896,12.7153015694463,14.4605017286395,11.8350692589242,11.2262841019344,11.3344056564307,13.8148558207273,10.9401030549996,13.0431508506281,12.3809740414147,13.1841122195857,13.2646731372705,12.6752185946507,13.8882961319921,10.7745541058207,10.2191207189844,15.0590627201356,13.8649964864137,12.4080872917091,15.8702801465083,14.1105871062287,11.4512857008946,15.220507105459,12.1151885686985,13.9374426288493,15.4714897756685,13.3938972298269,11.4353206212911,10.0678819496069,11.4397703566406,12.7749905895161,11.8942436666358,13.9247463386588,11.5225526089498,14.7752356310917,13.259177613179,11.4593550273442,12.1164046065382,12.8438703764567,13.8245962639053,13.7855642003461,12.0689324242619,16.7337128912626,11.772184641478,10.2432149596012,10.7763173962985,12.2592883234615,11.4365308870013,12.0724173381529,12.522666099352,11.8441898903727,10.5760446481988,12.5744666265809,10.5026500895535
"hsa-miR-574-3p",4.25844760221744,0.0476468211397814,6.2184222255858,4.76904746222771,5.53585743540074,4.68323700423351,4.29836447683889,4.39033168556852,4.91782674929665,5.28104108108238,3.98678542895765,4.3085324580117,5.62742497804156,4.64723806971435,4.00309438358968,4.80852277848195,4.04971317309711,5.4590660273741,3.5369222250391,5.92888741942779,7.0721696277296,5.27654243915979,4.76773205420562,4.72247744066576,4.62059235609088,4.18650807962676,6.53771172737524,0.0476468211397778,4.72141841253582,3.07858939863474,5.46716299104584,4.11329376373827,0.0476468211397778,4.4916291749562,4.23211044627563,4.60340468351334,0.0476468211397778,4.84950724114265,3.00891296680319,4.21593860907934,4.53715137410692,5.71350743473285,5.12043895323101,5.35452106443775,5.29541087227577,1.11220425390196,5.08170253764084,6.06271010925795,5.68078952748549,5.4333770976852,4.59337183338672,5.34522224246237,1.11220425390196,4.58912222688974,4.14965023009212,5.00755600244535,4.34887015073915,5.19237149155361,4.28094574980605,4.90790151680689,4.79718911148198,5.12715664724528,4.879877766944,4.4029213670495,4.28789850066569,4.92489595496784,6.33774791929837,4.47043621892826,5.86268363927192,4.18624837520078,6.09328714167446,1.11220425390196,1.11220425390196,5.9265275379469,5.56144984961877,1.11220425390196,1.11220425390196,4.84067001322476
"hsa-miR-99b-3p",3.44836956262468,-1.21802003981244,4.27753930080993,5.02230142373776,4.08919187272646,5.0366565752665,4.6343894542476,4.59879479805591,4.6163562667134,4.43010424116491,4.56531139133928,4.03463488755177,5.80582977940903,2.63956412195147,3.63632130048014,3.54634730532929,5.20944323841292,5.12191477279803,4.18006797751582,4.15433332241209,4.4576695862294,3.20606177691229,5.74326427285834,5.01915015993194,5.57512550234642,3.68870425304158,6.17934457797426,-1.21802003981244,4.35589586226486,3.78933614444776,5.11849158473297,3.66150619026456,-1.21802003981244,3.6787666713029,4.16405848072625,4.60634241714046,4.38340654115842,3.64393189940133,3.15545513637038,3.52141488510539,4.6456944860942,5.43485814847997,5.84625217561625,5.53081607722672,5.21316496429864,5.41866374283697,4.97299540273156,4.64821576507009,5.81676285293923,5.1717934455846,4.93718163429572,5.01260683018576,1.59974881771792,4.88325084986272,5.63838816111029,5.09854991077798,1.59974881771792,1.59974881771792,5.0211169079325,5.05433524791287,5.25916678995556,1.59974881771792,1.59974881771792,5.41292015750203,5.3280487873262,4.78417485146457,1.59974881771792,4.38746948003398,4.59938551827925,5.04408130053472,1.59974881771792,1.59974881771792,1.59974881771792,1.59974881771792,1.59974881771792,1.59974881771792,1.59974881771792,5.19227263121765
