"Molecule","logFC","logCPM","F","PValue","FDR"
"hsa-miR-144-3p",-1.98779354218711,8.68780288642179,56.6551086592797,1.61966280555917e-12,8.80016791020482e-11
"hsa-miR-101-3p",-1.95197764124575,3.41034746290756,27.8562543296671,3.31907243156226e-07,5.41008806344648e-06
"hsa-miR-34a-5p",-1.78917386077434,4.60351717202642,26.3010856180048,6.75327461515016e-07,9.17319801891229e-06
"hsa-miR-203a-3p",-1.65406549955385,7.93258196037609,19.8423915623374,1.38250676186548e-05,0.000132558001284749
"hsa-miR-10b-5p",-1.44300800433832,9.45563170640136,80.7582862923781,1.70674424422478e-16,2.78199311808639e-14
"hsa-miR-195-5p",-1.39883432252157,4.98058179287409,28.9915571071387,1.98353819676781e-07,3.80372618909592e-06
"hsa_piR_017724",-1.24892882992947,3.29521544993244,13.8135845914696,0.000260471532235907,0.00157247628720196
"hsa-miR-29c-3p",-1.08014542090011,5.58051518352549,28.467254230998,2.51491597021133e-07,4.55479225716053e-06
"hsa-miR-126-5p",-1.0368592548979,12.4705686557412,81.0046863947156,1.56082459397155e-16,2.78199311808639e-14
"hsa-miR-375",-1.03109598879085,3.67932164719217,6.48422407525576,0.011618662241271,0.0347493934922417
"hsa_piR_004308",-0.970830923458056,3.89326358573629,10.1643911055627,0.00165631371169957,0.00760504605653605
"hsa_piR_015249",-0.924244062266474,7.82722974827164,52.7591095963838,7.74052718803017e-12,3.1542648291223e-10
"hsa-miR-21-5p",-0.898964849787556,9.3995189498967,37.5532595646484,4.49329308834772e-09,1.33164867891032e-07
"hsa-miR-139-5p",-0.879535302393209,11.2259130589204,68.8586003122766,1.41104033610379e-14,9.19998299139669e-13
"hsa-miR-29b-3p",-0.875347946003021,6.57550429275813,43.3250545984723,3.81340491120626e-10,1.24317000105324e-08
"hsa-miR-4488",-0.865483147923814,3.79788190778969,9.8582547228775,0.00194057016086763,0.00866610784168284
"hsa-miR-30a-5p",-0.837693277301279,9.91371894254664,55.6685184852728,2.40114926686652e-12,1.11824951571212e-10
"hsa-miR-10a-5p",-0.829400514721157,10.9479633937244,69.0830572362857,1.2958951691303e-14,9.19998299139669e-13
"hsa-miR-126-3p",-0.823894180281825,15.6015557865022,75.8718638417054,1.02141187070666e-15,1.10993423283457e-13
"hsa-miR-150-3p",-0.797167582810005,3.97507755131809,7.31856197459287,0.00739953204290969,0.0251275775623808
"hsa-miR-183-5p",-0.784709552310498,4.72512751419386,9.76615913108764,0.00203549872503216,0.00868601397230725
"hsa-miR-193a-5p",-0.782961212369182,6.93157026774348,27.6415629514235,3.65973360356591e-07,5.68130073696422e-06
"hsa-miR-424-3p",-0.770181481605976,5.0693930871176,13.4128385244886,0.000318160815738308,0.00178828320570152
"hsa-miR-590-3p",-0.741610432866721,3.84432949356858,5.53274068308408,0.0196128273708143,0.0515627558297215
"hsa-miR-122-5p",-0.713876000366125,13.6366973456336,7.06195210475718,0.00849502724489283,0.0274195928894561
"hsa-miR-204-3p",-0.695466647853866,3.81163799470329,4.60380304770584,0.033078128267233,0.081692953144833
"hsa-miR-15a-5p",-0.660056134612301,7.11036457544487,12.7153510229513,0.000451442682873925,0.00237371475188548
"hsa-miR-27b-3p",-0.648070705628244,5.70339577907987,8.94697020947265,0.00312031445077405,0.0127152813869042
"hsa-miR-27a-3p",-0.647322598455339,6.33655397359295,21.8540655066385,5.33097999431963e-06,5.99275682120069e-05
