"","X11_16_115CS_5_6_12_S188","X11_16_158AK_26_9_17_S203","X11_16_184EH_WAT8086A10_S232","X17_18_001WR_S4","X17_18_003TB_S5","X17_18_005JB_S6","X17_18_011AS_S7","X17_18_016AB_S10","X17_18_017AF_S11","X17_18_020DH_S13","X17_18_021KD_S14","X17_18_026SM_S17","X17_18_032AM_S23","X17_18_034MJC_S25","X17_18_040RO_S30","X17_18_044JC_S33","X17_18_047AJ_S35","X17_18_049CS_S37","X17_19_064WC_S47","X17_20_072CS_S53","X2017_CPH31_S68","X2017_CPH33_S70","X2017_CPH48_S79","X2017_CPH67_S85","X2017_CPH68_S86","X2017_CPH79_S90","X2017_CPH82_S92","X2017_CPH87_S94","X2017_CPH90_S97","X2017_CPH9_S96","X2020_t0_CPH28_S115","X2020_t0_CPH29_S116","X2020_t0_CPH32_S120","X2020_t0_CPH67_S158","X11_16_161HM_9_12_14_S215","X11_16_162HN_13_11_18_S216","X11_16_162HN_WAT8086A4_S218","X11_16_170OK_11_05_2017_S220","X11_16_185EB_22_11_16_S233","X11_16_187DM_21_8_18_S236","X11_16_187DM_8_11_18_S237","X11_16_198WS_20_3_18_S241","X17_18_014DM_S8","X17_18_015ES_S9","X17_18_030LO_S21","X17_18_031XK_S22","X17_18_038WP_S28","X17_18_043BA_S32","X17_18_048LW_S36","X17_18_053AT_S41","X17_18_056SB_S44","X2017_CPH12_S57","X2017_CPH13_S58","X2017_CPH15_S59","X2017_CPH20_S63","X2017_CPH30_S67","X2017_CPH34_S71","X2017_CPH38_S74","X2017_CPH41_S76","X2017_CPH43_S77","X2017_CPH44_S78","X2017_CPH54_S82","X2017_CPH56_S83","X2017_CPH5_S80","X2017_CPH71_S88","X2017_CPH77_S89","X2017_CPH7_S87","X2017_CPH86_S93","X2020_t0_CPH13_S101","X2020_t0_CPH14_S102","X2020_t0_CPH16_S104","X2020_t0_CPH20_S109","X2020_t0_CPH25_S112","X2020_t0_CPH51_S141","X2020_t0_CPH6_S150","X2020_t0_CPH85_S178","X2020_t0_CPH8_S172","X2020_t0_CPH93_S187"
"hsa-miR-18a-5p",5.90316005291832,5.45726562213495,5.89852181354598,5.24858967329006,5.01056491365186,5.67219802013826,4.47777757257348,5.17871560739009,4.53355049883445,4.93590347570995,5.72619658907941,3.7722337742516,4.73088320727392,6.10376668069146,4.83056355945857,4.88883612293667,4.45372475055859,5.92486914898936,3.76111319876608,5.0326674338358,5.05070738206645,5.88006485618533,4.9986949809076,4.85606715434065,3.10669121769422,5.21020525603998,5.65526091546524,4.2519019442632,4.73441820481292,4.21970430599134,5.02649696172896,6.0653166811322,4.86032497200329,5.88086918785688,5.37742407803086,4.74387048319645,1.51136875679314,5.90381858263522,5.04912217090064,3.90134138265498,4.3216098789722,5.63297118260513,5.56062029918756,5.09842001666538,3.98511567616694,4.98626663582126,5.3466480182032,4.62033916096631,5.54575419558896,4.05820555743745,4.39720415598264,3.58085255774985,3.84035214315187,4.4409901844976,4.58240581031339,4.59791810470754,4.49027274571675,4.46116606229799,4.53376459616733,4.02567367517362,5.65322957191847,4.974482494543,4.85376386097282,6.23045760351109,5.21148071521578,4.75278028892884,5.45602373429323,4.62995228198077,5.64909658048538,5.97189537764449,6.18893478419993,5.02725495581942,5.37365060984431,5.24679916565552,4.44409705577937,6.2406273211451,6.59003524917354,5.77874551573392
"hsa-miR-200c-3p",5.50613941114383,6.1971111554923,6.74785937023709,5.64755690765798,6.10929973010021,6.36079975587784,5.75142293954644,7.13574074680163,5.09211763625169,6.58102264547561,6.35754105763311,5.34593025138587,6.58030702735913,7.37392114716812,5.48765613874619,5.62742237774479,6.70844144584382,5.65055144035748,6.13180243503588,5.69948703171375,6.23716521346584,6.0760407548837,5.5814008110642,6.07934983928105,6.34697825577478,9.06979288929541,5.92900509235774,6.94970348583698,5.30355869081598,6.14161538976786,5.19849118529094,6.50144684809206,6.45195668541162,6.83269224757693,6.05035648649248,6.13636063680972,6.20119277318885,6.44171491666278,4.98037461123606,5.88539870703661,4.43963666382021,6.27548438605623,7.08682157595764,5.65442438807385,5.97082999486804,8.5158604709697,5.62229395030346,5.4580310297052,6.72527582871306,6.37204950770941,7.43569574249265,5.77655385122761,6.25188174866099,5.7724030818906,6.45125287531684,6.14696239338784,6.32174820915371,5.39238786870742,6.09826077774681,5.63722470506447,5.74147133269436,6.94154762776402,6.42961089935629,6.91817505479326,6.26180163520612,6.30403290369733,5.646705845822,6.68242456062859,7.12266714804725,6.41717088206281,6.10671017350513,5.74722168258811,6.17110868201366,7.58718750269815,6.54926152759262,7.13744710485751,4.35271359910863,6.35296302749105
"hsa-miR-590-3p",4.37634565628821,4.51826740855387,3.42290588569384,4.71609225207405,3.42825148211586,5.11707767312682,5.1770840604872,4.24944218752692,3.81038518488083,4.50894339025866,5.232450576572,3.53317173963847,4.12281564995796,5.00187066698742,4.96001654909554,3.76466062714405,4.36760925088793,4.32251125414313,4.71676879619821,3.69018499409205,3.61769894569737,3.50787701796591,3.31555570773268,3.63967295767921,3.01464524882643,4.0236227155264,4.84104760833641,4.04451207033306,-0.0393586449188366,3.86954501132135,5.23441343801193,5.23334175337353,4.49662760474021,5.02559566194846,4.7715553923838,4.27810835279954,1.12080715252963,1.12080715252963,1.12080715252963,1.12080715252963,2.88902342996175,4.92198755620027,3.3740315110083,4.77832986473809,2.76665123987129,5.7560806427258,4.46892671985126,3.59784652100281,3.79967283375156,2.24505805111288,3.36510398643077,3.42539477206564,3.06170434577216,4.0898349033992,4.58381022627038,2.38495446835669,2.88196049202344,3.53007495415525,3.33105235183861,2.08767434435073,3.67699933837439,3.78388230840845,3.33491925967435,4.81920094031441,3.25740239660347,3.09690650336925,3.60479453865944,4.3122880298135,6.25115477998906,5.14572946960253,4.63209978334455,5.65934359732939,3.28767832109455,5.26840851551067,4.08471343631588,6.32274181469478,3.60694132849037,5.68194842891497
"hsa-miR-101-3p",3.81467062336099,3.00942881628285,4.20355579076764,1.93627414874767,2.36509326176456,5.10950829885539,4.62814580039689,4.69059480138094,2.99876377743925,0.889063863187689,4.37514566615916,3.65590110179565,3.13150556965182,3.11282875806097,4.07068731758987,2.90312436660402,3.70483543568901,2.52412218727606,3.41996825641785,2.04040330939174,2.912532863927,2.78807851706111,2.21884618650974,2.63750233173241,2.33223717516278,3.74072663179096,3.75500322118911,1.98470662264794,0.447176489965793,1.94825464359355,4.66647339817926,4.89552634432607,3.99529232281363,5.45412176420492,4.672157076274,0.889063863187689,0.889063863187689,0.889063863187689,3.50992408455929,0.889063863187692,0.889063863187692,3.56699908439045,3.79466295715665,2.57184057836342,2.78365633152124,4.51301638540302,4.62672566255549,3.35079275466173,4.13033572706083,3.97485267837558,3.31052104111751,2.64818218157486,2.36793026671594,2.80339972550253,3.40499229605114,1.86920042535311,2.03075309257072,1.6315210153711,2.21126034936311,2.17986964210104,3.77890462243621,2.81759829993989,2.69814305900963,4.34493775861741,2.09010631121349,0.447176489965793,3.16883019456618,3.26476191571617,5.9826962257559,5.20548965070099,4.48870607154243,5.18983465500762,2.45242217735759,5.16218070643788,3.40326615365177,5.17554194918597,4.78659307314289,4.77536690481224
"hsa-miR-144-3p",8.39805684324519,6.85309992009312,6.6398854674046,6.60116212208858,6.31557234289164,9.85781167635986,9.68728300114247,8.17813084719016,7.70644756997933,7.27823074412128,8.96508702136434,7.99879596785381,10.5692309052972,8.13182611410754,10.5644699033874,9.08904983841326,7.96433048694696,9.48364961414484,7.19911635110377,8.97184985477818,6.99267838139371,7.96518704731143,5.61157393442058,7.04411953231994,5.6481847102418,9.0782333230965,8.24919810522035,7.30965964459984,7.63232707353705,6.77379054380691,10.5706021697701,9.71697602712728,8.7162138614367,10.9000055804599,8.27119105286494,6.72033918743614,6.12674101004112,6.73189432306421,6.81244939334982,6.60505807576797,6.32252813221857,6.51182590776381,7.33003136479169,8.32387004182669,7.2902381195128,9.4192551277069,9.96017814334138,8.2770548257504,9.20680555890183,7.76752873782724,6.88471126332343,7.39308820233706,7.02955510505147,6.49420884506264,7.84636925735995,6.26046550679805,4.83013014462098,6.87913330496607,7.59339070819788,6.39141981834096,8.11670814013582,8.40669150965405,9.1502242410826,8.81183405237731,6.98720175233009,5.81460907220945,7.91079793444805,7.8604844127656,10.4141419869901,10.2217677153249,9.740746296255,10.1475056417825,8.22043184099185,10.1990463522781,8.84298208325211,9.78208641529788,10.3760537753978,9.93781643010398
"hsa-miR-140-3p",5.33721836278203,4.48656339743233,4.00625608584538,4.82293307916032,4.7981320381245,6.19961902675143,5.32169102968152,4.42046622352557,4.7038498092026,4.46382483222163,5.43202500076791,5.92959566395662,6.18295089322906,3.47080316753815,5.69103304410146,5.87346832989764,4.55359460251175,5.17604306769418,5.25725221588464,5.63226134391089,5.04077369131776,4.98276584471256,4.77069515883804,4.267071565387,6.38503662287785,5.61487017907441,4.89766558480503,5.70259861547066,5.5787455079985,3.49894238512744,2.8331269730354,6.62490059046841,5.13697195543985,6.15196127581209,5.99431421145178,4.94629209164381,1.18739326840086,5.38987986384707,4.13253686486782,1.18739326840086,2.80990877462394,4.44846968796218,5.67839411327331,4.88091011062924,5.84153649941492,4.80115477510291,6.26861728288753,5.79436977645475,3.94398490836668,5.12122701429124,4.88840287471585,4.37243881691283,4.93698538129941,5.12899952304625,5.31606350128905,3.33899022982132,3.37975325935743,4.01394966128811,4.44830372036411,5.06192442722491,4.72034179165639,4.76976247310546,5.71812462695898,4.96838091795376,4.54220315583881,3.49553455802993,3.96306936569394,5.72515153887542,5.55508952305989,5.80568764632341,4.99920587582423,4.17203569095219,4.09601953197274,5.97378908894398,3.31518150282008,4.37120761721176,4.52277876064222,5.77428623247663
"hsa-miR-660-5p",6.67514204497066,6.56434375748628,6.08013683026729,5.80380738048257,6.69949249820868,6.86318695878294,6.74662434991293,6.13507580324511,6.53539089904499,6.68049916934395,6.95269398404388,6.50397838678895,7.27818135622857,5.63992822708727,7.11201282803715,7.01761205575217,5.99890103752293,7.62922598039521,7.38587179153636,6.94377317084278,5.68511249725256,6.31788819347149,5.43163303126897,6.47773197529593,5.29733585378965,6.74887064851947,6.32589268396302,7.4542319425668,7.71975604282994,5.62946147279794,7.71555507499284,6.78963150327208,6.28625962714421,7.35637728974175,7.02849198708067,6.47505039485128,1.55103170941619,6.00789512331319,5.64259324910443,6.73551200618962,4.19714604094639,5.53215578391101,7.16930639887569,6.5911381133827,7.03839900195244,6.9046304173014,7.38425236482634,6.86153543112132,6.30844917500329,5.47644745739128,5.99044920684861,6.19594133023435,5.68393879346143,5.85670643807561,5.80343796069231,5.08519880007765,5.50887398049673,6.20616997190085,7.15542054905422,6.08205320061626,6.4443615692549,6.02695682942707,6.95078787291687,5.78732584506658,6.69353379758655,5.6688916523076,5.02748221349184,7.29438450470289,7.29882254742336,6.99971572180011,6.41423251124843,7.14968666129083,5.75858003288076,7.17787596671372,5.27558087315877,6.28481991197284,6.65959503654234,6.90878990436794
"hsa-miR-10b-5p",8.45728859164604,8.75588552653559,9.3226865300291,9.77547969670533,8.6841516070545,8.15702544980757,10.1043748692011,9.68646052521869,9.88110334214466,10.0263745478116,10.3255528534872,8.25030379973015,10.1068283892517,9.12320400288388,9.4080859105256,9.17391442813338,9.04746568359821,8.39918173234261,9.88292826992588,8.38731096367567,7.69806860858195,7.87665171529308,7.90092437044633,7.84159670137198,8.22233914164093,9.6038826629667,8.28054024041807,9.12992958853931,9.25150146773161,8.05389217858144,10.531446039137,9.87189342520827,10.2439777018126,11.0959960386171,9.06337614407032,8.91705937687302,5.96070031888972,7.20860680965636,7.35754098274859,8.02752001515418,7.3828628437007,7.70737688743329,9.11227857955831,10.2721635799402,7.48604506427834,10.8943921951338,9.05884196319252,8.62026378677795,9.77605798525237,9.49828310379799,9.78207002024822,8.72667257430905,7.87206660691826,8.60572709572664,9.75362262169605,7.86547246903116,6.27872536111655,8.11446720241319,8.90521861061189,7.93956270095003,8.84855473166571,9.67444044482292,9.23054505203865,8.97891062226692,8.03740106552615,6.93533655589453,8.59347302386732,9.32965511862861,10.9824646738417,10.5549884878265,9.67762137741333,11.035059695718,9.41541755673546,11.3304551078293,9.87251350039204,9.49661144847504,7.27434291603189,11.0297569113558
"hsa-miR-10a-5p",10.2217966589055,10.8624870645514,11.1171290624449,11.3705588027839,10.6257374745012,9.63264854586857,11.5370928939809,11.4585687359515,11.762154447158,12.0162453233933,11.5218519493762,10.2482780804513,11.1465804435339,10.5895055243394,10.5818698256683,10.701882583601,10.9472866991534,10.5140202997182,11.2710658742612,9.61466689976486,9.92002220945427,10.0464172661697,10.5571739203984,9.99366226874309,10.412085453908,10.9271540167926,10.0204282075478,11.0027715717901,11.2659108768807,9.79238609298874,11.7376560066455,11.1231564977953,11.7317723949508,11.9847032121655,10.9531136670908,11.1015974036156,9.5332210468769,10.2336551430977,9.80990274072814,10.0672792815563,9.43715324881379,9.9016428407444,10.8131796846358,11.658697034228,9.6449570310341,12.0822449837716,10.4530569560148,10.1217608957771,11.4286856074835,11.0758613337982,11.3159572059476,10.5688041096168,9.90595838317429,10.4239916229834,11.4917106638287,9.76741142914882,8.84597900664332,10.2435342846834,11.0709156009161,10.1679661335281,10.4898452447266,11.1031247869327,10.9979335513906,10.2988931725197,10.2848008682781,9.76969446579563,10.2959578447612,11.0234107863115,12.0636812199394,11.3363682016519,11.329205562032,12.205748096831,11.039223238938,12.1290964257161,11.678797714432,10.840818231804,9.09448306693739,12.0751342955749
"hsa-miR-598-3p",4.46013651971939,5.52861283033997,4.54474014469536,4.94419509907939,5.4966689760674,4.35274315602436,4.65744674102549,5.55750844897192,5.51685793548088,5.37482312228111,5.23212997517167,4.35975541861078,5.16210990986781,4.45589504107274,5.15068911475029,5.09606218897061,2.34708372308587,5.63218007066321,4.76930990882986,4.24601934391758,5.23211463454627,4.7897492320658,4.98406140771765,4.69091896736317,5.45160828967612,5.24396988838725,4.77865119492238,5.7681565206762,4.79775733373184,4.83544951215664,4.20187566347536,4.58348738769653,4.10303110800535,4.6421172315125,4.38960068359024,5.07363688576133,1.12938855042128,4.2646001446072,4.47210945809565,5.56049171802251,2.83190952409373,5.10178361531889,4.28511433572584,5.41793303531793,4.28699922052718,5.36630948687393,5.2505158535387,4.71918628349128,4.47736447000573,3.88315301101394,5.0128931790964,4.14823980383527,2.64742146313477,4.69063948353882,5.38111380759508,5.30857871426537,4.82948009407611,5.20379732825909,5.30963524353695,4.07751414982004,5.1256364065653,4.97264742585653,5.73978979255962,4.6378281144754,6.05227798184395,5.24822370914557,2.95053262918515,5.95108250879115,4.64009203110108,4.10913007743064,4.15373773231017,5.05474817322713,4.19218161063649,4.5751562428364,2.3231360169151,5.25626376705761,2.90249286038172,4.43786420818963
"hsa-miR-29a-3p",7.12851647582332,8.07133640113555,8.34800236578372,7.91717963120631,7.96806761377153,8.29446695432612,8.45932843389892,8.42552803366212,8.16014752786167,8.24258472151154,8.99161095389557,8.07669233748077,8.91346817112334,7.03466901943184,8.5616613287761,8.76828854189821,7.90055873838476,7.82008316113082,9.24601749662108,7.4211484010119,6.77280761687477,7.71152655426415,6.97047306598627,8.04266962019633,6.28572321882244,8.25976820949973,7.38713770320147,9.19028047428888,8.89367872345023,7.03776930551004,8.89116848717625,8.41028308572482,9.41880988225672,9.86380319137989,8.46936859597049,8.22445032831397,1.57096398561354,7.60783793997428,5.43303269272523,7.52493858935213,6.78337239760441,6.88641772759619,8.0770321380057,8.22048829249039,7.68215183911163,9.30090898098798,9.28361267042325,8.14282744194084,8.74267468351191,8.53909735909838,8.8205006986906,7.32968356058845,5.95906518175051,7.31492760219986,7.99131862758321,6.31297650833197,6.134849056163,7.19051847365725,8.18636499020554,7.01782616888455,7.78750659908734,8.36827616216511,8.63903046226109,7.82635414489863,7.85846179520492,7.4608358622338,7.10485291828844,9.71599407799977,9.85389867456088,9.15671690148322,8.50724737184537,9.03498982508903,7.33484793527498,9.74354580550361,7.87228149670316,8.56015216164123,4.79301015253282,9.22574018960493
"hsa-miR-29b-3p",6.01108799981794,5.70902901082427,7.09518650244736,5.65586640123963,5.72262481190518,6.63846094287104,6.93572683728597,7.24353503588035,6.0340290220097,6.95050947449014,7.17440598018735,5.21051768016563,6.75116094054559,6.31121572117151,6.40777528627262,5.9180280371841,6.20942607291935,6.10996124730298,6.47287867381519,5.13911748514408,5.30477883149266,5.59881460965185,4.99853369529853,5.42135015669005,3.77442962219655,6.36171560028052,6.17923255412239,6.07823563792287,5.88053902111966,5.48268209138528,7.39020903245455,7.03942894192001,7.53946484839653,8.12620296833776,7.09173154318786,6.46232147925906,0.905007560235246,6.19944510128585,5.62570579161851,6.22280267519597,4.80487551268138,5.84784056794425,6.55226056386953,5.7635785771216,4.85640815868111,7.44779676357375,6.44661809648381,5.50740314854758,5.98808930446864,5.7557686616618,6.29562300612159,5.01230194763457,4.68629786774501,4.99467558808149,5.90086462034172,4.67476932179421,3.94435055579751,5.66129027466553,5.54772141118697,4.48086331297253,6.09337520521655,6.53024726354555,6.08136244848269,6.2971869565727,5.31445864485437,4.77866219107867,6.44512296301963,6.20823951658926,8.60017884333164,7.5450939551772,7.04022568408404,7.12488509232197,5.9885805102779,7.84961545373269,6.20542748368189,7.23843412001282,5.91858840042851,7.2685288771305
"hsa-miR-29c-3p",4.35413690995794,4.43533565797464,4.93521346364985,5.76201638516882,5.08549888821029,5.83958264038916,5.96215956802965,5.91436002573483,5.26544002630996,4.91497411698123,6.17320282328969,4.91550155194779,5.09836705837718,5.24624589920673,5.51072561293469,4.90895940838027,4.10203972736247,4.23736023356297,5.25939175419896,5.41149768234564,4.48094167708206,4.98746960612151,3.95008024010061,4.6850479920095,0.149669380056274,4.99715905046881,4.47096490032335,5.07213367296895,4.58622304644084,3.90630558669599,5.58401812834386,5.8622158961597,6.57394629429463,7.33118036553699,5.59417742285195,4.75354481251232,0.999358699125701,0.999358699125701,3.91062650138764,0.999358699125703,0.999358699125703,5.05271687823432,5.80998794206905,5.63487422066529,4.52232836028967,6.47227519396012,5.82554137914387,5.07182958925249,5.75683560584889,4.71003294558545,5.51224111230838,3.54353501791381,2.7982105322898,4.0331617331046,4.86482385142332,3.26979077088343,2.66979841004348,3.9735503370354,5.37875641720763,3.57274440227699,4.21783267786077,4.72151147999633,5.32588091423112,5.50910597093443,4.04069306256047,3.87046618538008,4.06412422622282,5.43280273973239,7.75957585937208,6.6052254295332,5.7753156272776,6.84479895081402,3.79584519084315,6.95715750475624,4.80894659498824,6.28607305537965,5.02957378641506,6.43150280322693
"hsa-miR-195-5p",4.78169659491739,4.90965003425918,5.64847307750411,5.79005242625006,4.9657994094292,4.81616515170897,5.72473116151085,5.31273959742775,4.89714832790817,5.57837310518533,5.74487216142606,4.58975089236399,5.37184531945901,5.1174213748382,4.41920201308192,4.99102219981457,5.40919393209529,3.33046285454619,5.70149490013926,4.56869068281076,4.18291598422231,4.53366167677772,3.90970227023552,3.90791539245181,4.57820273829469,5.69243344867869,4.86187565811901,4.82002279492483,4.86274135642002,4.83511787063324,6.0360817372255,5.74553151177546,5.43066601340355,6.77826048211067,4.87472009868057,5.34438610394812,1.02764022841255,3.63292906797882,4.40986387175615,4.98790789934865,4.11536767787137,4.13337043985613,6.11461462383666,6.38623247869596,3.55928849453358,5.91219160411437,4.6386026871304,4.86847485347921,4.79191429341217,5.47927708215161,6.17405355681604,4.66151999450369,3.6526314276076,4.71346023500534,5.85187234236711,3.52420239281468,3.55839907422127,4.24840044181985,4.63393093618053,4.36916802669726,4.6501397508153,5.51482379454207,5.00609092515837,4.88661572448043,4.40510825189711,2.72361424265746,5.00705600182928,4.99972123844761,6.88512560606345,6.57141054115375,5.21529648980937,7.27450400029508,4.99679729753304,7.27382373842112,5.18019572967376,5.39421558459862,4.22407006685875,6.33646767788245
"hsa-miR-15a-5p",7.56647458875607,5.99476676110744,6.42325557841465,6.62883251805641,6.86444807963421,8.94899933156447,7.82673379976191,7.27724123356837,6.60197448844888,5.97044826305026,7.46795670043107,7.09025755754616,7.72472316524959,7.0947795610323,8.14389047286321,7.4151198877095,6.54345980815804,6.68007783244822,6.99526361184014,7.5541564582163,6.91642968515566,6.30901964310454,5.64928448082068,6.08677941129809,6.18761273120069,8.05262338835785,7.31988185185475,6.38825956441671,5.77559665279712,6.41513444208924,7.48280216957201,8.91661098437023,6.86034323356032,8.86893578229692,8.02661654465923,6.9276099581704,1.77073195263607,4.12557220065004,5.7506977052771,4.89227831015459,3.45491880816971,6.92423793010084,8.21777418872865,7.50299600169911,6.54189746566231,7.70936675691436,8.11766910124659,7.50250158620537,7.01637661480527,6.51076230731884,6.79346030150499,6.5206089236223,4.75468449896722,6.16437289062831,7.27977358609278,5.65983640075985,4.55399758800778,6.32968055377822,5.91465210008961,5.6448176151628,6.45525043274604,6.08063598586225,6.93686732510091,8.41708167133138,6.77415251531794,4.74710739236894,6.29828124229931,7.30668363656589,8.05394185699441,8.68794794011023,7.64956663162201,8.35538320954929,6.46205498627189,8.7299293564678,6.73103641342561,8.95347752200021,8.19727769463623,8.67201030596435
"hsa-miR-15b-5p",10.1435276523926,9.92519998762124,9.21910643445704,9.80967558974104,10.1064606958747,10.9252310383543,10.3640895326704,10.284096247022,9.6922741579533,9.46254047136916,10.4307162381077,9.64472201173424,11.1251399875314,9.74648809702092,10.9957078144454,10.7146785596309,9.65394886513072,10.1354932154099,10.5693632963897,10.3486321217687,10.24757999696,10.1031263929006,9.44489043284579,10.1782417898774,10.0241226147869,11.3681679691498,10.8124193672546,10.0340923722058,8.98533882539876,10.1009312905913,9.73693350490827,11.1521047906483,9.15552310605471,10.5791050574806,9.97926775282914,10.4534758963116,7.82799223440051,8.98472713959576,8.54073605365986,9.71111462280696,8.40795131965185,10.0321476218093,10.3270610795563,10.2349457890935,9.55770832822768,10.5067141787329,11.132763933444,9.9853629555908,10.2518619184717,10.0216795145667,10.3364829795731,10.061997982381,9.1394515735929,10.1666410153507,10.5457448823416,9.55992866398721,9.43733257691899,10.1848493863302,10.0948256640313,9.44537203659398,9.89843613438476,9.57398810280132,10.0232853921675,11.279119012313,10.5113933770589,9.05190001748225,9.11455377950796,11.3944381372794,9.75510472805818,10.3783697403926,9.73116988130403,9.98348722160377,9.67053964915799,10.2378898362788,8.63781946336539,11.3924334897042,9.43609352140125,11.2747978502314
"hsa-miR-16-5p",15.822255013656,14.5266211672688,14.8678482852708,14.6549293428535,14.7434811689955,15.740107600479,15.7209744923443,15.368223338407,15.0669212426443,14.9012661565645,15.3431757134982,14.3500585466375,15.0045130775575,14.6837312720665,15.0914237856154,14.5864663181297,14.6701671016816,15.3891380305387,14.3039296730022,15.5638532278206,14.6541173112134,15.0106229579971,14.2353674840649,14.4700985032488,14.7820181746729,15.2905617384905,14.9846576241592,14.3792939650285,14.3492686863046,14.1466646543415,15.575157990123,15.5787576239082,15.1417069384288,15.6701039192641,15.8509326414302,14.8032677338212,14.0053845705351,14.1723929694204,13.9810771427971,14.2361301393144,14.0029998239239,14.9346012107674,15.2740626141133,15.184994010679,13.7897082021364,15.2765843714554,15.3208064538201,14.3914845658557,15.1308413084356,14.3809905682997,14.7194920039267,14.5864098930973,14.218257498883,14.3132240352856,14.5346939864718,13.9534324490572,13.7374585622728,14.4214326232247,14.735417535845,14.2883895912279,15.1329188685151,14.6064114698213,15.3065169742026,15.3636743057804,14.7182771723337,13.8298916780135,15.1248804348853,14.6929311176083,15.8897221249743,15.8504505520213,15.6473010983421,15.4263719870427,15.0590222091991,15.4310857262807,15.3266022329232,15.2248090658765,16.9475412907251,15.1852180431494
"hsa-miR-503-5p",3.30986772495697,3.32224933068411,3.36249509792992,3.2472466445764,3.36765652200564,4.81076986268437,3.61404329353122,4.541719404165,3.02769155453099,3.22651384987275,3.9055848262718,4.00694476624985,3.56030824704323,1.13971079324579,3.35512126704331,3.69247533049049,3.9006543273889,3.67034812076397,1.13971079324579,4.38427350005506,3.3680213747782,3.25242514264508,2.56453582626219,3.62786153627674,3.95747404960398,3.90934128950354,2.22743044781087,3.16501418152974,1.24194933317909,2.11315243839992,3.22983202995678,3.54714023615251,3.53214577664696,4.59859704313677,3.71748588306255,3.62967095895208,1.13971079324579,1.13971079324579,1.13971079324579,3.54580350751915,1.13971079324579,3.57187752140091,4.05442640900075,3.72357521822019,3.87046218434361,3.61919217919536,3.12206317912373,3.78328513751622,3.01845468422996,2.22522776777758,2.11593340327608,3.22881473675067,2.12602141046275,3.21410394484304,1.68678001761541,2.38776424990096,2.46267798559667,2.79627699330801,3.17252707849467,2.62414756092655,3.44921699654994,3.18441169383209,3.87859840942158,4.94521916342325,4.35730531960814,0.811652155862348,4.51825702236352,4.53507456250788,2.89193250288263,4.2587875702175,4.40267069422515,2.59556959825963,3.24090740616839,3.32501198030644,4.38858877255859,4.02282568478036,4.27271232992781,3.49075362314283
"hsa-miR-21-5p",9.07368180358283,8.70257557673109,8.60010790565678,9.34106224109242,9.34680318487476,10.55328662164,9.8935866871605,10.0389653476347,9.28980349701168,8.89484282499362,10.2665097294796,8.7601450321842,9.69581192362054,9.8451710700659,9.84590222522797,9.35095908558234,8.83002035238818,8.99042958302559,9.81606292214873,8.74981144157177,8.70885754912942,8.45582175976841,7.89090721531346,8.38886350495756,6.5689912337223,9.93816580657905,9.44956514532264,8.97874699883341,7.57912424014607,8.96058246866865,9.66357978840088,10.930029747925,10.2722091619666,10.8793119671983,9.10992957022861,9.38067443988707,2.22169896894559,7.73302970319685,7.60178000457323,8.10224053019003,7.89053177484254,9.49183782134765,9.97614942771843,9.64178718917431,8.31139865574107,10.6548370396909,8.98386549861892,8.96256887307686,9.56118046455537,8.92564791793273,9.60885999711237,8.03637947630105,7.75602295742167,8.72035127132108,9.20187569338183,8.14503021943187,7.58114981369712,7.8282265421281,8.60057383302855,7.96703269832724,9.12180337749434,9.38958626261538,8.84648779196934,10.6594386137457,8.68855779878926,7.51381681519466,9.72461526602817,9.36159967567856,10.9801751398955,10.6706981828329,10.2744081123229,10.705843885147,9.69958771816146,11.1341613580853,10.0366623846374,11.6479135783771,8.43264693162949,10.921950489725
"hsa-miR-196a-5p",3.85914603879782,3.29013731650967,0.928825957246721,3.84355210794689,2.02909806460586,2.7763949504381,3.35383870368629,4.77570737815896,4.22061006644151,3.1865600946432,3.92125411392907,2.8104288130188,4.29947315704655,4.70354241409821,3.09622010263708,3.38146998408749,2.24995794777307,3.66674905236751,4.18747007698734,4.55663313196698,2.38974241821719,3.08305584646119,3.27178240079802,3.07694196598211,4.11014587465971,3.62972273882985,1.95896652584656,3.94080820850569,3.67242203729825,2.68581088427785,1.84798061960061,3.43027927322563,4.68778439690428,6.50769284505123,2.88204699292475,4.22705434891773,5.83273771495642,5.91174319618382,3.46636114928841,4.85473228601664,3.98976267733504,2.94089621334406,0.928825957246721,2.55810213927523,3.22367239282979,3.61140290207156,2.81393415376912,2.55935890099249,4.45388672478733,3.70286061983812,3.52255066797214,3.54503994442972,4.61505677524738,3.28845516593349,3.66987736340844,3.62430155776156,2.1160955143734,3.75167040081543,4.14460520267959,3.22836210226158,2.53353372335031,3.87622632724414,3.6040390316178,2.01494983165809,1.97129658135907,3.41855878221884,3.84915532921075,5.29904681345209,5.45886055815677,4.5399654516978,3.07136896395464,3.66420198783233,4.20744225484592,6.36114106385975,5.08608952516491,3.49836477988291,1.81562608146493,4.44037770115203
