"","lfq_SW.exo.23.9.21.124.90min","lfq_SW.exo.23.9.21.125.90min","lfq_SW.exo.23.9.21.127.90min","lfq_SW.exo.23.9.21.128.90min","lfq_SW.exo.17.9.21.118.90min","lfq_SW.exo.23.9.21.130.90min","lfq_SW.exo.24.9.21.131.90min","lfq_SW.exo.24.9.21.132.90min","lfq_SW.exo.24.9.21.134.90min","lfq_SW.exo.24.9.21.135.90min","lfq_SW.exo.25.9.21.138.90min","lfq_SW.exo.25.9.21.139.90min","lfq_SW.exo.27.9.21.142.90min","lfq_SW.exo.27.9.21.143.90min","lfq_SW.exo.27.9.21.145.90min","lfq_SW.exo.27.9.21.146.90min","lfq_SW.exo.27.9.21.147.90min","lfq_SW.exo.27.9.21.148.90min","lfq_SW.exo.17.9.21.120.90min","lfq_SW.exo.27.9.21.149.90min","lfq_SW.exo.6.9.21.59.90min","lfq_SW.exo.5.9.21.55.90min","lfq_SW.exo.25.8.21.18.90min","lfq_SW.exo.25.8.21.19.90min","lfq_SW.exo.26.8.21.22.90min","lfq_SW.exo.6.9.21.62.90min","lfq_SW.exo.7.9.21.63.90min","lfq_SW.exo.7.9.21.64.90min","lfq_SW.exo.28.8.21.39.90min","lfq_SW.exo.29.8.21.41.90min","lfq_SW.exo.9.9.21.76.90min","lfq_SW.exo.9.9.21.80.90min","lfq_SW.exo.10.9.21.81.90min","lfq_SW.exo.10.9.21.83.90min","lfq_SW.exo.26.8.21.15.90min","lfq_SW.2.2.19.RPA.1.2pt5","lfq_SW.2.2.19.RPA.3.2pt5","lfq_SW.2.2.19.RPA.5.2pt5","lfq_SW.2.2.19.RPA.11.2pt5","lfq_SW.2.2.19.RPA.16.2pt5","lfq_SW.2.2.19.RPA.17.2pt5","lfq_SW.26.1.19.1718.018.2pt5","lfq_SW.27.1.19.1718.018.5ul","lfq_SW.27.1.19.RPA.21.5ul","lfq_SW.31.1.19.1718.26.2pt5","lfq_SW.31.1.19.1718.27.2pt5","lfq_SW.31.1.19.1718.28.2pt5","lfq_SW.31.1.19.1718.29.2pt5","lfq_SW.1.2.19.1718.32.2pt5","lfq_SharonW.16.7.20.2.1718.034MC.90min","lfq_SW.26.1.19.1718.037.2pt5","lfq_SharonW.16.7.20.3.1718.039DK.90min","lfq_SW.26.1.19.1718.040.2pt5","lfq_SW.27.1.19.1718.040.5ul","lfq_SW.26.1.19.1718.041.2pt5","lfq_SW.26.1.19.1718.044.2pt5","lfq_SharonW.16.7.20.4.1718.046IC.90min","lfq_SharonW.16.7.20.5.1718.047AJ.90min","lfq_SharonW.16.7.20.7.1718.049CS.90min","lfq_SharonW.16.7.20.8.1718.050JM.90min","lfq_SharonW.14.7.20.12.1718.054RT.90min","lfq_SharonW.14.7.20.13.1718.055GP.90min","lfq_SharonW.14.7.20.15.1719.059OC.90min","lfq_SharonW.14.7.20.16.1719.061LC.90min","lfq_SharonW.14.7.20.17.1719.064WC.90min","lfq_SW.exo.11.9.21.90.90min","lfq_SW.2.2.19.RPA.19.2pt5","lfq_SW.2.2.19.RPA.2.2pt5","lfq_SW.2.2.19.RPA.7.2pt5","lfq_SW.2.2.19.RPA.9.2pt5","lfq_SharonW.26.7.20.32.90min.115CS.5.6.12","lfq_SharonW.24.7.20.21.116OC.16.8.16.90min","lfq_SharonW.24.7.20.20.116OC.30.4.13.90min","lfq_SharonW.24.7.20.19.116OC.8.5.12.90minn","lfq_SW.25.1.19.118OC.2pt5","lfq_SW.27.1.19.118OC.5ul","lfq_SharonW.22.7.20.14.155CB.6.2.18.90min","lfq_SharonW.22.7.20.13.155CB.8.4.14.90min","lfq_SharonW.22.7.20.12.155CB.9.4.13.90min","lfq_SharonW.22.7.20.8.159PG.29.7.14.90min","lfq_SW.exo.16.9.21.106.90min","lfq_SW.exo.16.9.21.107.90min","lfq_SW.exo.16.9.21.105.90min","lfq_SW.25.1.19.183EH.2pt5","lfq_SW.27.1.19.183EH.5ul","lfq_SW.exo.16.9.21.109.90min","lfq_SW.exo.16.9.21.110.90min","lfq_SharonW.26.7.20.30.90min.283OM.10.518","lfq_SharonW.26.7.20.29.90min.283OM.14.2.17"
"CD36",16.4780818082144,17.5538978780395,16.3099586267843,16.2721332366333,19.7047286334425,16.2288284321081,17.5033320524808,16.8591394090445,18.531791055731,17.3434060261328,16.7092848744057,14.844528107317,15.2585328840981,18.6364507709039,15.7260628478955,16.2075088378135,18.1697824203595,17.1031119158209,16.8860851962732,16.7270564242997,15.9561398544237,16.4479401637745,16.8468333291247,16.2414153878312,16.9424293045452,17.6819659069521,17.0019719627073,16.3099586267843,16.2721332366333,16.6471324201876,16.3099586267843,17.4067454535846,16.8319798270595,18.1072410987792,16.9044999134182,16.6833452626957,17.2522335877754,17.4969929784367,15.9505847385841,17.3033925161915,17.0313094025461,16.4574121913826,16.8217228389993,16.8797021965206,16.9037087802521,17.2522335877754,17.7829536539712,17.7660431746447,16.9466879735622,17.4170698793326,16.5855553654593,16.2392943582745,17.2403167948144,17.7115865028181,17.3033925161915,16.9256981401,17.1822806851847,16.1713360929423,15.0200735629246,18.2901193074986,16.2538075210801,17.3602703412718,18.4170511675132,17.6228692689879,18.0811502337155,15.9886104010547,16.9956450154642,16.1019339100887,18.0438272466641,16.886994284003,18.3378495254448,18.3900768643924,19.23806316702,17.6622861565756,17.3713279103303,16.7766640963066,17.0052194804493,17.2126412942274,18.2700154001317,17.1822806851847,15.1432345366986,14.7991023912779,15.0935927520446,17.0313094025461,16.9956450154642,15.2413538833115,15.4710112125451,18.6148559954993,18.4407949552683
"CD59",16.6319941899794,16.6845829745658,16.7416599445808,16.6319941899794,16.6555329331694,16.8031528420756,16.9274445921349,16.3347088942094,16.9717413333141,16.5030150395307,16.1271860138082,16.5730411248556,16.766510725031,16.811062443616,16.6845829745658,16.6555329331694,17.5989458005744,16.766510725031,16.2673128518223,17.1862008482166,16.8460068787847,16.9446898506908,17.7336252579796,16.837238224369,17.0920544519291,16.6555329331694,17.2912021002019,16.8912318308143,16.9648030950112,16.691875043712,16.8912318308143,16.7494531058609,16.909806302171,16.8549451981903,16.379341043139,16.9082722253126,16.7871612566991,16.8813267201784,16.7507475407568,16.8758249406073,17.2461267503604,16.8545995720855,16.9346827198098,16.3093006108964,16.9772794178134,17.289585628025,17.0048440744106,17.2252680050435,16.6505516845766,16.4481926438573,16.9244720989941,16.6149831487768,17.0469848822755,16.8225108650689,17.5363334647114,16.802806238817,16.797228364619,16.7352937016059,16.8185508443463,16.8597148178945,17.5876774475518,16.8911799453341,16.7558491138834,16.7711655450364,17.2000450317149,15.888669472202,16.7457428044419,17.3105240619364,16.8545995720855,16.5828692530695,17.2327464593091,17.2710055229,16.2656989874105,16.5074631927167,16.7352937016059,16.6911912090554,16.0058966838082,16.6547052735834,16.7207809075563,16.424421182928,16.5701253822411,16.5331551525842,16.7165933051547,16.6722279214922,16.8758249406073,16.7262884682937,16.4041166855672,16.802806238817,17.0906072695302
"CD5L",24.2274199822989,25.9683450608688,24.063781371797,25.9683450608688,25.756995984091,24.5630637238345,26.6241054653344,25.9683450608688,24.7625869203876,25.756995984091,26.6241054653344,26.3088444976029,26.6241054653344,25.9683450608688,25.3275305618822,25.756995984091,25.5339737753066,25.756995984091,25.5339737753066,26.6241054653344,25.9683450608688,26.6241054653344,26.6241054653344,26.3088444976029,26.6241054653344,25.9683450608688,25.756995984091,24.386852556688,26.9554794207743,26.3088444976029,26.6241054653344,26.9554794207743,25.1431538788193,24.386852556688,25.5339737753066,25.2926424878272,24.873295881553,26.2969254206944,25.8400827629058,26.062812240134,26.8056226638542,25.2926424878272,25.1467919268326,25.8400827629058,25.2926424878272,25.1467919268326,25.4502059830174,25.8400827629058,26.062812240134,24.4822100667801,25.0165312017985,25.5995224991789,24.2539627304986,24.4822100667801,26.062812240134,26.062812240134,26.5236481463521,26.2969254206944,26.8056226638542,24.7476635385678,25.8400827629058,26.8056226638542,26.8056226638542,25.0165312017985,25.4502059830174,25.5995224991789,27.2346819377387,25.2926424878272,26.062812240134,24.873295881553,26.5236481463521,26.8056226638542,27.2346819377387,26.5236481463521,26.2969254206944,26.062812240134,26.8056226638542,26.8056226638542,26.8056226638542,25.4502059830174,25.4502059830174,25.4502059830174,25.5995224991789,26.062812240134,26.2969254206944,25.1467919268326,25.0165312017985,27.2346819377387,26.2969254206944
"CD81",15.4718514148761,15.7637171517158,15.4718514148761,15.6987854346106,15.559854852559,15.3586049445463,15.6987854346106,15.3302492895809,16.0517590453827,15.3917158872184,15.0255177700912,15.835964725731,15.6171806091645,15.947001630439,15.5703678917779,15.578399909089,15.7199616028294,15.7733185268793,15.0163776769909,15.7733185268793,15.634536071832,15.5026542551028,15.9199344003908,15.6622586590223,15.7733185268793,15.7637171517158,15.2788862857623,15.5703678917779,15.7450763063569,15.6883651824107,15.835964725731,15.835964725731,15.3825715873411,15.6785555656108,15.6171806091645,15.5514884900265,15.4887233577146,15.4613684733621,15.3799818201351,15.6522751432219,15.8121906842715,15.6240314737957,15.5424658697155,15.5806674274943,15.804551559702,15.5685307819993,15.9022277731162,15.5082853036569,15.5841407448214,15.2564406251107,15.5514884900265,15.7800909939891,15.8631274676968,15.8192226328125,15.7261935297938,15.5876597060844,15.6955468805352,15.8848222896924,15.5383165331559,16.0504953822936,15.8121906842715,15.8848222896924,15.6430962254522,15.4497606727093,15.9586410047078,15.3447582042741,15.7486152650968,15.5189747716,15.5970785371604,15.6179927581945,16.8771008743718,15.6891208986096,15.2246983816468,14.6122054949494,15.4434373379689,15.3840066981757,15.6522751432219,15.6588357958543,15.4983189560973,15.7978513138834,15.4748840346101,15.4682216465905,15.4983189560973,15.4944372824061,15.4887233577146,15.4310726496858,15.3515219128775,15.8121906842715,16.1297114150147
"CD9",19.9250839250783,19.8787011696385,19.7037877319011,21.297335613181,19.6066067073264,20.3376497306433,19.0438029227748,21.9031422945829,19.331079449262,21.7596007447241,22.6724713437273,20.133106919747,20.2326759896502,18.734576445293,18.6601140849691,21.7596007447241,20.5570982339299,19.970203545486,21.1309183503992,20.9010081669199,18.8304583042315,18.6601140849691,18.2526412643764,19.331079449262,18.5582157998941,18.4578968826839,19.8332906465694,19.1204830102423,18.7987331345431,18.6220813328526,18.9140367222565,18.4240589812117,18.5257994960133,18.3069420429395,18.1744222027473,19.6442303921222,20.545533912511,18.6200675130366,18.3435140346794,18.632584114541,18.1026425854055,18.7193843690966,18.9642425836086,16.9158234465204,18.5210311462632,18.8679146267758,19.4203002062557,19.5705770283636,18.4654834828012,20.384688315014,19.1622008557238,18.9642425836086,19.3060874911183,18.6929907756044,18.4328542463736,18.7071124934814,20.0832732287194,20.7993951498293,19.2179488827297,19.788302118055,18.9230337686672,19.2322494033723,19.8531085642365,20.2665087575361,18.3895295797074,21.7917858239537,17.4836638910069,19.07628226166,18.6200675130366,18.8816577441122,19.8227821087497,19.9184102785014,21.4329126233434,21.3871273147051,18.9352314801952,19.6442303921222,20.3474924995842,20.2665087575361,20.2236432708475,19.6151176933799,20.545533912511,21.5823435518451,20.384688315014,18.9107129432033,18.7707084891052,21.2839396406161,19.9450002215884,19.5428912076816,18.8816577441122
"CDC42",15.3399308969533,14.9786674834125,15.3623233665791,15.3455116780959,15.1986568490128,15.4399674692191,14.9786674834125,16.0298580465186,15.0403102880885,15.7814593956124,15.8734140503561,15.3566383649192,15.1115957370422,14.9626576998461,15.0859993246402,15.4539603609005,15.2701916228548,15.0962683593323,15.9024459177905,15.4399674692191,15.2252749201816,15.2456638491771,15.4056695070725,15.2799574808513,15.2099466466833,14.8301106001793,16.2083328533767,15.2099466466833,15.2350710216233,15.0453608028036,15.2039828378895,14.9473027536513,15.7958962047411,15.0767253867192,15.80072141228,15.2353355684799,15.6270443504621,15.865228528693,14.8900634910496,15.1233538781496,15.0289024624182,15.1375971827286,15.1167187393081,15.0909235355569,15.2773525024627,15.3322048965049,15.3824411356947,16.4555242400349,15.0510102911473,15.751783844931,15.120127651582,15.1948383584773,15.1733753533318,15.217285369027,15.2455760849591,14.5832493948252,15.4124353895688,15.4093592149125,15.1126764751735,15.4194968103386,15.2209310957389,15.1412582888243,15.3056514034243,15.581714102347,15.217285369027,15.8299283609489,15.0839239170686,15.0909235355569,15.0548349117073,15.1339027644134,15.7021472710091,15.5219671566545,15.6957104383516,15.6779709205529,15.0473587829637,15.0006196516306,15.4514713704785,15.8225096360164,15.5403303934761,15.7136032477598,15.1477070276374,15.2913946600433,15.2564947889977,14.9757535238403,15.021886018053,15.4949455240164,15.847070892372,15.4514713704785,15.5615019940171
"CFB",17.6874666041904,16.7098598248757,18.0275902844918,17.8061787072022,18.1639546884238,16.6632670086616,17.9409540996287,17.3145902472132,18.6665677559858,17.5790613280586,16.2815884533806,16.8039233937005,18.3506915435121,17.2386004346541,18.0275902844918,17.170425456208,17.9846770284526,17.6146435341808,15.1572137810272,17.0940817820195,18.299407838898,15.1470955710086,18.812236709893,19.2973884739213,18.9677427688402,17.6535018039387,17.3926305929892,16.2135655546903,19.2590137975768,18.812236709893,18.1434859506203,16.8259887251037,19.6404515063535,17.533026395831,18.7358669574858,18.7845826592966,14.4961505227029,17.6806504535708,17.5884202595233,17.3477979079394,17.4079599564574,17.2057068074173,17.3195625422219,17.574005640643,18.2356618590743,16.7850571950638,16.0976323346752,17.3366466715975,17.4745757785979,17.2422870560877,15.6320820474022,15.5008516475296,17.4137193559031,17.4254885321187,16.7586112418901,17.0817851391749,16.8511070158264,17.4973004307721,15.2161714683721,17.402443629437,19.0237958160577,18.017685029326,17.5143592207042,17.7133941518656,17.2714562115911,18.7845826592966,18.093276165074,19.3448851580588,17.3430283375059,17.2218964446639,18.32728137954,18.3397392050172,17.3529411684104,17.7133941518656,18.3774244755029,18.0540953738061,17.4356464316267,17.4691175356877,17.5375577446049,16.9232543835796,18.5463511639367,18.5723340374119,19.4921041163175,18.8012370062373,18.9389485886352,18.68593825968,18.093276165074,16.6257704030755,16.9001016597967
"CFH",23.5053814827416,24.2115662722161,24.2115662722161,23.7985237311501,24.2115662722161,23.3867033233081,23.3867033233081,21.1303719997412,24.065480160011,22.3764929870732,22.4815210853555,23.1650749399098,23.3867033233081,23.3867033233081,24.065480160011,23.1650749399098,22.820483930373,23.5053814827416,22.3764929870732,22.2897439112464,23.634005604453,23.5053814827416,22.4815210853555,23.2795710747727,22.4815210853555,23.2795710747727,21.5274807485579,23.0427743882141,23.0427743882141,23.0427743882141,23.1650749399098,23.3867033233081,22.0492698726576,23.3867033233081,22.3764929870732,22.9110611113639,22.840853748902,23.1251343981549,22.7243565117079,23.0429344319126,23.4748368480885,23.3151508028547,23.4748368480885,23.1251343981549,23.1251343981549,23.1251343981549,23.3151508028547,23.1251343981549,22.9110611113639,23.3904227816777,23.1251343981549,23.3904227816777,22.9110611113639,23.0429344319126,23.3151508028547,22.840853748902,23.6601160334316,23.0429344319126,22.9750404947556,23.24228849974,22.7868341178203,22.2923197501358,22.6609980746261,20.5671538959342,23.24228849974,22.6081897271615,24.2474656335266,22.7868341178203,21.4167819861708,23.4748368480885,23.1867446562437,22.5435155350819,22.0676611025123,22.6081897271615,23.749726133724,23.749726133724,22.4863726644962,22.9110611113639,22.3334831557701,22.0190498187819,24.4791497357947,23.749726133724,24.2474656335266,23.4748368480885,23.6601160334316,23.5643978267307,22.4323414426557,21.8063078240912,23.24228849974
"CFL1",18.9782532919538,19.3245603614867,18.8842251006436,20.6832597461506,19.9186544554401,21.0272717309515,18.1728448116435,23.7524271684368,18.2579066114916,21.6838867926312,18.0909866453983,20.0979344435627,18.9036039965394,17.6599950312259,18.8623066625065,18.7594364138139,20.1887523735222,19.7868664840603,21.7602261604191,19.5784217589497,19.7868664840603,17.6472645533646,17.2125170934169,20.9668490374499,17.4870091220988,18.6205489222425,19.290495229536,17.6992625170114,18.1552533412685,17.5250431279848,17.6733234043468,17.6060265313793,19.0292717335937,17.5250431279848,17.3517370157906,20.3731272528746,20.6441016829754,19.5015577319818,19.1914146472549,17.6050772121206,18.6733959327236,17.8773596752242,16.5422402215664,17.7255197676714,19.1914146472549,19.6948107186329,20.0034976964036,19.5423040770053,16.7766976886683,22.4399811555692,18.7815532355883,19.728890564258,18.9238625725366,18.7573475441358,18.897644618704,18.1290260032739,20.7340923685601,21.2365950154014,17.5018135758837,19.380107589935,17.5966144022602,18.4697469436208,20.0875303267713,19.0994614062772,19.5828968903418,17.4607779961595,17.2986577574464,19.5423040770053,18.4697469436208,16.3696601160012,21.6963334493396,19.1914146472549,18.3496752055717,21.8681247780008,19.5423040770053,19.438092508907,20.3356049834014,20.2081609301497,17.8565369182488,21.9304549399175,18.8490356750662,19.4093762752163,18.4230562873988,16.1620550316744,17.6883917555912,17.8865870627156,20.9851870739663,19.8844119413991,20.4968693512076
"CFP",20.4623557657004,19.7864798990732,20.1128841428752,19.7864798990732,20.8640132985025,20.6242970867926,20.2291502101555,22.2469597518165,20.0559722074347,20.2885118659021,19.1096992348071,19.1572585823189,20.5723819356425,19.9481191897505,19.1986878418042,19.1572585823189,19.5309482757986,19.074860383663,22.864028235709,20.6810822187422,20.6810822187422,21.5294068846218,23.5831346303994,22.031166120846,21.0592016655005,20.2885118659021,25.5342420867996,20.6810822187422,21.4711322748294,20.7390831117032,21.1909888593922,21.4030232650201,22.1909311063898,20.0559722074347,22.3081751970766,22.1816708054962,21.2411120258232,19.3154573417138,19.7901716255859,22.061154580181,20.8139132844009,20.4432738646041,21.093484101121,20.4864202659782,19.2730401719262,19.1561697411125,19.5421018961527,20.0129158662239,18.2735318380319,20.9583658397993,20.0483383552662,21.2964912715406,19.3676073740092,20.1624304073887,20.6519121475334,20.2740218646712,22.3584075217236,21.7530503657395,22.2965970898296,22.117687244128,20.5645851202678,22.1816708054962,16.1939731574651,20.5244489381814,21.8691738819238,23.3939685924123,21.0465881219835,22.4813079431962,21.3459955961332,20.0129158662239,21.8691738819238,17.8203122315013,20.5645851202678,20.2390093936674,22.4813079431962,22.061154580181,20.1624304073887,20.2740218646712,21.2411120258232,19.7612933619497,20.6127768943913,20.5244489381814,20.4864202659782,21.5036818709013,21.3459955961332,21.093484101121,22.6930952240614,21.7009320627568,21.3883518894745
"CLIC1",16.2024741781692,16.4638773044842,15.9528515599952,15.9049228959544,16.2177377565338,16.5391556091158,16.555634955599,15.4116805653901,16.9348494446057,15.0016058960901,16.8136864371254,16.7137645291258,16.179820398399,16.5906201322815,16.7978569913588,15.8409007636419,16.3423277695044,16.4122175720153,16.8291461955495,15.6760498535774,15.7193043679378,15.6017735674139,15.6225435187815,15.5229788099878,16.1956463813765,16.5825407185331,15.3697609422274,15.7443606023426,15.808438444004,15.9985660341497,15.7266094570462,16.3081831525488,15.5546828034477,16.7137645291258,15.8492468740235,16.4270209122066,16.6026047996793,16.6245785079813,15.9782088054717,15.8822538569531,16.0509602837397,16.0276990876668,15.9437839731296,15.9994899334848,16.1666755664141,16.079444613258,16.6550448043091,16.8547695710372,16.0065534326325,16.0025279246724,15.8152267011155,16.6026047996793,16.143219682102,16.2167807787586,16.0166157681704,15.8107774978949,16.5822809000324,16.3984470443696,15.8186029810257,16.0651683458429,15.6552282231146,16.2892837152839,16.7235726729723,16.5876196623073,15.476073967513,15.4526096767256,15.8475179775182,15.7653391186096,15.2968227214235,15.7420150193639,16.2609495572916,16.8620212485482,16.3677727297957,17.0569256556471,15.5423072429799,15.597355567811,17.3381409670336,17.249575115325,17.2406974513978,18.0415242665962,15.5832919228429,15.7058657019792,15.3706028229724,15.9083006579557,15.9712785075091,15.360651320243,15.7898842362265,15.5740513839617,16.7711676018865
"CLTC",15.5461552278412,14.3284629418108,15.6146163539278,15.1569424145606,15.7577596245494,15.7891764613761,14.9828306754768,16.1221636444643,13.3841308650079,15.3639224118676,16.4936723527719,15.6007034220025,15.3639224118676,14.3850662042665,14.6730444262297,15.6584140734121,15.3639224118676,14.9929742615859,16.545451128473,15.6705583404854,15.308707069878,15.446570783414,15.6007034220025,15.567446585269,14.8718219183568,14.7275543868344,15.4846312956562,15.308707069878,15.436197703748,15.047571702918,15.567446585269,15.0151949474699,15.3508796327966,14.8476774087336,15.8639696346288,14.6528461205032,15.5300987485104,15.072322675628,15.5137208195488,14.906957168368,14.4818169910274,14.8864680980112,14.82582390287,14.8002476110382,14.7030507067714,14.6991719699065,14.7174528843057,15.4999481037002,14.6637981229985,16.0673318094886,15.2054505230109,14.6839533165623,14.5684063934147,14.6271369901968,14.6429309393654,14.9677235262345,15.7368523200624,14.0307759773916,16.3756542925958,14.453728761911,14.7648717723885,14.7955614711211,14.5135445924379,15.4154838510129,14.4020773968507,15.3126534948869,14.7216532909434,14.8122007772127,14.8513796386566,15.0457011242439,16.8533179729315,15.6020311963292,18.4043655915294,16.88627538957,15.2183006456361,15.3731717660604,17.5475201959223,16.8591481717158,16.284687158184,17.0134194400955,15.4428876279931,15.4123002241049,15.4217182998194,15.1373803572316,14.8002476110382,15.2865468155897,16.5087412071112,15.0552641668081,14.379922634353
"CLU",21.6160060606997,22.0432423669584,21.8592947437998,21.5414629419782,21.0755890943377,21.5414629419782,21.1461508916723,20.8743591194008,22.8237792323001,21.8592947437998,21.6160060606997,21.6160060606997,22.0432423669584,23.091926649271,22.1278753330504,21.8592947437998,22.6423281761346,22.4840275453222,20.5845754633152,21.8592947437998,21.5414629419782,21.6961797797608,21.2182234063222,20.7919700994741,20.2952209697589,21.8592947437998,20.1712636627621,22.5601094186065,20.1044433741029,20.6583388759978,22.2950187083622,21.0755890943377,22.2950187083622,22.7346773890689,20.6583388759978,21.8016969244723,21.1600888932879,21.6037919968014,21.5042455443153,21.6673776721524,22.1935724014145,21.8016969244723,21.6037919968014,21.6037919968014,21.5042455443153,22.1417527417109,21.5547809564199,21.5547809564199,21.6673776721524,22.9794698972348,21.9703837162935,22.6485535155401,21.4052367695508,21.3620858236142,21.4518683390417,21.6037919968014,20.7842318841519,22.2609205405743,21.8535277028962,21.4052367695508,23.1458626699268,22.5253767613124,22.2609205405743,22.8017362818367,22.3874232666754,19.867496278721,21.4518683390417,22.0818195614392,21.9083434069086,22.1417527417109,22.887649853311,22.1935724014145,22.2609205405743,22.1935724014145,21.4052367695508,21.5547809564199,22.3874232666754,21.8535277028962,22.8017362818367,21.5547809564199,20.3634935218596,20.12067219734,20.12067219734,22.3874232666754,22.1417527417109,19.8284152397702,20.9626537143282,19.6794763230268,21.3129860603595
"COL6A2",17.6423457724721,15.0631149848704,15.1103536822655,15.4630410283686,16.0254882507976,14.9269387587689,16.3126208586256,17.3716262628536,16.5123845743781,16.7252496311824,15.8223174333402,15.9517208792758,16.123307167788,15.300814764015,13.7024002594897,16.285975336891,16.6129781788706,16.1300229047857,16.9955124310647,15.6632783977356,16.829856249791,16.369889895063,17.1152607799016,16.5951016643923,16.6129781788706,15.4988307128372,15.8867452388817,16.4636398146157,16.764388628873,16.7749677747608,16.7956200464052,16.0881592272304,17.7420832121729,12.8857603333182,16.5123845743781,15.7756724858692,16.755261403505,16.0641372530831,16.501466552775,16.4475897975155,16.0677351965525,16.3397345071048,16.3693098292524,16.681162209808,15.6185517171314,15.67705220035,15.6008862924841,16.877861314671,16.4408721608071,16.6644577198934,16.1794407828138,15.126398977901,15.7612869709793,15.6337618859561,16.1590964133737,16.566613179597,15.8156362196907,14.9032865525152,14.749231976084,14.7644967245067,15.3315867922263,15.3913712901496,15.5707434973687,14.3199995660101,15.4116304869571,17.622442038057,16.5818544304089,15.7686522889495,15.9705906114069,16.0677351965525,14.1932803182675,14.4671955154886,15.9116370830725,14.5766408237367,16.9239278530933,17.1071517470995,14.5766408237367,14.8099787898707,16.738946329437,14.4271807811985,17.1071517470995,16.6678972220764,17.6034570840243,16.2370617743996,16.4511258125639,17.8426454692117,17.4034574694976,15.6552423161087,15.0087647462961
"COL6A3",17.3372520676824,16.4161609264835,16.6519069753709,15.2910657862553,15.2955771076723,16.2999334428533,15.32510959691,16.6617857833813,18.7278271760421,18.0659208922153,16.600535367203,16.52758771094,14.974796671194,16.1696892201932,16.373479473981,14.5856287015335,16.2512070485709,16.0474136122267,17.1664192205752,16.4328534844613,16.0984699528938,16.735046658546,18.8393733800912,15.5936751988002,16.7147978709898,15.3089197404875,15.5731028765654,15.0451620563848,16.7147978709898,17.0491385271799,17.3218512420259,14.5096049964476,17.8823913487552,16.0433574191404,17.2476948640522,16.0505946849733,16.2327176048306,16.0265504438346,15.8373516563507,15.7578457409829,17.0377247814165,15.9803000992945,16.9963896672388,15.2357633889605,15.703153266465,16.2726008791502,16.7340251668042,15.5094818633877,15.9366116035323,14.97121629296,15.6790744053629,17.7224710393177,16.2290810180638,15.7102228546022,17.0023057932352,16.5776105306581,14.8817656434592,15.5435379247673,16.6049586856708,18.7502175903126,17.3323205512362,17.7012954483129,17.6883975193599,14.8415913316562,17.2980927214603,16.9389298431823,16.0302084502221,16.1685994841597,15.6571981775961,15.149477676372,16.2405642257566,17.8678645031684,14.5270827881072,16.7678560920603,15.9765714122345,16.0089173041542,16.6353849240049,17.2483040216871,16.2254980024956,16.9735111145868,15.9803000992945,16.5138442716967,16.2405642257566,16.0578011469828,16.3686931358736,17.8067405048744,16.678123592075,17.6687700113004,17.9906500749735
"CORO1A",17.3264425458732,17.0584469333439,17.2882705572969,17.3491138999786,17.3491138999786,16.0563072049423,17.3264425458732,17.7943804082828,17.3491138999786,17.6081383437276,18.0735790381294,17.2114991388799,17.3789400195477,17.2967244596183,17.4302053309883,17.2295716045062,17.3491138999786,17.2207733138388,18.0898394687511,17.4192969750104,17.3264425458732,17.5355233641531,17.5088770117616,17.3264425458732,17.5221899442088,17.2967244596183,17.9233994639404,17.6455699308267,17.5221899442088,17.3898828062408,17.3986731794851,17.254155983012,17.5944693061082,17.4868018682762,17.863923219807,17.3076534646638,17.4823786942325,17.3862528934486,17.4079107654636,17.5147711542724,17.1518863291439,17.294778317228,17.2011395035156,17.4268095985044,17.0013836523186,17.218706049007,17.2011395035156,17.4916521602904,17.2131524140642,17.1956628102989,17.4998069215088,17.1113851514858,17.1162546054732,17.207808842549,17.2011395035156,17.4530346114131,17.4079107654636,16.941814476427,17.5956689551784,17.7460846073399,17.1113851514858,17.0234221933687,17.842098161334,17.2700335912129,17.1001221935042,18.1184251371756,17.3600635939537,17.2239409710323,17.294778317228,17.5956689551784,17.1463200379852,17.2288706654639,16.9313616840094,17.842098161334,17.4595334085446,17.5077497615171,17.5785147492142,17.6884198187189,17.4337426773725,16.9095934744812,17.0509255468866,18.0236841258917,17.6715847468414,17.5147711542724,17.4011472255056,17.5956689551784,18.532285197437,17.5147711542724,17.7625467310527
