"","lfq_SW.exo.23.9.21.124.90min","lfq_SW.exo.23.9.21.125.90min","lfq_SW.exo.23.9.21.127.90min","lfq_SW.exo.23.9.21.128.90min","lfq_SW.exo.17.9.21.118.90min","lfq_SW.exo.23.9.21.130.90min","lfq_SW.exo.24.9.21.131.90min","lfq_SW.exo.24.9.21.132.90min","lfq_SW.exo.24.9.21.134.90min","lfq_SW.exo.24.9.21.135.90min","lfq_SW.exo.25.9.21.138.90min","lfq_SW.exo.25.9.21.139.90min","lfq_SW.exo.27.9.21.142.90min","lfq_SW.exo.27.9.21.143.90min","lfq_SW.exo.27.9.21.145.90min","lfq_SW.exo.27.9.21.146.90min","lfq_SW.exo.27.9.21.147.90min","lfq_SW.exo.27.9.21.148.90min","lfq_SW.exo.17.9.21.120.90min","lfq_SW.exo.27.9.21.149.90min","lfq_SW.exo.6.9.21.59.90min","lfq_SW.exo.5.9.21.55.90min","lfq_SW.exo.25.8.21.18.90min","lfq_SW.exo.25.8.21.19.90min","lfq_SW.exo.26.8.21.22.90min","lfq_SW.exo.6.9.21.62.90min","lfq_SW.exo.7.9.21.63.90min","lfq_SW.exo.7.9.21.64.90min","lfq_SW.exo.28.8.21.39.90min","lfq_SW.exo.29.8.21.41.90min","lfq_SW.exo.9.9.21.76.90min","lfq_SW.exo.9.9.21.80.90min","lfq_SW.exo.10.9.21.81.90min","lfq_SW.exo.10.9.21.83.90min","lfq_SW.exo.26.8.21.15.90min","lfq_SW.2.2.19.RPA.1.2pt5","lfq_SW.2.2.19.RPA.3.2pt5","lfq_SW.2.2.19.RPA.5.2pt5","lfq_SW.2.2.19.RPA.11.2pt5","lfq_SW.2.2.19.RPA.16.2pt5","lfq_SW.2.2.19.RPA.17.2pt5","lfq_SW.26.1.19.1718.018.2pt5","lfq_SW.27.1.19.1718.018.5ul","lfq_SW.27.1.19.RPA.21.5ul","lfq_SW.31.1.19.1718.26.2pt5","lfq_SW.31.1.19.1718.27.2pt5","lfq_SW.31.1.19.1718.28.2pt5","lfq_SW.31.1.19.1718.29.2pt5","lfq_SW.1.2.19.1718.32.2pt5","lfq_SharonW.16.7.20.2.1718.034MC.90min","lfq_SW.26.1.19.1718.037.2pt5","lfq_SharonW.16.7.20.3.1718.039DK.90min","lfq_SW.26.1.19.1718.040.2pt5","lfq_SW.27.1.19.1718.040.5ul","lfq_SW.26.1.19.1718.041.2pt5","lfq_SW.26.1.19.1718.044.2pt5","lfq_SharonW.16.7.20.4.1718.046IC.90min","lfq_SharonW.16.7.20.5.1718.047AJ.90min","lfq_SharonW.16.7.20.7.1718.049CS.90min","lfq_SharonW.16.7.20.8.1718.050JM.90min","lfq_SharonW.14.7.20.12.1718.054RT.90min","lfq_SharonW.14.7.20.13.1718.055GP.90min","lfq_SharonW.14.7.20.15.1719.059OC.90min","lfq_SharonW.14.7.20.16.1719.061LC.90min","lfq_SharonW.14.7.20.17.1719.064WC.90min","lfq_SW.exo.11.9.21.90.90min","lfq_SW.2.2.19.RPA.19.2pt5","lfq_SW.2.2.19.RPA.2.2pt5","lfq_SW.2.2.19.RPA.7.2pt5","lfq_SW.2.2.19.RPA.9.2pt5","lfq_SharonW.26.7.20.32.90min.115CS.5.6.12","lfq_SharonW.24.7.20.21.116OC.16.8.16.90min","lfq_SharonW.24.7.20.20.116OC.30.4.13.90min","lfq_SharonW.24.7.20.19.116OC.8.5.12.90minn","lfq_SW.25.1.19.118OC.2pt5","lfq_SW.27.1.19.118OC.5ul","lfq_SharonW.22.7.20.14.155CB.6.2.18.90min","lfq_SharonW.22.7.20.13.155CB.8.4.14.90min","lfq_SharonW.22.7.20.12.155CB.9.4.13.90min","lfq_SharonW.22.7.20.8.159PG.29.7.14.90min","lfq_SW.exo.16.9.21.106.90min","lfq_SW.exo.16.9.21.107.90min","lfq_SW.exo.16.9.21.105.90min","lfq_SW.25.1.19.183EH.2pt5","lfq_SW.27.1.19.183EH.5ul","lfq_SW.exo.16.9.21.109.90min","lfq_SW.exo.16.9.21.110.90min","lfq_SharonW.26.7.20.30.90min.283OM.10.518","lfq_SharonW.26.7.20.29.90min.283OM.14.2.17"
"LAMB1",15.8084154171139,15.9634388274979,15.6958070184408,15.6016079270955,15.7298790636102,15.4430023533673,15.8221013290756,15.2714819297164,15.9634388274979,15.3646792223583,15.2342079412683,15.6267743985651,15.7398362632866,15.9574373999956,15.9634388274979,15.6267743985651,15.8467815221297,15.7580350421315,15.129832612638,15.681836144057,15.6546999246488,15.6910882988337,15.7247704766993,15.6364283820234,15.8221013290756,15.9338507606792,15.5205930801276,15.7247704766993,15.7091211022289,15.8031008133907,15.6637906484714,15.8221013290756,15.5770301547429,16.044545448111,15.6546999246488,15.7117992046254,15.5863618899886,15.7640868464936,15.6151116434623,15.876758825013,15.850781083627,15.8432155957921,15.793540609197,15.9131270747263,15.7317309806829,15.7826337460072,15.6678647648331,15.5413412614962,15.793540609197,15.315840723168,15.8248042914725,15.6426769474771,15.7185579423847,15.8173530609598,15.8400968801555,15.8003835527348,15.7150374072441,15.565823957495,15.7185579423847,15.688779093047,15.793540609197,15.7052891636906,15.6224508773226,15.4833678669574,15.8248042914725,15.4572159429756,15.8610541490998,15.7789773410975,15.771550655229,15.7753630507362,15.5444057934483,15.7789773410975,15.2837873783772,15.3848049303881,15.7352412115767,15.7753630507362,15.2359886014155,16.0139180546913,15.9841729861932,14.9881109284818,15.7431629141834,15.6497837396459,15.7317309806829,15.869642993959,15.9205229348883,15.6048189724923,15.2801230201074,15.7088258850018,15.5413412614962
"WASF2",16.4378705099254,16.6171815560664,16.6970090845837,16.1634470054259,16.3439789165491,16.1699151702955,16.6970090845837,15.9508701921189,16.5342074338554,16.1123803158504,15.9447582123106,16.5044019007509,16.5124071013572,16.4976103855629,16.6171815560664,16.3501249070338,16.3707056351692,16.4378705099254,16.0408510345024,16.3369953063296,16.49065976964,16.4976103855629,16.3707056351692,16.2630182837359,16.5421141023706,16.656611336805,16.2563913002249,16.7146212334235,16.4976103855629,16.8294483917106,16.4976103855629,16.7679846459272,16.3916354218862,16.8107805259088,16.3439789165491,16.2925303902836,16.4558353606278,16.3604314950851,16.3604314950851,16.7654148823815,16.4965420980382,16.6570613197983,16.5853908859474,16.6525724591704,16.2325358467405,16.2966415967355,16.2399681407429,16.3489381659749,16.6101347898424,16.2167387489577,16.6525724591704,16.2719292467783,16.5448675301737,16.5702995473151,16.4517027994203,16.7455362893763,16.3108061527934,16.2209351207039,16.4401692117457,16.3528379098287,16.468188029517,16.2925303902836,16.2536617206894,16.2819726527261,16.2399681407429,16.3565043548667,16.661237185913,16.4045422944091,16.6247847379074,16.7018189214684,16.1372203569476,15.8989720209718,16.419931956303,16.1763601038434,16.4926742900285,16.5262411555047,15.6864753041329,16.2431378937434,17.109782107773,16.0966978147319,16.4638619492965,16.4045422944091,16.6301000980908,16.791141680103,16.6871552946617,16.4782216584797,16.2285610441916,16.4089856571089,16.2575600361618
"ANO6",15.4346097511465,15.177238102291,15.4095244686451,15.501450301614,15.5567411583406,15.7350455157735,15.0017350759736,16.023149104212,15.1390464145532,15.491135095677,15.9053664929668,15.3240962017858,15.3600202546775,15.2916371393352,15.2047025882919,15.3668910478612,15.3149450020454,15.2372178523261,16.1223776529511,15.1289900519399,15.2552053026951,15.5465553354599,15.383649663309,15.5109807735472,15.2989220903945,14.9841087803107,15.501450301614,15.2552053026951,15.2283797405111,15.3915011721794,15.351569292405,15.1867239737632,15.3915011721794,15.1020759348123,15.5721509838692,15.2222766286437,15.4555311386051,15.3820236535884,15.3587982497079,15.379478412637,15.1160081879925,15.2222766286437,15.1848676213307,15.2744107052588,15.1685819573181,15.2532644948821,15.1576323944901,15.4053325647284,15.2846657964962,15.5404877444785,15.3141820933394,15.2775896467356,15.091457599314,15.1748702187229,15.294299875274,15.3443903597416,15.5130839476552,15.2495943010853,15.5462737655444,15.164751018109,15.2638910791591,15.3587982497079,15.369280532293,14.6229028271701,15.3041142349029,15.6772924316197,15.4117582138782,15.3273364886882,15.3308348573228,15.3208179718596,15.1748702187229,15.369280532293,17.1086664957213,16.100830612394,15.4785022356844,15.4858341054709,15.4584642368495,15.3587982497079,15.2710457206195,15.0391683842637,15.4340117133883,15.5432525128626,15.4785022356844,15.3820236535884,15.379478412637,15.4459235250225,15.8374749167089,15.3010506756947,15.5130839476552
"C10orf54",14.6906337040425,14.7132245208775,14.6797725959469,14.7010823249966,14.9895464511724,14.6797725959469,14.7870395219849,14.7636417748229,15.0426077000368,14.5607111489399,14.4647831131964,14.8090975939027,14.8750178564785,14.9598417362997,14.9382915990933,14.9283925506576,15.1587893082718,14.7983619363348,14.6196866137263,14.9283925506576,14.8307729516112,14.9690755927763,15.0951770861292,14.90673730932,14.9483754464223,14.8540994309908,14.6906337040425,14.8540994309908,14.7760045007808,14.8750178564785,14.7983619363348,14.8451741770038,14.6906337040425,14.7399057338877,14.8203343126547,14.779713503019,14.7353050048046,14.8792868665413,14.6876520298781,14.8792868665413,14.9434816249637,14.7940569002993,14.8881351936297,14.8913823765748,14.9434816249637,14.7744080286411,14.82195753304,14.7940569002993,14.8605801181505,14.7542310919792,14.8406734149562,14.8329008798292,14.7830016055973,14.8291515772554,14.863933203532,14.9194063069207,14.9535040344247,14.8605801181505,14.8677278087285,14.9229891039575,14.8913823765748,14.8406734149562,14.790708044975,14.7187788376386,14.8064271965432,14.7009764334911,14.8567246972159,14.8177333017336,14.8177333017336,14.8718156674261,15.4867088721143,14.9780743905912,14.6580567726556,14.9671763011627,14.8177333017336,14.8103715155948,14.7624676689547,14.8367168287395,14.9073277840163,13.8483965621384,14.7098750558884,14.7187788376386,14.790708044975,14.8986341143445,14.8913823765748,14.7147074399016,14.635381412525,15.0022282072852,14.9780743905912
"CAPZA2",16.2311003704792,16.0912566958226,16.4357566449074,16.2663341609908,16.3599713440925,17.2271402943091,16.3840126748904,16.9768211714975,16.0573555017369,16.9896459601858,17.3134324082986,16.3599713440925,16.3756267594343,16.0826907222286,16.4012026982565,16.6260079224043,15.9594562584233,16.5132024542387,17.3995340606379,16.2867242256356,16.2562016158765,16.3233252973149,16.2311003704792,16.1848303779773,16.3420779435086,16.1774140424704,16.771938812606,16.418429092447,16.3050953640801,16.2486799408634,16.3050953640801,16.1931998401356,16.7829652956279,16.5584011099919,16.5584011099919,16.1605895721542,16.5275667186879,16.2374281837224,16.2485237679276,16.3172385542664,16.1672819773487,16.2552841864382,16.1009605084494,16.1605895721542,16.0654913070341,16.1943965088675,16.2344313785446,16.468809477759,16.2241436054203,16.8917825114063,16.2409159629813,16.0976659072502,16.1776272078165,16.2098892773304,16.0679900890954,16.3391825838006,16.3605969727846,16.0621809828301,16.3496081396487,16.3430118151521,16.2939398181475,16.1943965088675,16.3101378484934,17.4114770951936,16.0486544951351,16.6557505324934,16.1743486974623,16.1234705412614,16.3009937191657,16.4508419794171,16.6303317332075,17.075480621471,18.0836108066476,16.964585554515,16.2866517147015,16.2583736887844,16.6991171286979,16.6605652562242,16.7524607965656,17.5505907584718,16.4331405838736,16.5642985547146,16.3676365461449,16.2761425586022,16.1605895721542,16.594581537531,16.7223626131466,16.4212344174018,17.2345210542524
"DNM1L",14.5102002328125,14.1369345319609,14.4894819707603,15.1083394917071,15.047822392131,15.081311843903,14.0607516915992,15.3782810222026,13.5331289472254,15.5800484610276,15.726153019293,14.9272524334966,14.6151707305197,13.928210364075,14.1234559735359,15.3626387010206,14.3255576064681,14.1738919322243,15.8224351926318,14.7326617349037,14.4049887116719,14.54763642035,14.2681280603467,14.6815270810505,14.2805105946359,14.0143831935087,15.0289367670805,14.7783712649626,14.4698774289328,14.3720141612822,14.4698774289328,14.0918731949534,15.2689996939318,14.0607516915992,14.8769213408366,14.3387254415767,14.9596151777143,14.4404766047292,14.6980676793073,14.2932431854627,14.0913663252002,14.2281949457624,14.2932431854627,14.1653180928183,14.066557645496,14.3591604645004,14.066557645496,14.8555746999745,14.1839186328087,15.2697719400295,14.3387254415767,14.1924199220309,13.9741557283334,14.0550579340824,14.1030366366132,14.1924199220309,14.7201175770021,14.2860009514008,14.2860009514008,14.2566062089986,14.2215121086714,14.1554323422546,14.3591604645004,16.1595802802417,14.1030366366132,15.0265198813146,14.2412033263515,14.2643822007031,14.3013920492303,14.3591604645004,14.9814572227768,14.7723284864476,16.0935707913469,15.5485556365875,14.5002624314185,14.4797558514589,15.8334793490323,15.6531966979107,15.1680003808553,16.718695426678,14.7285341135009,14.8906237444293,14.7119537404341,14.2281949457624,14.3075708857656,14.8667020619814,15.385892067439,14.5317669959096,14.4128492587603
"MPP1",15.4762293021142,15.5346872918215,15.4056008477182,15.2517919917868,15.3673891512099,15.2278964061987,15.5750586484422,15.2087305266764,15.7703681272448,15.1369315146704,15.2037964961683,15.3673891512099,15.4214847388215,15.6438328289998,15.72862291728,15.2668505897962,15.5529287614352,15.4910180180588,15.2189510247604,15.3914663940119,15.4003280567056,15.3623956328437,15.3436644317873,15.2517919917868,15.5661027683159,15.6486000532316,15.1799721739292,15.371615172664,15.3957355128274,15.4819298267162,15.4056008477182,15.5914990355867,15.256297902339,15.6769985037285,15.3248894556168,15.4450441287996,15.0920012460046,15.3474215095313,15.2792309458229,15.5195479722284,15.5195479722284,15.4558063481072,15.4517785316704,15.5010141530836,15.5298834357143,15.4142549504436,15.5010141530836,15.0843606513502,15.5163569284788,15.1902168184333,15.394325279886,15.5086945346858,15.5298834357143,15.5335619701414,15.488067690673,15.4339424865282,15.3165984750209,15.5646996836185,15.4696290378198,15.5613161083801,15.623987300918,15.7445442116539,15.5897342922397,15.3838567409532,15.593664513281,15.2047051010875,15.484080585143,15.4618999106284,15.5372531829645,15.4075114881713,15.4142549504436,15.5409162429338,15.394325279886,15.5050064204207,15.3474215095313,15.3193090661686,15.8755528834689,15.4111107171018,15.4266339828655,15.3127293848818,15.2682997904985,15.1708465447612,15.2047051010875,15.4766680057372,15.5131195565601,15.1491841624953,15.1598972777766,15.5372531829645,15.4660394858945
"SEPT6",15.4853979064402,15.1713600178675,15.5217889099315,15.8673184842092,15.5492913712026,16.0054831347792,15.2201352865578,16.1513793905757,15.1456211560649,16.0743313908334,16.2342445988185,15.6571735346001,15.5028102602847,15.1942739929119,15.2988626779606,15.8518864835791,15.2787212778488,15.3036715630931,16.1800539360807,15.6428820315337,15.6622818878478,15.7376309154702,15.5770028657134,15.7846417512336,15.3411289099564,15.1356851774371,16.191059513796,15.7004355356546,15.6712536577521,15.4610407441692,15.6953654445141,15.2386296355962,15.9369327499425,15.2787212778488,15.8190358707004,15.394948396338,15.8633579344899,15.394948396338,15.6395476165138,15.4458585661292,15.3873472100486,15.3404496238885,15.3614133771299,15.3335040474469,15.357953920477,15.3404496238885,15.336993293676,15.8978912260754,15.3614133771299,16.167323108807,15.295107489538,15.4664066849218,15.3913390585058,15.4320244855379,15.2986445413572,15.4320244855379,15.7124818568201,15.394948396338,15.4664066849218,15.4430152613752,15.5208789948547,15.4090848450606,15.3690298262476,16.0718990622561,15.4430152613752,16.0677723684924,15.3913390585058,15.3983655000741,15.3511359415176,15.3542766641239,16.0019723976332,16.3050919010154,16.1450536989625,16.0544158681296,15.4217755006402,15.5286247312057,16.1049575127227,15.9698469896695,15.8531761207948,16.1166455230033,15.70236354907,15.9441301682861,15.8348517575177,15.3511359415176,15.3983655000741,15.9222984814161,16.1090301996545,14.9075770585829,15.505473133528
"SELL",15.2466765330558,15.4480884244596,15.3195794157893,15.0366835864039,15.1430526966761,15.0077116126424,15.4187755743624,14.760109936022,15.7574301500781,14.8646105355807,14.7534280585642,15.1552434560464,15.2226859516467,15.4845750367449,15.6575063311214,15.0691174573875,15.2773372388043,15.3582594081911,14.7534280585642,15.1612688987304,15.2101695874354,15.0865328821571,15.1552434560464,15.0986667361234,15.3520557385691,15.430488880589,14.9562528452665,15.1316984269859,15.1430526966761,15.2336593043514,15.1124649751873,15.3465169100692,15.0006595512585,15.6115587067278,15.1370349403539,15.3203334140195,14.9808694537263,15.1286844976175,15.0162396957448,15.3619462627705,15.4147115394274,15.3656783346313,15.3969132558455,15.445284394836,15.459151733935,15.3499113811675,15.445284394836,14.9982763380834,15.4076222776564,14.803275952141,15.3063229268428,15.3969132558455,15.4805244760863,15.4967312066678,15.3466806516191,15.2995863548381,15.0973464150317,15.2905347849899,15.1568099617356,15.3924867718556,15.8037571507122,15.4488834933792,15.3886263037855,15.0300371168508,15.5937375724922,14.8752086351129,15.3656783346313,15.2615905392955,15.2905347849899,15.2867942843037,15.0973464150317,15.2731530581028,14.78668363758,14.8674438851669,15.1220914272671,15.1036387431942,14.4653385634623,15.0221777427427,15.0865073207716,14.8403124962339,15.0621287142863,14.9939971107892,15.051683199202,15.3029650882973,15.4000354472063,15.0092873334259,14.803275952141,15.2615905392955,15.2513015058497
"TFPI",16.3805171199857,16.5272541702187,16.340961763489,16.0828681794484,16.2483509518275,15.9937747588156,16.5063456846787,15.812034450466,16.6240328074163,15.9638550660639,15.8055356486229,16.2105134616488,16.401903777057,16.3869877122845,16.5954451872173,16.1385679840973,16.2921953057826,16.3869877122845,15.7947645372051,16.2647971601834,16.329307185767,16.2588298795246,16.2588298795246,16.2157088318197,16.3915336363574,16.499706049189,16.0192874650723,16.329307185767,16.3633202454095,16.3964056386669,16.2821927479873,16.4383502375261,16.1830754195662,16.7962269946094,16.1877652426015,16.3433953044519,16.0724180397916,16.2247341781279,16.0689656860606,16.5081336131266,16.5372171077653,16.4863686753941,16.5372171077653,16.5712308766846,16.482233959761,16.3358684583007,16.4286991961151,16.025315530042,16.4961180882958,15.8649012670624,16.3676932332875,16.3962881956436,16.4961180882958,16.5662248664127,16.4252253024345,16.4252253024345,16.0881458806451,16.3126182867553,16.2745862242477,16.3757182184903,16.7525800794051,16.4442938303947,16.2635421553358,16.4666247414675,16.4521621538894,15.9265958189735,16.4666247414675,16.3268393791833,16.4481842506962,16.3358684583007,16.1114527677866,16.2247341781279,15.8264992477496,15.904023707248,16.2282037611759,16.1880770301731,16.0881458806451,16.0950979564153,16.0788698901782,15.8826992425545,16.1813291067098,16.0788698901782,16.2030287473011,16.4626764836063,16.5796474293972,16.0820056003788,15.8264992477496,16.2098955634254,16.1995740774501
"AQP1",15.8561888219806,15.9619317464466,15.860518481144,15.7437903678189,15.784162256129,15.7214342575675,15.9362646118626,15.4872957014005,16.0438652641934,15.5540571691738,15.4872957014005,15.8215891298175,15.8516336617803,15.9030815298594,16.0438652641934,15.707863908736,15.8417177300431,15.8417177300431,15.5215738292335,15.7612762379862,15.784162256129,15.7612762379862,15.7437903678189,15.707863908736,15.860518481144,15.9773658816925,15.6243118913935,15.7989092231335,15.7567027418607,15.8270128215088,15.8090547024605,15.9076043450065,15.684604498656,16.0761825445037,15.7696473142816,15.8085270332122,15.6571471656957,15.7549159952172,15.6540103881652,15.9301321142171,15.9612504255157,15.9270011527693,15.8972471321303,15.9712371195765,15.9081619434374,15.7869741860759,15.8942186251542,15.6250054011532,15.9389628080536,15.5051839537677,15.816374732637,15.9043321440978,15.9677449520528,15.9642293386851,15.8649864441088,15.841657402138,15.8050992688067,15.8972471321303,15.8341055548893,15.9746502264718,16.0051668418079,15.9301321142171,15.8302481602942,15.7661078076923,15.9422105699525,15.5612315758783,15.9016687270499,15.8085270332122,15.8613981111894,15.8050992688067,15.7869741860759,15.8271182308017,15.5298029477383,15.6284327339797,15.7189028070701,15.7109371409684,15.6469189744855,15.8972471321303,15.7512816464362,15.5975208481878,15.7261488555329,15.674109568098,15.6941612837487,15.8755825066962,15.9454880286165,15.6250054011532,15.4675992772261,15.8972471321303,15.8569963389522
"TTYH3",12.7331539195445,12.8543715677472,12.9679206930521,12.9679206930521,12.7331539195445,12.8543715677472,12.7331539195445,12.8543715677472,12.8543715677472,12.8543715677472,12.8543715677472,12.8543715677472,12.8543715677472,12.7331539195445,12.8543715677472,12.7331539195445,12.7331539195445,12.8543715677472,12.8543715677472,12.7331539195445,12.7331539195445,12.7331539195445,12.8543715677472,12.8543715677472,12.7331539195445,12.7331539195445,12.8543715677472,12.8543715677472,12.7331539195445,12.7331539195445,12.8543715677472,12.9679206930521,12.8543715677472,12.8543715677472,13.1223819762617,12.8167217074893,12.8667142322493,12.8167217074893,12.7407377230659,12.8167217074893,12.7407377230659,12.7799707020572,12.7407377230659,12.7407377230659,12.7799707020572,12.7407377230659,12.8167217074893,12.7799707020572,12.7407377230659,12.8167217074893,12.7799707020572,12.8667142322493,12.7407377230659,12.8167217074893,12.6907381137467,12.7799707020572,12.7799707020572,12.8667142322493,12.8667142322493,13.0521650594024,13.1416665888428,12.8167217074893,12.7799707020572,12.8167217074893,13.0003403034255,12.7799707020572,12.7407377230659,12.7407377230659,12.6907381137467,12.6907381137467,12.9439380696793,13.0521650594024,12.7799707020572,12.8167217074893,12.7407377230659,12.7407377230659,13.0972670023826,13.3134361086629,12.8167217074893,13.0003403034255,12.7799707020572,12.7799707020572,12.8167217074893,12.8167217074893,12.7407377230659,12.7799707020572,12.7799707020572,12.9019503233695,13.0521650594024
"CAND1",15.3277834656461,15.420395413414,15.2920955438834,15.1115544010491,15.1768458852367,15.0833680644146,15.3459044453799,14.8490043039579,15.6612866301006,15.0007748570003,14.8763828495115,15.2050844873935,15.2171202709205,15.5529914845171,15.6777002656895,15.124567039048,15.3338504566707,15.340644007176,14.7973185932087,15.1994519566908,15.2230369889191,15.1711442677134,15.2230369889191,15.2050844873935,15.3215248687463,15.5529914845171,14.9764308163342,15.2458217656964,15.1994519566908,15.2984215756152,15.1474062275126,15.3517963087377,15.071285883691,15.5802245604576,15.1183558933684,15.3620604950264,14.988684461416,15.1847410827984,15.102278714058,15.3361450898105,15.4184859828592,15.3401380988054,15.3927753106649,15.3821340564915,15.4458742701968,15.3326266986874,15.4216746666279,15.0244296265671,15.3298426217099,14.9540892972799,15.3096583848212,15.4458742701968,15.4770131083324,15.490670871926,15.3821340564915,15.3027426920705,15.1779651977038,15.368989969641,15.2054290351278,15.4079972006789,15.4770131083324,15.4112410990705,15.3467077571001,15.5127343687281,15.4315155076878,14.9253602014613,15.368989969641,15.2902414441917,15.3361450898105,15.2688282428108,15.2902414441917,15.3236654499349,14.3770555762574,14.9856940711634,15.1779651977038,15.1447677410925,15.6019773497569,15.1208367147695,15.1310355438566,15.0174321342501,15.0993342150438,15.0244296265671,15.0605317712843,15.3525985615756,15.4285828217113,15.0282570146315,14.9046331949935,15.2928769049104,15.2833291485849
"ABI3BP",14.5387057552907,14.6185359484141,14.5504459589152,14.4760412704737,14.5269563615789,14.5175610168886,14.5598163405686,14.345279914373,14.770929477711,14.3567083180413,14.3680078098695,14.5779391399977,14.5779391399977,14.5985396727172,14.6382139737898,14.4851288046444,14.4957781239255,14.4760412704737,14.345279914373,14.4518048655268,14.4851288046444,14.4387746569204,14.4760412704737,14.4635563251576,14.5387057552907,14.6086991945916,14.4106994228869,14.4635563251576,14.4635563251576,14.4635563251576,14.4851288046444,14.5504459589152,14.4387746569204,14.7257875369585,14.5175610168886,14.5452745963867,14.4250325814705,14.4927210197513,14.409087560986,14.5315776058233,14.503782216308,14.4615747316273,14.5368086630616,14.4775567513915,14.5176963432629,14.4927210197513,14.5583215543979,14.3979344370589,14.4983850157234,14.3913125791229,14.5124175316293,14.6434106152062,14.5176963432629,14.5225619094809,14.5124175316293,14.4983850157234,14.526876920543,14.6921522236029,14.5077667811187,14.6921522236029,14.717236652326,14.5800760898371,14.6249748834771,14.5499071849851,14.5980377707404,14.3487261004271,14.4561924065879,14.5712745804857,14.554782843191,14.5077667811187,14.7043379343394,14.7370150335497,14.4983850157234,14.5077667811187,14.4152801155337,14.3913125791229,14.6157992693956,14.6249748834771,14.5411054775302,14.5893790939488,14.3864447084992,14.3864447084992,14.3864447084992,14.5452745963867,14.5499071849851,14.3344140075238,14.3563773357236,14.5667351389513,14.7243905518999
"TPP2",14.1702420214014,14.0897069100105,14.0469395030924,14.237278308694,14.1940210407019,14.30292123519,14.0683489531373,14.3455090658504,14.1301233343688,14.3455090658504,14.2813943305712,14.2813943305712,14.2171344930303,14.1702420214014,14.2596622530984,14.1301233343688,14.1301233343688,14.2171344930303,14.4578324398884,14.2596622530984,14.1940210407019,14.3455090658504,14.3935659577988,14.2813943305712,14.0469395030924,14.1940210407019,14.3271430169743,14.2171344930303,14.1940210407019,14.1940210407019,14.30292123519,14.2813943305712,14.3271430169743,14.1095710562688,14.3935659577988,14.1659974458925,14.2741424710601,14.1508303855403,14.2321019494648,14.2161818396885,14.1949421468466,14.1172728170231,14.1581200201521,14.1949421468466,14.1659974458925,14.1314406457231,14.2161818396885,14.1027938683203,14.180327553961,14.312867200047,14.1736543850631,14.2669815680343,14.1581200201521,14.1659974458925,14.1508303855403,14.1659974458925,14.2920602577007,14.279185449253,14.3268323564072,14.2468594108327,14.2920602577007,14.2533919124299,14.2239119748877,14.2161818396885,14.2161818396885,14.2602570830527,14.1448296495988,14.1877428244393,14.2533919124299,14.1736543850631,14.9382407030424,14.3748478437251,14.3470527361861,14.3342981196598,14.1380211667727,14.1659974458925,14.0236051966973,14.312867200047,14.2321019494648,14.7358715490031,14.1027938683203,14.1949421468466,14.2100976028099,14.1949421468466,14.2239119748877,14.2100976028099,14.2669815680343,14.2400410161645,14.3057289639323
"TUBB8",17.3898614451636,17.2195085645131,17.4152573955517,17.2195085645131,17.2548830931656,17.2062725751186,17.3589955131528,17.1932050683005,17.1932050683005,16.9831608289048,16.9210238618303,17.3154207006868,17.4482852808815,17.3457615518136,17.5815629951371,17.1932050683005,17.1795650349538,17.2062725751186,16.8532304532627,17.2715281093066,17.3307908414062,17.4482852808815,17.1313990065665,17.3154207006868,17.5474865846856,17.4953152185404,17.4953152185404,17.3898614451636,17.3457615518136,17.4025979324135,17.2548830931656,17.2836109562472,17.5622737124573,17.7425273320242,17.5474865846856,17.3301316938909,17.3113277257082,17.2586583014877,17.1192238435468,17.4439413509877,17.4379880674968,17.2214067267658,17.2990765802277,17.3359034749617,17.1728082033129,17.2363631834244,17.2586583014877,17.0990227336648,17.2990765802277,17.3418773459498,17.3861177847369,17.1041539197515,17.3113277257082,17.4067259946373,17.1518733097436,17.2935854512322,17.2163221347373,17.1785072961278,17.4067259946373,17.0408718981448,17.3244881045059,17.0990227336648,17.0043394862793,17.2479593033801,17.0513679756283,17.2990765802277,17.3491300860485,17.4178227841162,17.5239898342644,17.3186691410648,17.0104985798371,17.0729294569167,17.8101470314687,17.3359034749617,17.3554343358214,17.3745528160383,18.0359915217976,16.902028586771,17.1937808079154,17.2099760293304,17.4558467145069,17.4178227841162,17.5853843679743,17.5239898342644,17.4379880674968,17.3810105729443,17.1518733097436,17.1631099404087,16.9427990561689
