"","lfq_SW.exo.17.9.21.121.90min","lfq_SW.exo.17.9.21.122.90min","lfq_SW.exo.23.9.21.123.90min","lfq_SW.exo.23.9.21.126.90min","lfq_SW.exo.23.9.21.129.90min","lfq_SW.exo.23.9.21.130.90min","lfq_SW.exo.24.9.21.132.90min","lfq_SW.exo.24.9.21.133.90min","lfq_SW.exo.25.9.21.136.90min","lfq_SW.exo.25.9.21.137.90min","lfq_SW.exo.25.9.21.138.90min","lfq_SW.exo.25.9.21.140.90min","lfq_SW.exo.25.9.21.141.90min","lfq_SW.exo.27.9.21.143.90min","lfq_SW.exo.17.9.21.119.90min","lfq_SW.exo.27.9.21.144.90min","lfq_SW.exo.27.9.21.145.90min","lfq_SW.exo.27.9.21.146.90min","lfq_SW.exo.27.9.21.147.90min","lfq_SW.exo.17.9.21.120.90min","lfq_SW.exo.27.9.21.149.90min","lfq_SW.exo.23.8.21.6.90min","lfq_SW.exo.24.8.21.7.90min","lfq_SW.exo.25.8.21.11.90min","lfq_SW.exo.24.8.21.16.90min","lfq_SW.exo.25.8.21.18.90min","lfq_SW.exo.25.8.21.19.90min","lfq_SW.exo.26.8.21.22.90min","lfq_SW.exo.5.9.21.53.90min","lfq_SW.exo.5.9.21.56.90min","lfq_SW.exo.10.9.21.84.90min","lfq_SW.2.2.19.RPA.1.2pt5","lfq_SW.2.2.19.RPA.3.2pt5","lfq_SW.2.2.19.RPA.5.2pt5","lfq_SW.2.2.19.RPA.11.2pt5","lfq_SW.2.2.19.RPA.16.2pt5","lfq_SW.2.2.19.RPA.17.2pt5","lfq_SW.27.1.19.RPA.21.5ul","lfq_SW.31.1.19.1718.26.2pt5","lfq_SW.1.2.19.1718.30.2pt5","lfq_SharonW.16.7.20.1.1718.031XK.90min","lfq_SW.1.2.19.1718.32.2pt5","lfq_SharonW.16.7.20.2.1718.034MC.90min","lfq_SW.26.1.19.1718.038.2pt5","lfq_SW.27.1.19.1718.038.5ul","lfq_SW.26.1.19.1718.040.2pt5","lfq_SW.27.1.19.1718.040.5ul","lfq_SW.26.1.19.1718.043.2pt5","lfq_SW.26.1.19.1718.044.2pt5","lfq_SharonW.16.7.20.5.1718.047AJ.90min","lfq_SharonW.16.7.20.6.1718.048LW.90min","lfq_SharonW.16.7.20.7.1718.049CS.90min","lfq_SharonW.9.7.20.11.1718.053AT.480.90min","lfq_SharonW.14.7.20.14.1718.056SB.90min","lfq_SharonW.14.7.20.17.1719.064WC.90min","lfq_SW.exo.11.9.21.90.90min","lfq_SW.2.2.19.RPA.19.2pt5","lfq_SW.2.2.19.RPA.2.2pt5","lfq_SW.2.2.19.RPA.7.2pt5","lfq_SW.2.2.19.RPA.9.2pt5","lfq_SharonW.26.7.20.32.90min.115CS.5.6.12","lfq_SharonW.24.7.20.25.161HM.9.12.14.90min","lfq_SharonW.22.7.20.16.162HN.13.11.18.90min","lfq_SharonW.21.7.20.4.170OK.11.5.17.90min","lfq_SW.25.1.19.183EH.2pt5","lfq_SW.27.1.19.183EH.5ul","lfq_SharonW.24.7.20.22.198WS.20.3.18.90min"
"AGT",18.4539432414831,16.1108836577303,16.6549915069408,18.8669509664715,17.2744338280216,16.859913952919,16.8508438944084,16.8721087936906,18.3724246790317,18.2309984538005,17.1475319405235,18.5463063925166,17.9314072693269,18.7018193724266,17.6050697514006,19.2970254840985,18.355008914741,16.594527862341,17.9805421197126,17.1970587960362,16.7765742606908,15.0936486126126,18.7488186598114,16.5134347472457,17.7711633970997,18.150165816122,20.56771418935,19.0891175608121,18.8906857010406,17.261182413001,17.1863629614143,17.9217122600578,17.3651499751688,18.4221398951964,17.6816885225544,18.6262986900507,17.8352869994234,19.3317382508524,16.1595016066175,17.5932175776103,17.7300264644247,17.9217122600578,16.7657260822216,17.9337085753643,17.7300264644247,17.2767612631209,16.90829839363,18.9396618862582,18.4906250646838,17.18023417061,17.6217808022177,17.9575413037843,17.7745085845022,17.3125584991653,17.1334817971543,17.0007840049481,20.1281545658432,17.6496093473364,18.9396618862582,15.551255964521,17.0180331733849,18.4906250646838,16.7318706440269,17.0064646186243,18.6457163745457,18.5277257772073,16.386838890867
"AHSG",19.2380140902953,18.1164868213044,16.9866937752395,16.2819434769338,17.063580949393,18.9081059013564,16.5294773917977,19.2380140902953,19.7813422024363,18.5354081845614,16.6768067887351,18.7309120577145,17.9797278248749,19.1384790997226,19.4463878381187,17.3119801345016,19.7813422024363,18.5589140812119,18.5143928211746,17.1170466620358,18.3205454195787,18.1281648670911,19.7016310959293,17.4106542684661,19.4463878381187,18.6298347240253,19.7392469175898,18.4881588520725,18.2303548190562,18.5776938247324,17.2711678372631,17.7501054161053,17.7689776320179,18.6920487437055,18.001500230192,18.1795232965485,17.0153415735173,18.4099395450745,18.0464079470968,18.6569875461977,17.0586652647507,18.1908540330095,16.783125536131,18.2890267452921,18.394061897189,18.4656872945108,18.4370953705402,18.4219620756206,18.0678296012087,17.1178599181544,18.001500230192,16.0672538678174,18.4219620756206,19.1435367355617,18.1908540330095,16.879763697562,18.5298959672512,18.7870665058947,18.001500230192,17.5368808844894,21.3297548234094,19.8152871020496,18.8440058851566,19.0439540190965,18.9081520708338,18.7493063719103,19.1670779231004
"ANXA7",17.6290040841876,17.3686587142676,18.0380047670021,17.83910296996,18.4390670148115,18.390936838891,17.7427559688099,16.6646825309354,17.1830413631626,17.5982595255351,17.4947604472288,17.3061622317034,17.3920889325884,17.2721939670813,17.074951442425,17.7567118479583,17.3171665290649,17.8730274104726,17.282713415706,17.6290040841876,17.4688058680302,18.0736224895029,18.024231683182,18.0736224895029,18.3269600844192,17.7942992762798,17.6801440470191,17.7427559688099,17.2124813795991,17.4304256774586,18.8187127310497,17.566577524201,18.075089587915,17.5408247590357,17.9416922265043,17.8856718684958,17.2115944049105,17.8496005383388,17.5881650031131,17.2302626720837,17.8050482925038,17.8323143025845,17.9416922265043,17.6097234590906,17.4359715386538,17.0839578598383,17.3385431454063,17.6728143235514,17.9770387981169,16.900528175016,17.6647742953127,17.9320117290672,17.4869009846391,17.6160459705625,16.7376483743095,18.3283609244878,17.7368410360002,17.7035539225342,17.8137441833203,18.0642598493981,18.2728408120294,17.4260125871347,16.5822564442685,16.7909772577168,17.9770387981169,17.6946259836405,17.2631346141038
"APCS",19.6155052108988,20.0485071084042,15.4985555918621,17.2684459996687,16.0749769174352,16.5282668316832,16.0059802195547,17.3221424179319,17.3133350481413,18.1229691957334,16.3540640525257,17.24755494226,17.5172100861616,20.9625202730542,19.3759482068279,15.9179165063061,19.349696437834,17.4372567856573,19.028103858532,16.1508317260644,16.7646103847704,16.113427271787,17.3019376700513,16.9995383513165,16.9736360210563,16.7646103847704,17.0689451047137,17.0251703510568,18.0551798991503,19.5827725056983,16.2631300330831,21.7854671592035,18.1182012818721,19.6913717845533,16.0256730798637,17.4034929300751,17.6179833768128,17.8222410532554,17.264961611828,16.8165847138312,17.4428157049051,17.6079206207356,16.4893862187011,17.3483327898892,17.2366341426165,16.4190409607803,16.8379924647337,17.6179833768128,17.7433003125416,17.1196810241006,17.4678596925455,17.8667874332844,17.1852244795982,16.4761035602526,16.5163367348712,16.507398125031,17.1422694523195,18.7584786930881,18.4300823908728,25.0667423698365,16.1193628104083,16.5380304918384,16.2538967209917,15.3771330413491,15.9756568290706,17.8424353455047,16.0286227297816
"APOA5",18.8358681017996,17.4662857122068,17.5502451744411,19.5526278399564,17.8671225947993,17.7838807701058,17.9893818811962,18.183792718632,17.9893818811962,18.2776613027867,17.9893818811962,18.7062743467121,17.2627663711037,17.7036969151736,17.1694925358099,17.9072673990804,17.1572972622701,17.6741333782329,18.0904755238271,18.2540615785374,18.4518079738678,18.0904755238271,18.2288568832361,19.377234632601,18.7610179073871,17.9893818811962,17.9507126781729,18.7062743467121,19.0788502716838,17.2388503522366,17.9893818811962,18.27331983805,18.325682908861,17.8004638674567,17.8489935769613,18.242771723249,18.325682908861,18.5138190160847,18.0934840952346,18.9591888282127,17.9464348048911,18.4713845538517,18.0389123370227,19.694282181401,19.1058827777732,17.8095582390904,17.8489935769613,18.7206337672147,18.3999228412384,17.9668239638897,17.6737594433128,17.8855437493919,17.3882962566238,17.8095582390904,18.6553076341291,18.1698937114191,18.3097327675631,16.692357159475,18.1028538556881,18.0389123370227,16.3143763238415,16.9597337582228,17.6886903171773,17.8923838558286,18.372822643252,18.4377434676735,17.1713698261066
"APOF",17.5734141969405,18.4095189963187,16.806312263188,17.6422043138275,17.258769371211,17.4401074055643,17.1601789018782,17.4347048083078,17.809399378835,18.0670433503501,17.0639629253966,18.4684303839401,18.6719278507759,18.3689785619701,18.2410697618778,17.214193243717,18.3090391777589,17.4575262050735,18.4837580917976,16.0269766739848,18.8150141041726,17.3118180699776,17.7737228068559,16.9684928548609,17.6069005174169,17.9644930817441,17.4682322369163,18.4442082831487,18.659608053888,17.9738113285491,17.4741839616662,17.9460658235316,17.0206576618542,17.3110571471905,17.2064774962413,18.1214589918906,18.3208500355646,18.2369841561126,18.138266848366,18.0027346566578,18.3208500355646,18.2533776170429,16.5554920114536,18.6073336629182,18.4295837631526,18.7526796701735,18.3208500355646,17.957065273627,17.9460658235316,17.957065273627,17.6967977629083,17.8451736420248,17.5281082277729,17.6267869938392,18.1214589918906,17.3508874188362,17.9855421235442,17.7858853568789,18.3208500355646,17.9855421235442,18.1790544549434,17.0047018011549,17.4555468886403,17.2252797229729,18.0533171035502,18.0180793444103,16.3198762828396
"APP",16.8357291814618,16.9786757210041,18.2044919775184,17.2839718790673,18.9950682670442,16.774046779759,17.5757772022595,16.7285741122885,16.5952290113355,17.5607282383507,17.1813835661713,17.7670563457842,16.7865195632044,16.7606429557658,17.3913154531724,16.9886424006165,17.0258023766298,16.8069801541003,16.9704493781402,17.5757772022595,17.0166195317618,17.2627526746532,17.0166195317618,15.3642102644496,17.6565166002861,17.5057522036955,18.123461067783,17.0815227708754,17.0526319139575,17.0624687281814,17.8760375458669,17.1539873214412,17.0374709909371,17.1059390658574,16.9978674733948,17.4955342549188,17.2769595497641,17.5012716468469,17.1630853964704,17.2350872885798,16.1009337028007,17.4276343647217,15.6780947366454,17.4276343647217,17.2841174071527,17.2081839226158,17.2299218610264,17.403334729729,17.4610932182693,17.3872354757697,16.8311596966854,17.1059390658574,16.2115421143239,17.4722506266897,17.0180164760125,18.3107496572443,17.4722506266897,17.1334258918288,17.3268694612112,17.2769595497641,15.6780947366454,16.8788746394612,17.416484733917,17.4396594788406,17.6260870679829,17.8030618796712,15.8850015806108
"ATPIF1",15.657862360006,14.616445210479,14.994301167242,15.0896391244017,15.3428193794771,16.0061926741932,14.2536708140172,15.0803874277291,15.4569604850031,15.2652919217139,15.3353181831672,15.0896391244017,14.9489963129176,14.976742299845,14.6451615500641,14.8250352865009,14.9863712697335,15.2375327878468,14.832231853178,15.3923123707734,14.7821612034349,14.4962421414185,15.6346252025676,15.3538449880069,15.11407264292,14.790221674427,15.4569604850031,15.3923123707734,15.4569604850031,15.3428193794771,15.2810371700332,15.1008251269304,15.5384258238554,15.7117543706124,15.7403433016876,15.6660955831682,14.5029939397238,15.1552464394018,14.3760477589378,14.2302534181063,15.6285019924676,15.2697055583769,15.6491642061811,14.6373562761923,14.5771809910683,14.0915424576011,14.2137208910375,15.0701495849325,15.6915226513142,14.1671443387706,15.1241116457938,15.8192824837344,14.3977854883943,14.366791615444,14.2137208910375,15.7612622231417,15.50472176724,15.2176170290976,15.3639730119793,15.7733969503995,14.366791615444,15.2280788633031,14.0643738871487,14.0643738871487,15.9695488363156,15.5217949360692,15.0884969596834
"ATRN",17.3556861076665,17.8413114932038,16.293250360063,16.4832217826144,16.9424298337561,16.9788870344636,16.3005656936839,16.4053015660178,17.5409852941668,18.2513361794005,16.3259476398151,17.5072600917066,16.3448742486752,16.7960652368656,17.8526681312549,16.2253577778656,18.4402097761388,17.5583713059622,15.8664540861248,16.1904805161501,17.1689120413523,16.5739618077234,17.4438281770161,16.7960652368656,17.1295336699738,17.7874058441361,17.2263340530307,17.3196455144872,17.1210282575554,17.3285834957393,15.8831517904023,17.0250235515596,16.6471856180833,17.0712041030597,16.8207420122214,17.4548760376523,17.3809422295118,17.7534098315723,16.9029842709721,16.8353515139478,16.7915864287654,17.5526663334263,16.2751568584164,17.1273842197191,17.3114292712399,16.9947228651323,17.018598677358,17.4758340468155,17.488261639777,16.4046392741497,16.9138739375893,17.1212929363287,16.2557911396771,16.5833584841917,16.7347197478053,16.5357437402244,17.7072054200602,17.0361439611254,17.2836497477585,17.3114292712399,16.2712232138378,16.5395813633906,16.2596628453194,15.8346580883524,17.8415246869416,17.4117054908059,15.7566192914838
"BCHE",18.0053170954952,15.9945639888299,16.4673479200831,17.7293698952864,16.8365069940653,16.8079180637203,16.7707955436353,16.6146283399086,16.9242528509809,16.9541799881887,16.6032613652763,17.0408947915169,16.9126494467682,16.5470609202373,16.1892199863174,16.6191577949766,16.7265961390742,16.9126494467682,16.6684743881403,16.4028059830213,16.9833200149781,16.9601708729641,16.6454280521013,17.973345802457,17.5521940329852,17.2413639461266,17.0974956715937,17.0083200558423,16.8613287179783,17.0408947915169,16.9833200149781,16.7460405009972,17.2319360214924,16.7405016474176,17.0386510715621,16.9998108554087,16.6676790272071,17.0121745674577,16.5716345349986,16.6975769666108,16.750499345097,16.9420000978923,17.0501391936176,16.9230232031947,16.8423105089036,16.7708657691914,16.7648645619222,16.8141033644982,17.1833880547038,16.4525443289281,16.5828599665991,16.883725636498,16.4294652195496,16.6478797207428,16.6792125046611,17.4836688477326,16.8423105089036,16.64307373266,16.9230232031947,16.9182199718802,16.6369199304523,16.7791903007746,16.334149334046,16.883725636498,17.077784517871,17.0840699857339,16.5770700597862
"C2",17.1050314624579,16.3444509723459,16.5186634814254,17.0995936933222,16.9808461117311,16.8025424379866,16.7932601739237,16.8205515166976,17.0323245270354,17.1317353005136,16.6526939527515,17.7987113180033,17.3328983610825,17.0639775840005,17.6019447481479,16.7049667879509,16.6024641150332,17.0586444041176,16.7833920193099,16.7337105884786,17.2271063653344,17.5691274094095,17.9368293581996,17.3945486974658,17.3945486974658,17.3562922400312,17.2926189204929,17.4336210115705,16.8165489607635,17.1584063480062,16.9808461117311,17.1344795960426,16.9673668040463,16.7270041393094,16.897195407385,17.3550383570092,17.3453922577483,17.3214433121552,17.1082611207692,17.053447942904,17.0129163715101,17.3003341970026,16.7030439479093,17.4438409980123,17.4098480430965,17.4019915412756,17.3383989083189,17.2041837981269,17.2506822682674,16.9225895553118,17.0391814060313,17.1344795960426,16.7389432863967,16.9817474149138,17.0129163715101,16.8595212617337,17.2634364210555,17.0186642909052,17.2291735455541,17.2155968325643,16.7389432863967,16.6039536761837,16.7082725434847,17.0186642909052,17.3702258831856,17.3453922577483,16.2411731180825
"C7",17.7430755526957,17.6766802415633,17.8069734354584,18.426104403944,18.662975728393,18.3436473741369,18.1480698397725,17.3820042641929,18.3733600523183,18.2229599020287,17.0473611677353,18.4806581237338,18.0655758910056,18.7022631333117,18.0655758910056,16.4189881969417,18.4806581237338,18.0655758910056,17.4660428543197,17.1961575749821,18.1087721031034,15.6944123307422,18.6345629266646,19.5474782470811,17.9419380487708,19.1020405538504,17.2097553493518,17.7592751855296,17.497100857273,18.1087721031034,16.50351638653,16.9644982477645,17.7088907882586,18.117828197808,16.3784234425074,18.1266692558349,18.0445523284863,17.9911635652501,18.0821157555392,17.8648670565764,17.2484591883616,18.1079500201371,17.476867140053,18.0182713385325,18.136515778507,17.9749452748718,17.983466889112,17.9911635652501,18.0103116646512,18.3363716566924,18.036263270906,15.0796333018039,16.8593810718953,18.4742963786199,17.7823313667,19.6643557460108,18.0990203994825,18.3764719981036,17.9056385706513,17.7088907882586,18.3033477163155,17.2648201273178,17.0747701857579,18.5630967602971,17.6199209298339,17.8399352168613,16.9376880674921
"C8B",16.7289957807789,16.9535210775153,16.1657039817742,17.2871270288574,16.2767365139145,17.1616344360041,16.4327135176428,16.1898728783724,16.6307644571677,17.1243689714857,15.9168977439007,17.6268849261193,16.839710111943,18.1275341690179,16.9339748595618,16.3682256302436,16.7693876758019,16.6539072801176,16.8736804920684,16.7540965560052,16.7341433048132,16.3759631264019,17.3202065607016,16.6016860256125,16.2515996843247,15.5827096858765,15.8780549344759,16.830443058788,17.0321003032805,16.9339748595618,16.4731428049549,16.8728190952866,16.2405596405311,16.731101243111,16.2494562844248,17.0729791977421,16.8432860701839,17.0209014601563,16.9214296531931,16.795187872642,15.9283630090603,16.9684744345715,16.04368964014,16.8251481262884,16.7782332251411,16.944032874788,16.7834581953882,16.7491937827068,17.0461479595089,16.4573208113321,16.5975598603366,16.5662726611865,16.2150118106836,16.5225854448825,17.7940900898974,16.2276425556299,16.9621917263022,16.9364831371295,17.1714893436439,16.9621917263022,16.3334877879698,17.1284533010168,17.1990912527378,16.4840705533447,16.2761455942934,16.6116665314017,15.8702317516582
"C8G",17.9575244466703,16.9810492714134,16.0855063430296,16.6523723309257,16.4526153440943,16.7229722575481,16.3488065416944,16.3348097347553,16.6750668425618,16.8030392889156,16.242265440492,16.9889651977178,16.8206020855164,16.6870360631411,16.89215943747,16.2945284570398,15.558043556074,16.5822599730997,16.8206020855164,16.3096456049548,16.8030392889156,17.0620882371871,17.263235617304,16.7914002462832,16.772150745267,16.8643141236787,16.7657056381829,17.0332979208157,17.0080048169552,16.9889651977178,16.4297300695029,16.8566986060502,15.4380549659668,16.2416534853781,16.6114041047203,16.6481641035446,16.7663539779975,16.9573582757855,16.8850966021889,16.8401485161298,16.6833315888535,16.8617818646234,16.3548744460902,16.9177370675442,16.8719169896208,16.9464854103155,16.9406681740971,16.8617818646234,16.9745294937536,16.7033736046936,16.8964277801371,16.9521040133849,16.5025819372683,16.9802048681942,17.2681633032971,16.4837150734919,17.0273529115113,16.4756438608463,17.0455622415799,16.8787876593419,16.4756438608463,16.923494312871,17.2073681474529,16.0855575924899,16.781971994292,16.2577279239595,15.6841922602379
"CD82",15.8122367288041,15.2839773697781,14.9556194648147,15.1306921158609,15.0296915994257,15.0744100751483,15.0270105920918,15.0707053499605,15.1883630320867,15.1883630320867,15.0136907974873,15.3305817294372,15.2759853360971,15.2797390034361,15.350496118816,15.0237722023286,15.2871976014005,15.1268829167324,15.2172362941943,15.0136907974873,15.1494256309584,15.1268829167324,15.1464256360265,15.1157678446324,15.1785528916112,15.198637676134,15.1494256309584,15.2541966737896,15.2908516662692,15.2722880252264,15.0473417459167,15.2220543824095,15.131760150923,15.144245926561,15.1249423886446,15.356385884097,15.0117174767106,15.1665263803777,15.0156991878415,14.9984386952833,15.3032135753073,15.2389856202026,15.1555526453962,15.144245926561,15.1520889953952,15.0667855680168,15.0413030226818,15.2050951671092,15.299062823524,15.0957708228389,15.2828350752861,15.3516209481886,15.1208725787276,15.0413030226818,14.9643187227084,15.1586038735311,15.3066845803813,15.2828350752861,15.311005053939,15.2956160778109,14.9935403941789,15.2342582624782,15.0071694382105,15.0233918056725,15.3436831729374,15.3263465538935,15.0020617117885
"CFHR1",15.9351839599175,16.1132997000349,16.0195603694906,16.3796091718421,16.3347717599955,16.3131853862567,16.225360909278,15.6625353546651,16.3243107105387,16.3388247069494,15.9670146880935,15.8895502195722,16.0330770494147,16.9171524703113,16.1476514917858,16.1612783092391,16.1161161172137,17.4485790664364,15.9817305827345,15.4979515505667,16.4149862418492,15.4877936210308,16.5552474845396,17.2171216079487,16.4752665502042,18.3288304847285,17.1558206436649,15.9034689443852,16.5844133616466,16.5552474845396,16.5844133616466,16.6562446791119,16.3930530796763,16.5547239306311,16.7145057663091,16.6226579319995,16.3094651962503,16.429107296455,16.5152622519569,16.3094651962503,16.7686437417431,16.336939606585,16.4415307019331,16.3553935965166,16.2036444442448,16.1409672167893,16.2473475406177,16.499575393375,16.4864544149346,16.0650325763361,16.5255599502448,17.0196441666614,15.0207055021624,16.1282225745248,16.1324930348231,16.4194520322083,16.499575393375,16.8092180423308,16.7324700291679,16.6850169564559,15.5823452685701,17.2205742541288,15.9505692072386,16.0269976179049,16.4584973337458,16.3330268995833,15.103797693498
"CFHR4",17.4405896187628,17.3610142026233,16.782641823054,17.4681769450792,17.2150425256511,17.0821804894022,17.2400805807632,18.2187275636868,15.9169555263513,16.9051702204507,17.0327588235124,17.1722888279711,17.1479551434318,17.3453732783306,17.4681769450792,17.0759312440685,17.5597279221345,17.3610142026233,17.1722888279711,17.2085775486741,17.0896742934959,17.3176401703044,16.4008155439471,17.2739172064706,17.3682718182508,17.2593992786906,17.0129611183245,17.1888280080972,17.2085775486741,17.1074997654263,17.1604421361463,17.3517410099158,17.2440859641441,16.9944174987707,17.0071988829584,17.4757522047694,17.4160750412445,17.6138542194358,17.2119285422955,17.1938325605474,17.0199799712604,17.5216926474757,17.0522320837444,17.6054282357952,17.5029217479009,16.983649524435,17.2180025441256,17.6450127539649,17.329098538516,16.760728795916,17.174303874036,17.0522320837444,16.7726599653033,16.9536060166229,17.0762589700873,16.8797001362628,17.4329268719987,17.2002252413389,17.3663585502241,17.329098538516,16.4871760354569,16.9066588389023,16.516003008575,17.1125390208853,17.6138542194358,17.6628269481912,16.5454428073316
"CFHR5",17.5768513244974,17.0369806740513,16.2826405714306,16.7597246411532,16.7199130545872,16.6596991629414,16.4700021297093,16.6292867635101,16.9466582360754,16.9669439404719,16.489505276277,16.7380395304438,16.6214255370897,17.3496938021533,17.2018087368416,16.4931959238589,16.3847870649888,16.2799540286583,17.3621224785909,16.414295718521,17.7620080495131,17.4896294972465,16.8181625854553,16.7036243139708,16.4737864829092,17.3039483786108,16.7689876887384,15.832337545751,17.2812925478834,18.0286694119237,16.6177228422865,16.8722317598807,16.4585008125172,17.3193764540171,16.9364258648464,17.2319616884608,17.1932654694546,17.0453837191711,16.968358548121,16.9618301922701,16.2111144352193,17.1556346814746,16.3996192905848,17.1329154975503,16.9618301922701,16.8786815037726,16.8923256306678,17.1198849604371,17.0216771778616,16.111957446387,17.0274072512218,17.2835945285098,17.4321125609027,16.8722317598807,15.9702689720034,16.3275933187706,17.2739566784269,16.3668068578602,17.3455719805708,17.3552354138541,16.6089828203692,17.0325041609332,16.6029876078029,17.1869207328999,17.1405902377501,16.7359961954176,16.1647004978382
"CFI",15.6962307434989,15.6415325421121,15.9260777250951,15.6510761800159,16.8565328070125,16.1223839499821,16.6833283637112,16.0698032596028,14.6652675762792,16.8084141727978,15.74430363407,15.8014712377473,14.5867194826835,15.2823332895844,15.8501925467949,16.277867828232,15.2437903910706,16.0023398594883,15.9519523031584,16.334655485457,16.6833283637112,17.0571483110804,17.3534560320108,17.5012061660118,17.098493546845,16.9996659919271,17.1524621360062,16.8565328070125,16.3717439847196,16.0915309493517,16.4001471100453,16.1410560442708,16.2748015896865,16.1621168423518,16.6837760056685,15.9715795813336,16.2222840647573,16.2637631475021,16.1015579489809,16.2422130717157,16.2959583705794,16.0813921991838,16.2700070373867,16.2317656942741,16.2270462036842,16.157115967767,16.3713022990317,15.9715795813336,16.2020247505707,16.2637631475021,16.3477874479788,16.6352317397414,15.8685852698269,16.1119144501281,16.3017447423314,16.5818349686367,15.9824780481397,16.2804952037741,16.0813921991838,16.6537443612758,15.8964434059963,16.1514643311607,16.700314496309,15.2606878411467,16.05521984414,15.8221595682858,16.2317656942741
"CPN1",17.9788309946096,18.6468662567352,16.625695310093,16.3232067078407,17.2854255996207,16.8603076739307,17.0625645757051,16.8805735247571,17.0625645757051,16.9185962998016,16.7651716309417,17.7622620267979,17.8880796913821,17.2195667843961,17.9049798112337,17.3375169226406,16.4709595666541,15.7622028761445,17.4174766775596,17.0826320473933,17.3375169226406,16.6698574040709,17.5346201923047,17.8518072403218,16.661396962468,18.4630511681279,18.0373502611432,18.9576533555161,17.2596082772507,18.2846261018766,17.1065119018862,17.1332320934454,17.9257830475372,17.5545016346965,17.8407558658989,17.9605469954796,16.7454045178364,17.4506148197075,16.5734352972797,16.6339739911815,17.9963724381413,17.3492960404172,17.9076353841749,17.1897067065754,17.0724002015388,16.6653590429997,16.7413075808562,17.3424320389629,18.0057611933465,16.4037718886078,17.3611280390307,18.4542033310558,16.4152645640218,16.3997617948506,16.428537459481,18.2735236717548,17.5596609291482,17.4225412379308,17.5216069841052,18.2735236717548,16.7288390689875,17.0056526581765,15.4901209682308,16.4621880183943,17.3939593043049,17.2369714805733,16.8669281748287
"DCD",18.5011412278602,19.0549038861994,17.746336232964,19.2141008641694,19.6371688108977,18.4136209286992,18.8925765040385,18.8183909212718,19.0549038861994,19.4303252866887,18.8583457399358,19.9637501676974,19.7372680364138,19.5403895487606,19.2644241586916,16.3890443815686,18.9756442611383,18.4443191284713,19.5403895487606,18.6478034657854,19.485870515312,21.2692235703912,20.0717979473838,20.1438854020993,19.5403895487606,21.1263571479016,19.1751443607684,20.1438854020993,19.8478747302498,19.9637501676974,19.7877779570559,19.6537503433362,19.3797977075529,17.0055745831029,18.0012253350514,19.4766761789825,17.9820408985831,19.7396067682913,17.8959679637823,18.4677836895249,21.3691847541583,18.8930047226128,22.7873034405193,19.1803647879852,19.0291408321365,19.3797977075529,18.8728458792612,18.5376354715131,19.3036127743791,22.5898480430521,21.5904972450601,21.9085105113223,20.112153225868,18.5557232858567,18.7458010146003,19.3797977075529,18.4677836895249,19.3499000522773,19.7396067682913,19.3797977075529,19.9515401881907,19.8439732892879,19.0527922405633,17.5501737666294,18.6398476220942,17.7998507553609,19.9878077612387
"F10",15.1962582008705,14.4219485063448,18.3065950232711,17.1346109146193,16.7138338745104,15.1175998906359,16.876603949281,14.2165493084583,16.3079384713476,15.6567015747946,16.6031637307865,15.3857394760732,14.926230631943,15.107444849165,14.8300280927203,16.3457932164016,13.875346254799,15.8336603905605,16.4996141337818,16.7486738310684,16.2623192527477,16.2491957449243,17.9544927075985,17.60811454698,17.3343238246746,16.3538720940123,16.4912825811474,16.0801702203567,15.2059556742799,15.4327761200267,17.4974461467305,17.5113646617847,16.8867293895452,17.1532888292585,16.8421001464195,16.808144649879,15.3237081063919,16.5700424856991,14.9617301766872,14.8673327620689,16.8832104648471,16.2912345994864,17.0419769356839,16.0780856256873,15.6639998987362,14.9095117601666,15.0446667557497,16.3187733433891,16.7337468084942,14.7499807502181,16.0054015378554,16.8832104648471,14.7007151053802,14.5164664992192,14.5995647368645,17.128480589382,16.5095924046954,16.9773920763351,16.5866629840142,17.2349277204776,14.4977457084405,14.2073580369156,14.6919333711033,13.8344615179173,16.6732386304486,16.5132714706442,14.0051032961527
"F13B",19.1291872598896,18.3811195006894,17.3047370585554,18.6339329489482,17.9242352416304,18.0280909364006,17.8212099619799,17.0298289298803,18.0589414285161,17.7647686824513,17.8336119279734,18.0743182222382,16.9983640727953,18.5414930714133,18.777092695636,17.7647686824513,17.097943617132,18.2122242787648,18.3038055616675,17.7976990124899,18.2697642310897,18.6339329489482,18.2122242787648,17.6114420981689,18.5599845170086,18.895822118308,18.5050918111788,18.777092695636,18.5755524110751,19.1291872598896,17.9756430260585,18.3755408657181,18.0793212112325,17.9063572853874,17.894675029347,18.7711981480503,18.4995441558382,18.673712248199,18.2047596356301,18.1634638548138,17.9668465754151,18.6568515473956,17.5907973393842,18.7205250335619,18.5750934567825,18.4995441558382,18.3618667192309,18.4268197364164,18.6168797744022,17.8246670018924,18.0935294001456,18.2330396440313,17.0960484464082,17.7030437611065,17.8246670018924,17.6469247124799,18.5188163730752,18.2330396440313,18.5525648975104,18.4081193721462,17.2927221498373,17.780576901435,18.056409576481,18.4081193721462,18.861829119659,18.673712248199,16.3370707977577
