"","lfq_SW.exo.17.9.21.121.90min","lfq_SW.exo.17.9.21.122.90min","lfq_SW.exo.23.9.21.123.90min","lfq_SW.exo.23.9.21.126.90min","lfq_SW.exo.23.9.21.129.90min","lfq_SW.exo.23.9.21.130.90min","lfq_SW.exo.24.9.21.132.90min","lfq_SW.exo.24.9.21.133.90min","lfq_SW.exo.25.9.21.136.90min","lfq_SW.exo.25.9.21.137.90min","lfq_SW.exo.25.9.21.138.90min","lfq_SW.exo.25.9.21.140.90min","lfq_SW.exo.25.9.21.141.90min","lfq_SW.exo.27.9.21.143.90min","lfq_SW.exo.17.9.21.119.90min","lfq_SW.exo.27.9.21.144.90min","lfq_SW.exo.27.9.21.145.90min","lfq_SW.exo.27.9.21.146.90min","lfq_SW.exo.27.9.21.147.90min","lfq_SW.exo.17.9.21.120.90min","lfq_SW.exo.27.9.21.149.90min","lfq_SW.exo.23.8.21.6.90min","lfq_SW.exo.24.8.21.7.90min","lfq_SW.exo.25.8.21.11.90min","lfq_SW.exo.24.8.21.16.90min","lfq_SW.exo.25.8.21.18.90min","lfq_SW.exo.25.8.21.19.90min","lfq_SW.exo.26.8.21.22.90min","lfq_SW.exo.5.9.21.53.90min","lfq_SW.exo.5.9.21.56.90min","lfq_SW.exo.10.9.21.84.90min","lfq_SW.2.2.19.RPA.1.2pt5","lfq_SW.2.2.19.RPA.3.2pt5","lfq_SW.2.2.19.RPA.5.2pt5","lfq_SW.2.2.19.RPA.11.2pt5","lfq_SW.2.2.19.RPA.16.2pt5","lfq_SW.2.2.19.RPA.17.2pt5","lfq_SW.27.1.19.RPA.21.5ul","lfq_SW.31.1.19.1718.26.2pt5","lfq_SW.1.2.19.1718.30.2pt5","lfq_SharonW.16.7.20.1.1718.031XK.90min","lfq_SW.1.2.19.1718.32.2pt5","lfq_SharonW.16.7.20.2.1718.034MC.90min","lfq_SW.26.1.19.1718.038.2pt5","lfq_SW.27.1.19.1718.038.5ul","lfq_SW.26.1.19.1718.040.2pt5","lfq_SW.27.1.19.1718.040.5ul","lfq_SW.26.1.19.1718.043.2pt5","lfq_SW.26.1.19.1718.044.2pt5","lfq_SharonW.16.7.20.5.1718.047AJ.90min","lfq_SharonW.16.7.20.6.1718.048LW.90min","lfq_SharonW.16.7.20.7.1718.049CS.90min","lfq_SharonW.9.7.20.11.1718.053AT.480.90min","lfq_SharonW.14.7.20.14.1718.056SB.90min","lfq_SharonW.14.7.20.17.1719.064WC.90min","lfq_SW.exo.11.9.21.90.90min","lfq_SW.2.2.19.RPA.19.2pt5","lfq_SW.2.2.19.RPA.2.2pt5","lfq_SW.2.2.19.RPA.7.2pt5","lfq_SW.2.2.19.RPA.9.2pt5","lfq_SharonW.26.7.20.32.90min.115CS.5.6.12","lfq_SharonW.24.7.20.25.161HM.9.12.14.90min","lfq_SharonW.22.7.20.16.162HN.13.11.18.90min","lfq_SharonW.21.7.20.4.170OK.11.5.17.90min","lfq_SW.25.1.19.183EH.2pt5","lfq_SW.27.1.19.183EH.5ul","lfq_SharonW.24.7.20.22.198WS.20.3.18.90min"
"IGHE",17.8050657198041,17.8162355516673,18.3082290114302,18.2331602406508,18.5797737310781,18.0502063012634,18.5557380051177,18.4100392235805,17.9540366767453,17.7736435419814,19.575819530357,17.933982845187,18.0000860129769,17.7736435419814,17.6686745269355,18.8107587285708,17.7736435419814,17.8270363610914,17.7736435419814,18.7579756491032,17.9076214746027,18.6452440596933,18.2331602406508,18.2481768128033,18.3932843412212,18.163351837307,18.0647437909304,17.9869498567257,17.8722836361901,18.0000860129769,18.3754662464252,18.2252575890318,18.5403514551761,17.4828468909769,17.8388793856238,18.1435267570014,18.0199015184535,18.3741795408825,18.194873374411,18.0988952402942,18.2083831065475,18.1126579607968,19.0534386891983,18.3230007211095,18.3885361719487,18.3741795408825,18.339186215142,18.0873197840582,18.2252575890318,17.819380313291,18.0471322570951,18.0199015184535,17.7958367415507,17.8304290785854,17.8065112147441,18.6794151659378,18.0745656943001,17.9826811861543,18.2717505828218,18.3094899004626,18.060178932273,17.7457374190999,17.6442958184033,17.7664906506932,18.2577383085147,18.2252575890318,18.0471322570951
"IGHV3-21",15.0919011637854,14.8280294322797,14.1926239162351,14.3258000943315,14.2326144849796,14.4425700359051,14.2326144849796,14.2737028131229,14.469887467115,14.4937105804623,14.3258000943315,14.7132859321896,14.5499504387472,14.9034549974824,15.0131901303726,14.3513716959573,14.9982212403797,14.298084154374,14.6389010215715,14.2326144849796,14.4425700359051,14.2199000281973,14.2872148668911,14.25870110757,14.3103309053916,14.3513716959573,14.373908440313,14.469887467115,14.7036748202473,14.6226615144592,14.2872148668911,14.6178080377093,14.2297182238025,14.3494656949242,14.1106060185826,14.5156881479629,14.7089486611551,14.6463523688177,14.6790423521521,14.697632194188,14.250408087064,14.6316409340875,14.1703333236029,14.5878031567909,14.5239464998216,14.6594793059472,14.6231348634546,14.6838079225432,14.3946775384105,14.4991533448138,14.4105123012468,14.243592781911,14.6790423521521,14.7623934658293,14.8140291171685,14.1106060185826,14.6016866925205,14.437412099507,14.6355743442357,13.4410651131072,14.437412099507,14.3342626644242,14.5327795875027,14.8074009577784,15.116072400813,14.7177102857417,14.236872218564
"IGHV3-66",15.3543336485537,15.2278512378676,13.844388183645,15.0835369470538,14.567838965875,15.0054569201297,14.6398455433435,14.5615092802173,15.7857865473695,15.7516863742929,14.5201413639433,15.9937670722815,15.8004251676598,15.906544517257,15.7933162562659,14.3956779486098,16.1113643553574,15.5953047754611,15.6474529043683,14.4628156095283,15.4310693598354,15.5549722976178,15.3822628639847,15.5010581587147,15.3762560588384,15.5822267738959,15.6474529043683,16.0878414127639,15.8701354357652,16.0266514841431,14.6186337149514,15.3586678948192,15.0209265853389,14.3554776535957,13.7851341732347,15.0816291592669,14.9015960859933,15.5226887654282,14.6677984994119,15.0237502294598,15.1859539442148,15.4443630360105,15.0453619184113,16.7971554869495,15.660037988909,15.2132341639556,15.3445376255481,17.1321210635536,16.4371380635869,14.8007514964433,15.1410518142759,15.5449141880492,14.9150331630302,14.9656943728323,15.3202048202856,15.2471141872525,14.7164926074826,15.3164421236208,14.8966472489304,16.1668809945478,14.4931047804502,14.6404091929061,14.6959654209855,15.1692146196968,17.1386306985221,16.4405487710382,14.6250744834951
"ITGAM",14.942787051121,15.344461208105,16.1131220145888,16.8244001517156,16.5238537777919,15.9231733226616,16.4253148575562,15.8699647931503,16.0303144584524,16.174449844548,16.3655714906883,15.3638248972804,15.226540473694,16.9034963967197,15.3930132441735,16.043056360184,15.5391631265898,16.5023388417839,15.8824250936732,16.2322699487087,15.9714193749226,15.3371291908771,16.091875984631,15.9649803628154,15.8941830002152,15.8260940344318,16.2529863560186,16.1131220145888,15.2972497163622,15.2972497163622,16.7138261893605,15.9747040063151,16.2671450230187,16.1736923603899,14.8844095690979,15.5963749826418,15.7253239790917,15.717949294078,15.4712009343617,15.717949294078,15.8288579832513,15.7287403133746,16.1479148823182,15.7019185832189,15.7122346239762,15.7604833681014,15.6848581789055,16.0159270149778,15.8733798611681,16.4186558833717,15.7441687645216,15.961772757744,15.8185739851506,16.1636464219822,15.077192763563,16.3495515595929,15.8569600211203,17.5205489840645,15.8398518738765,15.7083874443051,15.0181240987951,18.2814056027902,16.3415437581418,16.0766047945231,15.9345444338408,15.8059021516655,14.8537687022038
"MVP",15.4200874463279,15.4741009919838,14.3742758574777,15.1387622859395,14.9093714652936,14.916480109036,14.8497219466926,14.7203126558605,15.1799026663274,15.3042723125141,14.694870778794,15.5465398772264,15.4794017845402,15.5778015620471,15.4741009919838,14.810756966649,15.3453829146402,15.2058095512715,15.4094507691261,14.6720312870477,15.3783598983025,15.28116981976,15.1603352621821,15.0995555153627,15.1479254019435,15.3101128875759,15.2008028210885,15.2300050439814,15.4954550584549,15.2920371168249,14.9228830540358,15.2009894117765,15.006438138657,14.4286682699946,15.0337709243892,15.2479985894526,15.265755742764,15.3213824720937,15.349966765018,15.3213824720937,15.1910794870926,15.2229434619717,14.6602434637646,15.3150318803616,15.3089883825892,15.3707069128878,15.3633147773718,15.2862212027924,15.1724590943598,15.1979883620382,15.2862212027924,15.1113478962212,15.1042521860963,15.3432906287626,15.3368506074485,14.8888829427258,15.2302782489977,15.2511487142302,15.3020481422343,15.1405401652113,15.006438138657,15.5269580291649,15.8334892853404,15.3432906287626,15.1186962650854,15.1214862396739,13.8748332928958
"MYL12A",17.1769741214667,17.1951792024215,16.9327355460304,17.1769741214667,16.9594412604269,17.0946717542634,17.0021946518969,17.0376274595017,17.1374672503377,17.1851570248233,16.8673434713803,17.3344374658317,17.2560410112463,17.2389832717884,17.0635246794201,16.7342992147824,17.5177853815153,17.0946717542634,17.1022977298878,16.9688546194137,17.1530582306946,17.3972862114976,17.3853897705354,17.2560410112463,17.2765613540413,17.2206257117401,17.2041685688785,17.4495735387148,17.407138030536,17.407138030536,17.019427689473,17.1828485411651,17.1368247731081,17.2044767393824,16.8163734277061,17.3717206531156,17.1779651972421,17.2320476472537,16.659952046086,17.423685928048,17.1325254288204,17.0883869917856,17.2258691157254,17.156902854495,17.1828485411651,17.141215913765,17.1727174797517,17.141215913765,17.156902854495,17.1871922836447,17.1727174797517,17.292127882445,16.9344991189146,17.364596173725,17.1053114186304,17.1160152147302,17.1681520111784,17.2320476472537,17.2367971637596,17.0392909478256,17.7464401635246,17.1779651972421,16.749291996802,16.8993161648188,17.2258691157254,17.2204931363567,17.4075296833456
"P4HB",15.0571503038733,15.11109055028,17.5370354758541,16.2214650044232,16.7550514520035,16.5277618799647,16.9507328160694,16.9176236565793,16.1767050559901,15.945389188597,17.6484230500587,15.6877744158949,15.6490791458327,15.455004865929,15.6770442428099,16.847265345879,15.6577457715885,16.2524354134915,15.8064778106789,17.0852781114731,16.2524354134915,15.952250851153,15.9703320683987,16.1341122370833,15.9703320683987,15.945389188597,16.2214650044232,15.7504769313385,15.3302285856221,15.6416865263402,16.6210771438679,15.8312178658819,15.5481126175721,16.8479384829241,16.1474135308775,15.6073785230306,15.4997398598272,15.6105803836842,15.8563621493188,15.9633701678007,15.8932318178001,15.6569289501831,15.5748676290149,15.4553536332125,15.5125909387781,15.636503165335,15.6105803836842,15.7255205276059,15.3755950651573,17.4353839328354,15.1937094674669,18.1637272781928,16.4808868918163,17.0006102028698,16.0127256615731,16.4168802085048,15.7381487723662,16.1548179009357,15.475804450804,15.1828303812709,17.6108632339891,17.2017103164967,17.8057832257995,16.2813334603569,15.734792934436,15.8084248040949,17.7828011817486
"PARK7",16.5852196736374,16.6789222805332,16.8866764640174,16.6537223442892,16.3672354698724,16.7307715313429,16.5101236434975,16.9276079786845,16.5378732236792,16.5268215860034,16.6689071426519,16.6789222805332,16.518364779654,16.6434673152109,16.6610527890328,16.7068818945195,16.7971110187456,16.4500646439291,16.8764194300789,16.723200417912,16.6105380276515,16.7491937256888,16.9164715770196,16.6900143502983,16.6010788626552,16.7068818945195,16.6275483402723,16.723200417912,16.6900143502983,16.6010788626552,16.6900143502983,16.5476321603297,16.5994707435432,16.587594201997,16.5724312333532,16.7352466406422,16.5910535017516,16.6576011429871,16.5840126384278,16.6948007418383,16.6622876604075,16.6759012758997,16.8872822452094,16.6622876604075,16.5627871884056,16.6671149303932,16.6948007418383,16.6809895831743,16.5801381435874,16.7980859418272,16.6714978436537,16.7544217855507,16.5627871884056,16.7273063399054,16.9397919711411,16.5081104329389,16.5476321603297,16.6351519920297,16.7000017426493,16.723082132279,16.9870392080457,16.536117892398,16.5169102101053,16.5169102101053,16.5994707435432,16.652880089105,17.3799088389029
"PGLYRP1",17.0872697221572,17.0872697221572,16.3577499208591,17.0489959274592,16.7826484516637,16.9036274519182,16.6633131912491,16.7674629906536,17.1005741899553,17.1414741847862,16.6021436710455,17.2981217097277,17.1896294482338,17.1005741899553,17.0731201615823,16.657392119845,17.1896294482338,17.0279496481687,17.0943109797261,16.6021436710455,17.2150010224219,17.4639521293024,17.3089182990484,17.2808292514753,17.2631247615734,17.1652508077606,17.0731201615823,17.3089182990484,17.3089182990484,17.3853965763135,16.894922189668,17.1039226564532,17.074770917162,17.1478855371585,17.0375078706217,17.3339635883877,17.1100057481484,17.3485638287782,16.9835480018568,16.9539065191733,17.032577575109,17.2554686868106,16.8764210781484,17.260528110224,17.2772419832215,16.9625015298524,17.0631739943818,17.3208199541518,17.3027307115889,16.5994321886186,16.9835480018568,17.2376424249592,16.5739549320988,16.7106932144254,16.7287846843675,16.9155121259559,17.3141148888207,17.0425078180254,17.1953393155388,17.2068712500413,16.6290945693161,16.8059237317891,16.4924952420854,16.8266345685813,17.3873840412324,17.3545455037188,16.4298780042834
"PRTN3",17.9445147907367,18.0756889245261,17.1749342003586,18.4652732543298,18.0942327866307,17.9814844692905,18.0208086678174,17.9445147907367,18.3179311786907,18.3393681052409,17.8899368430378,18.3688888706489,18.4410252040433,18.1860796297995,18.2716012497455,18.0586480954045,18.2493186419825,18.1082616072678,18.2929095779325,17.9130815640929,18.2493186419825,18.937621122538,18.6482801371796,18.7109169291054,18.7109169291054,18.6482801371796,18.3913890710101,18.516325486969,18.5974824547313,18.4652732543298,18.0942327866307,18.3098231935742,18.6192295406678,18.1046004786848,18.3358226027904,18.5604206285366,18.3742067605598,18.4893683579627,18.0594444847072,18.0395140723757,18.3639595338296,18.4544756412676,18.1615665864474,18.6042435936797,18.4795020202318,18.2290813143618,18.288262838143,18.2674874060126,18.5757047705105,17.6784070192422,18.1615665864474,18.5440970419843,17.61580410875,17.7653240884755,17.7998048496819,18.3521000676267,18.3890032836117,18.2763235566051,18.5149116547963,18.5757047705105,17.6286277663245,18.124698190127,17.5022105363963,17.8071385597553,18.6519033863716,18.5007917537148,17.5442671900971
"RAB7A",16.0984420278917,15.5834829565912,16.7322015947025,16.4880343741747,16.2049508414275,17.0463730224727,16.6919139929082,17.2102874751703,16.6527160599648,15.9210468748601,16.5387908653098,15.674716430697,15.9429007420043,15.4400882886558,15.5214049597579,16.8508249876283,16.0855941283391,16.1710115011806,16.1564355422978,17.0370260623789,16.0554328697518,15.5214049597579,15.7606677804852,15.8191418550029,15.9554890708536,15.3698927150754,15.8912941690873,15.5403567759286,15.5460982707739,15.3816267671296,16.2821647090687,16.390596124963,16.687712546503,16.7497605897406,16.1217063687484,15.7781075745542,15.9941431151854,15.8810115235046,16.2432992973026,16.2647770653324,16.1217063687484,16.0147500807284,17.0681392773321,15.8073733558772,15.9505341916592,16.0661078308399,16.1022063733159,16.2692634507527,16.09516015794,16.6077499680077,14.7824060687584,13.3652959490628,16.7279489647603,15.8375744000409,16.212003181368,16.3035799580576,16.1692411660313,15.9603964578248,15.8468354248698,15.5824133423238,16.1059184390235,16.4004369148406,16.9365255451851,16.5753185802803,15.7750963361451,16.0450869639967,16.463095342213
"RAC2",16.577696627797,16.5460133333645,17.164756897053,16.8692062437709,16.8520996325611,17.0364041385143,17.0145629938963,17.1521545517688,16.6284674810769,16.5565212510257,17.2319737273656,16.5065549011986,16.3669537476669,16.6393185101809,16.5565212510257,16.9910215862357,16.577696627797,16.7618243250557,16.4960188130823,17.2665914876676,16.447542196058,16.702266006549,17.1274593776776,16.8169459603394,16.8520996325611,16.5347899728494,16.702266006549,16.7838009674904,16.702266006549,16.7415975636155,16.9375944568972,16.576030338219,16.9180996483924,16.7572445039786,16.7572445039786,16.8089064087671,16.6949627623805,16.7434737074583,16.6590289138653,16.708374892522,16.5795104080968,16.6799287738338,17.4858420935639,16.6949627623805,16.699224619499,16.635992212014,16.6510092517652,16.7474995202178,16.620261060626,16.6908233801981,16.6799287738338,16.8740270762044,16.3385312245629,16.5871703989138,16.6671780991069,16.9520880229078,16.752532425557,16.699224619499,16.7849630218941,16.8089064087671,17.3633483685085,18.0327639537724,16.712471837365,15.9639956187152,16.7805884790898,16.8038295188759,16.5978142487105
"TUBA1C",17.5173060675294,17.265423262887,16.6289784702376,17.0284577366915,16.8068751520321,16.8349909806098,17.3689662653108,17.2076130651879,16.4975922071607,16.7286626853024,17.2408674365478,16.6992388138911,17.0622135148318,17.1412000619346,17.5173060675294,16.8961762096568,17.4678291627077,16.325286479867,16.7746377551753,17.1646208882895,16.8262773596532,17.2788619278082,16.6816094996635,16.4034747866864,17.1412000619346,16.8861897267071,16.7746377551753,16.9938256524171,16.9815577246602,17.0167134244385,17.229722347677,16.6173461985798,16.923576660289,16.5630530831912,17.108979048672,16.8687052167079,17.1467235691256,16.9669187894138,17.1031334553446,17.1271632865039,16.9628239239878,17.1609021287068,16.9281015456987,17.1973924491655,17.2879648180088,17.1973924491655,17.3111131287279,17.0251428126827,17.0909773106634,17.0251428126827,17.096074682174,16.9669187894138,16.923576660289,15.9865174491725,18.9369551629879,16.5993082961677,16.9772662471315,17.0909773106634,17.0371206636945,17.1149668618092,17.0658420468369,17.3910643577568,16.397447553142,17.1467235691256,17.0371206636945,17.1271632865039,16.0903149224139
"TUBB4B",15.0483023043883,16.1669880481596,17.2187518185077,15.0438828833577,15.8917328097413,16.8693390796885,17.1701800657031,19.0074717898009,17.1855812422678,14.5963452763949,17.9523077368428,15.7623248246052,15.6164492947592,15.758481912685,15.8962609380918,18.1449253332515,16.0931767386688,16.9779031179905,16.141363638239,17.82461702553,15.9006199441494,15.6339776067444,15.544229977297,15.4237823366734,14.9242779411992,15.6339776067444,15.776924451739,15.4915590105254,15.3682919911544,15.5362580882979,16.8138013801193,16.3724127783285,16.3950618464059,15.5022057352425,17.6613184014954,14.6686533936517,15.7466826056019,15.3280459315553,16.1456641675061,17.2075305986648,16.3560474615825,15.6741163241632,17.105173335985,15.3024091637875,15.2667464729919,16.5754144284687,16.3622223240572,16.9992220363043,14.5312411068372,17.6613184014954,16.6644808708401,16.0461663107829,18.210355187251,16.696890009826,18.0115521134817,15.6441131185357,15.3437449211938,16.3213169946238,15.934920254579,15.4542405342448,16.9418111212161,15.0106438360905,17.1684425850999,18.0448144948623,15.3553889643244,15.2449782775764,17.306493259776
"VIM",16.6230033977221,16.7377436259965,15.6191400578255,16.2621343165488,15.9490884952848,15.9043124450331,15.9291473839121,15.9204502178022,16.338547179517,16.4760307298029,15.824563807314,16.5828891397446,16.5110527349644,16.5405637296757,16.6099890250792,15.8793886112639,16.6842049011011,16.2875355652275,16.396952642417,15.8696045735338,16.4928667011821,16.281546487605,16.3860962703873,16.4830835006838,16.3507428849833,16.306854190721,16.2740944741798,16.5964400479392,16.6361023518592,16.7155903586858,16.0764963100161,16.2760627775152,16.0242866428153,16.3438453416214,16.0242866428153,16.5441811574523,16.3863324403057,16.5605120230448,16.3281519302689,16.363498295028,16.3517561657443,16.430997644435,15.8727901891507,16.4737040485611,16.3997157640857,16.2691732483798,16.3438453416214,16.420276927524,16.4665885840511,15.9969076246942,16.3863324403057,16.3401026334485,15.9998574289885,16.183531209918,16.1219933544785,16.1308520079576,16.4382835875497,16.3118948981014,16.5778420775174,16.3929836828978,16.0416882944397,17.4968476989578,15.3793885607721,16.2043260853702,16.5441811574523,16.5725454242215,15.692159425912
"VNN2",16.4413171105275,16.5014902122444,15.822419396229,16.1606177049291,16.0033276996487,16.1160427204506,15.9707226412076,16.0857072148048,16.2245438413766,16.2753952234406,15.9658422093708,16.4286609136336,16.3430336189482,16.3803319834502,16.4329043748156,16.0033276996487,16.4887966820483,16.1741944037278,16.2666858682541,15.9624427688802,16.2031416027681,16.2492266230192,16.1989056157856,16.2031416027681,16.2126882513459,16.1941184013318,16.1741944037278,16.3346220847128,16.3995596675954,16.3894092263911,15.9905490711699,16.1964907504743,16.0083744529683,16.1186559207269,15.9542378737371,16.3487440062597,16.3655803759272,16.4240040290171,16.251326786643,16.2825988277319,16.0990005418078,16.3283199048882,15.9054866485861,16.3735547246114,16.3815268108646,16.3578882456268,16.3487440062597,16.3578882456268,16.315486534502,16.1923318433427,16.1843979782019,16.1843979782019,16.1595318101635,16.2868507944531,16.3283199048882,15.9243393551796,16.3283199048882,16.1757969360132,16.3198525708188,16.2691301113551,16.1363563447478,16.0533664957734,16.1113091476534,16.4006721647779,16.3393269184948,16.3655803759272,15.7587435985176
"AKT3",20.5329883612988,19.5887856405684,20.8128261801638,20.0783718767106,20.6050646157828,20.156908953158,22.1264680526289,20.0096525319414,19.6929735454263,20.3768984731395,20.9240175345572,20.2223534669977,20.9702047329567,21.0974361064426,20.8874064306377,20.8874064306377,18.851234018475,20.156908953158,20.8128261801638,20.9702047329567,20.5641240542213,21.2387056109056,20.8874064306377,19.4776324337976,20.5329883612988,22.3226254211751,20.3385738008536,20.5641240542213,20.3768984731395,20.2223534669977,20.6888793358295,20.8274711988905,20.8274711988905,20.5570132512843,20.5570132512843,20.6665339149221,20.125985443611,20.2198647748089,20.4348235085465,20.6665339149221,20.4896787120946,20.2198647748089,21.3529774358738,20.2723309285369,20.0307482597944,20.3814571350303,20.3814571350303,20.0307482597944,20.2723309285369,21.3529774358738,20.9587316783156,21.2470487389763,21.5092440139221,21.2470487389763,21.6264244028349,20.2198647748089,19.856678539597,21.0128022256761,20.3814571350303,20.4896787120946,21.4559554941053,20.2723309285369,20.9587316783156,21.6815818033653,20.4348235085465,20.0728594907744,19.5225687846987
"IGLV3-9",20.236888866815,20.419111398058,17.0401583697464,18.9433483346093,18.7170749775227,16.2592185900345,18.9679616167082,19.0566389390898,21.3561333285072,19.7341834845034,18.6913356457602,19.9017436307855,19.6217238478898,20.5675527467027,19.9017436307855,18.8622437855112,20.3275214176283,20.1200526489312,18.521911839142,18.4112317916944,19.2421254144537,19.6217238478898,18.4504494451177,19.5332859341433,19.7780563541088,19.9898133817717,19.1519828389654,19.3094021022297,20.7320457953748,19.5332859341433,17.272878193749,19.3666624668091,19.0803632466294,19.2105546653066,19.0803632466294,19.8245755417381,19.8959721176667,20.2859910843719,19.3914328715387,19.0047528963426,18.9142325199509,20.1086257159471,18.5126407672954,20.0322120360158,20.0322120360158,19.4923560701854,19.4923560701854,19.9895852082638,20.205823873496,18.1782939176819,18.9142325199509,19.3914328715387,18.3074489614564,18.9547689209032,19.0803632466294,18.8494694987514,19.7001741855571,19.6237407159934,20.1086257159471,20.2404547193711,16.5871632363306,18.8254148106012,18.5238357248373,18.6044560293543,20.205823873496,20.1086257159471,16.4435910910084
"KRT6B",16.668842617922,15.898625587214,21.5347431735091,20.3927691006601,25.5760203697866,19.4738670030107,21.4881630669887,20.0029961696421,19.172558049987,19.0726358859219,20.867700938493,19.2883296670916,18.5392547835085,19.631448350193,19.2883296670916,20.1494794581287,17.719236473536,18.7736746104197,20.1159978948916,21.4198912492403,20.1494794581287,21.4881630669887,20.1494794581287,21.6500847798771,20.9753662393263,24.6781801351758,22.7028659951381,22.0731566493787,19.4738670030107,18.6546671738995,23.2956829889921,21.4692946170754,22.5328352906439,15.1909386232944,25.7351659865589,19.5734579401926,19.0847803380095,21.3579956776962,19.537990715688,17.0076067962879,23.0775354003877,17.8471109597737,25.7351659865589,19.6105886771215,19.6105886771215,19.9837186021257,19.7250647673419,18.9736832942704,19.6105886771215,22.1024998850322,23.6124823165502,22.6387776987984,22.2714779409991,21.7399561877361,20.5146168353391,20.3642053421671,19.2599214136283,21.2926248063185,22.1024998850322,19.8959942333696,18.8659391286606,19.4081474117799,20.883552578044,18.1291427666753,19.3733158558972,19.4540567418005,20.2655051308206
"TNXB",15.7075216540864,16.0626856969185,15.340792031748,16.2005037956395,15.842855951154,16.0261870069589,15.9514650065182,15.8727002670187,16.2930852486776,16.1406265670719,15.7849022921344,16.0132506624691,16.0101315038602,16.0533249397461,15.2209699274787,15.8869840431743,15.250364260607,16.0233936966796,16.8169438483859,15.6528452930302,15.9941033455174,16.2965107032994,15.848864226257,15.9903140645432,15.808232537315,15.9097235289767,15.217424095266,16.6273003095729,15.8300802555367,15.8687464676872,15.7198939421599,15.8995313764023,15.8584087818323,15.8825893706004,15.5256658204762,15.9727274994941,15.8312833024951,15.8865530068779,15.8995313764023,16.0147214888644,15.6728474207577,15.8412034718547,15.8216213255034,15.8697960008142,16.0147214888644,15.980679212476,15.9448425763144,15.809210513309,16.0147214888644,16.2101770838628,16.0771807470127,16.3149875608153,15.92654618422,16.0873603626133,16.0976764952323,16.6851006340107,15.980679212476,15.8176900796671,15.8662718039767,16.0586981152549,16.4045317256568,15.6647653842436,15.9105738916743,15.7812994826382,15.8789768912507,15.8455453752785,15.4647065658431
"IGHV3-43",16.6943403653262,17.1132374317026,16.1186620422603,16.4864175340434,16.3266236362394,16.3543061761689,16.2656501782645,16.4099599547365,16.5016219433229,16.5859372186969,16.2403227199863,16.6997953786095,16.621102484968,16.7246999064035,16.7199362336294,16.2852472802185,16.8153699162908,16.4532197276992,16.5375637234678,16.2226883027379,16.4249227096968,16.5527019354739,16.4941610982359,16.4976045247941,16.4372920546433,16.4755147423281,16.4214147260823,16.651934369306,16.9944048579636,16.6754959923548,16.3045286346014,16.4647874700447,16.3010071563775,16.4728425965877,16.2920129053105,16.6972088169582,16.5246949978065,16.7503962725738,16.574099344961,16.5951381270802,16.3942876947673,16.732873158296,16.2418550753704,16.6098322081169,16.6098322081169,16.5783488656339,16.5069406321962,16.5343877687513,16.6626187186876,16.4341684780968,16.4819851729589,16.4908539664109,16.4341684780968,16.5542735836766,16.5135301488133,16.2674678540866,16.6143763705035,16.563673931994,16.7264172922807,16.7442107783864,16.4297589128283,16.3252272288613,16.4120634025491,16.6626187186876,16.6972088169582,16.7688703917919,15.9961928008968
"CD99",14.277058274083,14.2895202527433,15.8183460255288,15.0182435891195,15.0760373113005,14.7658256754915,15.0516367600588,14.5982346043802,14.9115907188616,14.928607385199,14.8428186074981,14.5658260785408,14.5856749694344,14.3411166089504,14.3450649342488,14.9384861805714,14.4289027360902,14.9240973651643,14.5068688862748,14.9468083850198,14.8880911794247,15.0010180931729,15.0997504222359,15.0915689719402,14.8746911885329,15.1289572403108,14.979373995171,14.6703144848101,14.8608840967519,14.6835944273938,15.0516367600588,14.6488764824015,15.1223857571804,14.5744205020319,15.1054056055002,14.8811164081864,14.6391751780594,14.9080607501115,14.7184410560849,14.4374703386812,14.8612065504183,14.8909036846889,15.1885339116046,14.7468913215288,14.757394954373,14.4994119342938,14.5561726667487,14.6712745544811,14.9823733363518,14.3377286153335,14.7248540609267,15.0680539468788,14.4674938386436,14.3932299283119,14.5744205020319,15.6636987876864,14.8721076104564,14.7413932911475,14.8811164081864,15.0327420810479,14.3143551657813,14.5658822097937,14.3288240240623,14.2232840223291,15.0371201345541,14.9284587591572,14.5883036530169
"CTTN",16.3165841134186,16.3667839153323,16.9071312678442,16.357188590758,16.4707815130007,15.8766441811578,16.357188590758,16.2860494075887,16.1674333843407,16.2271460685349,16.992626113356,16.2689802173667,16.2621008312701,16.272492513672,16.2931164905511,16.4307093527324,16.3353662361326,16.1832470145276,16.3165841134186,16.5517798309195,16.2971698189792,16.2792976684571,16.2487423687404,16.223163593417,16.2587478801982,16.2556281811619,16.2162945580417,16.2197330313872,16.2971698189792,16.2900819059473,16.3738751194644,16.2060527550816,16.3973634822182,16.0882931144828,16.1532554619633,16.3419412101677,16.4667879721002,16.4720683655163,16.3631274979118,16.3419412101677,16.2249037609774,16.3631274979118,16.3739063473694,16.4480576257659,16.4170596562758,16.503671292362,16.5369552037651,16.3371077083052,16.2782015153435,16.1881997016914,16.2155013436425,16.2060527550816,16.1745971857438,16.3739063473694,16.3419412101677,16.4424562376828,16.3109826114978,16.3262043628961,16.3419412101677,16.4258662906262,16.3206561187259,16.1532554619633,16.2303550202939,16.4957352093565,16.352778880075,16.3838504061403,15.9530949061748
