"","lfq_SW.exo.17.9.21.121.90min","lfq_SW.exo.17.9.21.122.90min","lfq_SW.exo.23.9.21.123.90min","lfq_2.6.21.11.016.17.S.90min","lfq_SW.exo.23.9.21.124.90min","lfq_SW.exo.23.9.21.125.90min","lfq_SW.exo.23.9.21.126.90min","lfq_SW.exo.23.9.21.127.90min","lfq_SW.exo.23.9.21.128.90min","lfq_SW.exo.17.9.21.118.90min","lfq_SW.exo.23.9.21.129.90min","lfq_SW.exo.24.9.21.131.90min","lfq_SW.exo.24.9.21.133.90min","lfq_2.6.21.15.036.17.S.90min","lfq_SW.exo.24.9.21.134.90min","lfq_6.6.21.19.038.17.S.90min","lfq_SW.exo.24.9.21.135.90min","lfq_6.6.21.23.041.17.S.90min","lfq_6.6.21.23.041.17.S.90min_20210617162605","lfq_SW.exo.25.9.21.136.90min","lfq_SW.exo.25.9.21.137.90min","lfq_0.6.21.3.CPH005.17.S.90min","lfq_SW.exo.25.9.21.139.90min","lfq_SW.exo.25.9.21.140.90min","lfq_SW.exo.25.9.21.141.90min","lfq_SW.exo.27.9.21.142.90min","lfq_SW.exo.17.9.21.119.90min","lfq_8.6.21.31.071.17.S.90min","lfq_SW.exo.27.9.21.144.90min","lfq_2.6.21.7.008.17.S.90min","lfq_8.6.21.35.086.17.S.90min","lfq_SW.exo.27.9.21.148.90min","lfq_SW.exo.23.8.21.6.90min","lfq_SW.exo.24.8.21.7.90min","lfq_SW.exo.6.9.21.59.90min","lfq_SW.exo.5.9.21.55.90min","lfq_SW.exo.25.8.21.11.90min","lfq_SW.exo.24.8.21.16.90min","lfq_SW.exo.6.9.21.62.90min","lfq_SW.exo.7.9.21.63.90min","lfq_SW.exo.7.9.21.64.90min","lfq_SW.exo.5.9.21.53.90min","lfq_SW.exo.5.9.21.56.90min","lfq_SW.exo.28.8.21.39.90min","lfq_SW.exo.29.8.21.41.90min","lfq_SW.exo.9.9.21.76.90min","lfq_SW.exo.9.9.21.80.90min","lfq_0.6.21.5.CPH008.20.S.T.0.90min","lfq_SW.exo.10.9.21.81.90min","lfq_SW.exo.10.9.21.83.90min","lfq_SW.exo.10.9.21.84.90min","lfq_SW.exo.26.8.21.15.90min","lfq_SW.26.1.19.1718.018.2pt5","lfq_SW.27.1.19.1718.018.5ul","lfq_SW.31.1.19.1718.27.2pt5","lfq_SW.31.1.19.1718.28.2pt5","lfq_SW.31.1.19.1718.29.2pt5","lfq_SW.1.2.19.1718.30.2pt5","lfq_SharonW.16.7.20.1.1718.031XK.90min","lfq_SW.26.1.19.1718.037.2pt5","lfq_SW.26.1.19.1718.038.2pt5","lfq_SW.27.1.19.1718.038.5ul","lfq_SharonW.16.7.20.3.1718.039DK.90min","lfq_SW.26.1.19.1718.041.2pt5","lfq_SW.26.1.19.1718.043.2pt5","lfq_SharonW.16.7.20.4.1718.046IC.90min","lfq_SharonW.16.7.20.6.1718.048LW.90min","lfq_SharonW.16.7.20.8.1718.050JM.90min","lfq_SharonW.9.7.20.11.1718.053AT.480.90min","lfq_SharonW.14.7.20.12.1718.054RT.90min","lfq_SharonW.14.7.20.13.1718.055GP.90min","lfq_SharonW.14.7.20.14.1718.056SB.90min","lfq_SharonW.14.7.20.15.1719.059OC.90min","lfq_SharonW.14.7.20.16.1719.061LC.90min","lfq_SharonW.24.7.20.21.116OC.16.8.16.90min","lfq_SharonW.24.7.20.20.116OC.30.4.13.90min","lfq_SharonW.24.7.20.19.116OC.8.5.12.90minn","lfq_SW.25.1.19.118OC.2pt5","lfq_SW.27.1.19.118OC.5ul","lfq_SharonW.22.7.20.14.155CB.6.2.18.90min","lfq_SharonW.22.7.20.13.155CB.8.4.14.90min","lfq_SharonW.22.7.20.12.155CB.9.4.13.90min","lfq_SharonW.22.7.20.8.159PG.29.7.14.90min","lfq_SharonW.24.7.20.25.161HM.9.12.14.90min","lfq_SharonW.22.7.20.16.162HN.13.11.18.90min","lfq_SharonW.21.7.20.4.170OK.11.5.17.90min","lfq_SW.exo.16.9.21.106.90min","lfq_SW.exo.16.9.21.107.90min","lfq_SW.exo.16.9.21.105.90min","lfq_SharonW.24.7.20.22.198WS.20.3.18.90min","lfq_SW.exo.16.9.21.109.90min","lfq_SW.exo.16.9.21.110.90min","lfq_SharonW.26.7.20.30.90min.283OM.10.518","lfq_SharonW.26.7.20.29.90min.283OM.14.2.17"
"MME",16.0988121562526,15.9429632748602,14.8321788149917,14.9807025605962,15.2176140827224,15.8186298889209,14.8895848396117,15.0615950435377,14.8040738275405,14.7423085037845,14.7423085037845,15.1595677230477,14.8228430967306,15.0745192477735,16.0073942658285,15.110848148879,14.840568268239,15.1890739042363,15.0745192477735,14.7933534118712,15.2800846735019,15.110848148879,14.9058349038623,15.1125254075629,15.2721863205031,15.1038838811834,16.0220703383511,15.0745192477735,14.8789407773574,14.9807025605962,14.9361341954042,15.2335661563071,14.8501269632902,14.6496040434335,14.761565584994,14.6496040434335,14.7832546673686,14.8321788149917,14.868907741339,14.7423085037845,14.6376794557318,15.2411623575411,15.0255177257476,14.7933534118712,14.868907741339,14.9237192608452,15.0140426956561,15.1890739042363,14.6700906735475,15.8606818672697,14.9808177256432,15.0536951768319,15.3262742043207,15.2852821058863,14.9523447417653,15.7896705670667,14.5875759748501,15.7327158801703,14.7649958523718,14.5297547709032,15.1820051788288,15.1446376517704,16.0333507402241,15.0540008551222,15.1507372226661,14.9620654928736,14.9744502892159,16.0199143857316,15.4033541630871,15.6657488884083,15.6747016637082,15.7745440430362,15.3758738969411,15.0483804965001,15.3806044964331,14.4423048012461,14.7066788595507,14.7184239007139,14.5618695387,14.8638653784585,15.0629727896079,14.8902006453593,14.6956910217234,14.7425697368569,15.5135886853378,15.9400532647629,14.4868414963642,14.4248304689372,14.4127475238986,14.7937673514364,14.4168819441575,14.4044353571629,15.0905698351258,15.406944503364
"PGD",16.2247301720557,16.2043349860163,16.2200657597869,16.3763525838499,16.5577257676257,16.287079835537,16.5347894856356,16.6126003586116,16.4704503763756,16.4291311981029,16.2596673968274,16.436752630582,16.4960439233819,16.4007436494771,16.1343892861408,16.3514508399212,16.301407970827,16.3333684737625,16.3514508399212,16.4516210656294,16.5275027387559,16.3333684737625,16.4650426120379,16.5504234986093,16.4437232492419,16.402365376848,16.3157485120159,16.3333684737625,16.3265010166891,16.4007436494771,16.4007436494771,16.3366451345359,16.656524625673,16.5900793357536,16.5717006647051,16.5347894856356,16.4704503763756,16.5657691035152,16.4437232492419,16.436752630582,16.6293143116767,16.6498042953822,16.5020554123092,16.4834626409971,16.5577257676257,16.6209693253445,16.3428649589697,16.3763525838499,16.6293143116767,16.4291311981029,16.3743749555777,16.4960439233819,16.2903903134564,16.2428800704743,16.2250943923809,15.8949744306553,16.529246796033,16.0510276991745,16.5129120677265,16.5362640590051,16.1844940744113,16.2103586498441,15.9241767526907,16.1756337440089,16.2103586498441,16.4571983793594,16.3403794356931,16.0423339979771,15.9756065661635,16.2774065312767,16.9486401495322,16.0946692220512,16.1756337440089,17.0942172204261,15.4693007634267,16.2856019742875,16.5781561336223,16.4416638522752,16.3893896031138,16.3785999918195,15.9325149902587,16.4571983793594,16.5190752731821,16.3343175291075,15.9756065661635,15.92821750873,16.5129120677265,16.4514618707763,16.529246796033,16.9198153408588,16.4054002542038,16.2465028645315,15.9325149902587,16.6263663503588
"RAP2B",14.9545263738965,14.7875458734684,16.1171980167669,15.5622668802572,15.5546436782513,15.0547964562073,15.649114478384,15.4580802280039,15.65709604367,15.4446025693183,15.6306575776276,15.0650333199964,15.8773525568672,15.3606672837222,14.8133066092892,15.3971782378158,15.6207878917849,15.5622668802572,15.5622668802572,15.5811944215445,15.4314877156383,15.5622668802572,15.5054765532356,15.119120619821,15.1727299610801,15.3868386946567,15.1298515584533,15.4920148630751,15.7472148702716,15.4920148630751,15.5622668802572,15.3784490885364,15.5411183810897,15.725560293867,15.5751768746353,15.5342335344471,15.717223543768,15.6306575776276,15.218768809406,15.5342335344471,15.5546436782513,15.4167796931879,15.5262477377463,15.6403169673228,15.5486858712141,15.511197227649,15.2850540731027,15.3971782378158,15.65709604367,14.9800467908957,15.740585657234,15.8442112950936,15.1047364173553,15.1601046210335,15.3417119737898,15.3158795676301,15.6792044700419,15.2346707982916,15.3522236597096,15.3700386191875,15.1302057780017,15.1190172378509,14.586976560354,15.2146065445517,15.1659830580571,15.7541857792644,15.4502587812339,15.4417139392907,16.1191882170257,15.3550778489153,15.4794371242967,15.4636787049237,15.5134354387289,15.2735044911829,16.1816194468414,16.5403421249819,15.4005646069583,15.2803469469191,15.2972685388471,16.2302451415641,16.6654244199292,15.6719812064103,15.7445687673761,15.6459892504847,15.2837532847205,15.5218997770159,15.434886362557,15.5470447364602,15.5160533528263,15.8568902971541,15.5441111609902,15.6331280678213,15.4851459974906,15.4257095594689
"RETN",17.8064725084291,17.7820482213677,16.9424762125039,17.4564129080282,17.6378856065696,17.6781493516827,17.4977847766438,17.6684249257543,17.434266827562,17.5550731534637,17.3567778577464,17.7209944119509,17.5550731534637,17.4369911932289,17.8802773155024,17.4715272958613,17.4915042425786,17.4851452078472,17.4715272958613,17.4557424859571,17.5550731534637,17.4715272958613,17.5621544863178,17.6990600223156,17.6730275730638,17.6730275730638,17.7332016479397,17.4564129080282,17.3333870928911,17.4176845489311,17.4715272958613,17.6378856065696,17.6378856065696,17.5943991806452,17.5723177153658,17.6288684036061,17.6288684036061,17.5550731534637,17.7370184774262,17.4915042425786,17.5943991806452,17.6623430951541,17.7161469673881,17.5994637413527,17.6155400538752,17.6378856065696,17.6218421462451,17.4715272958613,17.5037223707838,17.8121965695425,17.5137457505842,17.6218421462451,17.4745173799019,17.4348802121405,17.2962651574154,17.6509924271755,17.184806915275,17.6509924271755,17.1643449831711,17.184806915275,17.6595868974489,17.6241038430815,17.8629874092378,17.3252142500171,17.4938586210301,17.5687936778132,17.5121582400761,17.9328297836254,17.7107093163431,17.8104322797336,17.74021464165,17.8309343371105,17.3543837103768,17.4745173799019,17.6139604278806,16.4082603513044,17.2468069999915,17.2566322063872,17.3252142500171,17.0519208784172,17.2566322063872,17.2962651574154,16.6529693028661,17.2566322063872,17.5687936778132,17.8629874092378,17.2566322063872,17.1450162281671,17.3157037489229,16.3413566490409,17.0303225072908,16.357792268407,17.6420774340808,17.6834515412692
"UBA1",15.2759398077047,14.8320555688845,15.4186494000887,15.0113452290066,14.9302450495394,14.8106797357489,15.0692783529271,15.3135480275425,15.1745375866099,15.0894453462139,15.4404107593796,14.9660092812532,15.6852839418728,15.0113452290066,15.0692783529271,15.165408149642,15.1303072033299,15.165408149642,15.0528983670764,15.1469324976528,15.0612158906853,15.0113452290066,15.2129884562142,14.864702328902,15.0462905174266,15.0987173937862,14.8008105457928,15.165408149642,15.5523011657203,14.9363587518428,15.165408149642,15.1745375866099,14.8008105457928,15.1857573641715,14.8320555688845,14.8535986152186,14.8415241670889,15.0987173937862,14.6328991683056,14.8008105457928,14.8106797357489,14.9203847178769,14.9302450495394,14.9024213975415,15.0079782703121,14.9104326210976,14.7821237943601,15.0858268295554,14.864702328902,15.0162208944265,15.0894453462139,14.864702328902,14.9209152233832,14.9041738755182,14.833623595661,14.9809699456779,14.5883794674947,14.9875557265752,14.7770974302159,14.8552975719337,14.9277889705964,14.8972588553828,14.9559111355022,14.7986564376681,14.9074667317232,15.0532326997714,14.7986564376681,15.211688464939,15.1200851195419,15.0253373647179,14.655534199008,15.0856760287073,14.9600760837285,15.4897315231076,15.1977788464499,15.0924558796549,15.71586994156,14.7946106593031,14.833623595661,15.4023476078656,16.5060163241005,16.1468243451976,15.3293163242582,15.1677005511578,14.9397845552914,15.3506029357283,15.0378740962039,15.1200851195419,14.9904889490482,15.3737681884862,15.0709236138372,15.1643067619712,15.2459803664896,15.1235539494746
"A2ML1",12.6629482221752,12.8223755225171,14.2294721209449,14.2894410868581,13.3607519801823,12.4622139134789,14.7223238992668,14.2185217289681,14.5203351182762,14.5266128593466,14.5773702663343,13.2231369894909,14.2843002702167,14.6504004727916,12.5999832849414,13.8925447299974,14.5942816045836,13.8623023152907,14.2894410868581,14.9272003790815,14.0038711217692,13.8623023152907,14.440087855366,13.1709532477307,13.5141530673365,13.8837624556008,13.0062255501027,13.7559452425776,14.8150952792555,14.0719988772831,14.2894410868581,13.6210373000742,14.6839854772788,15.1143829763648,14.7547983557893,14.6629732295485,15.1530984460976,14.9755141117616,13.4992309982353,15.1102272559267,14.5504152441063,13.6427979517577,13.6509920225219,14.4930029430966,14.3677435760532,14.5335628675307,13.5294650734131,13.8925447299974,15.6556667178095,12.7074561648997,15.5709348760366,15.126106424508,13.3584615852729,13.3584615852729,13.7169952794396,13.0654855301425,15.0454307383813,12.9540942483319,14.3787654702861,14.3787654702861,13.3584615852729,13.2496979337702,12.9540942483319,13.1737076969691,13.5215178638104,14.2691950130958,13.9037266420646,13.0654855301425,13.5215178638104,13.7683916429729,13.0654855301425,13.6287857806885,12.9540942483319,13.6716977581181,13.8698375844311,15.0066514755435,14.6622954347882,14.4439781957156,14.4784556921153,14.5993418929088,14.4011564979651,13.8698375844311,14.8409255586506,14.3787654702861,13.5215178638104,13.0654855301425,14.8463428305562,15.2632704441289,15.5689465431448,14.8601028524838,15.7959318225004,15.1838043420673,13.7169952794396,13.8218950767304
"ACADVL",14.7096889362143,14.7492818095445,14.1864032046442,14.4838184416313,14.7145302635061,14.7038737204436,14.5617617953496,14.627885782856,14.5552646812842,14.6403967811485,14.3800889659623,14.6981007719423,14.4574930720857,14.6481939611164,14.7442676855748,14.6481939611164,14.4640196107592,14.5389744476858,14.5926286205799,14.5807771959789,14.6682971170528,14.4838184416313,14.6981007719423,14.657153828393,14.7245753555051,14.6787010103257,14.7442676855748,14.5389744476858,14.3494844889613,14.5389744476858,14.5389744476858,14.6470288260314,14.6341454511961,14.5102675852471,14.657153828393,14.5807771959789,14.5870694672192,14.6224436253347,14.7145302635061,14.5260043885908,14.616487845193,14.6981007719423,14.6224436253347,14.6054437409597,14.627885782856,14.6840349155554,14.7542040158705,14.6481939611164,14.593749085976,14.7038737204436,14.5397393203041,14.616487845193,14.6565595336077,14.6745944982523,14.5435367556747,14.6418832732022,14.4268081784235,14.7194692288647,14.5220238918021,14.5538753054563,14.6745944982523,14.6745944982523,14.7740247931236,14.5987156625002,14.6120281722052,14.5987156625002,14.6120281722052,14.7150452122098,14.6480516355223,14.8210468799131,14.6615632214388,14.6615632214388,14.6615632214388,14.5435367556747,14.5891986649046,14.1036045579142,14.3033141548223,14.5630352598907,14.5309876967327,14.4268081784235,14.5630352598907,14.5021883758316,14.2406906585182,14.5309876967327,14.5800207333654,14.7828318605729,14.4091613159439,14.4562955187201,14.4562955187201,13.5262520707011,14.382523047907,14.2246557899688,14.6170978176889,14.5935900830743
"ATP6V1A",15.5275058772275,15.4550769542977,15.2687510109534,15.4037439361646,15.4635532771273,15.4281088312496,15.3790419799362,15.414362701779,15.4281088312496,15.4764488338537,15.2931166389005,15.3681147146123,15.3830991452157,15.3734566026237,15.4594524689788,15.4268987755459,15.327873635783,15.3734566026237,15.3734566026237,15.423833915035,15.4030799916146,15.4037439361646,15.4333948538369,15.388984939604,15.3681147146123,15.5533129303147,15.4462764106861,15.4037439361646,15.2580195806169,15.4037439361646,15.3734566026237,15.4672422111448,15.3974757680735,15.414362701779,15.4030799916146,15.4281088312496,15.4085581756426,15.4333948538369,15.4672422111448,15.3089251873484,15.471923708665,15.3937315364558,15.5181302542084,15.414362701779,15.5181302542084,15.3734950031852,15.4805372802909,15.4037439361646,15.4281088312496,15.5442433191974,15.2839314883861,15.3937315364558,15.3940562131247,15.3351879177904,15.3535593931134,15.3602637733174,15.2854872766101,15.3641925324469,15.3879719723182,15.3782135686718,15.3879719723182,15.3912427117612,15.4463984156483,15.3683553325526,15.4006921130671,15.3459342195268,15.4006921130671,15.4650147633426,15.350155302338,15.4870133615756,15.3782135686718,15.4907510397259,15.4062786396413,15.2717186025378,15.3602637733174,15.9565538104165,15.252615825299,15.382004516437,15.3851011718143,15.382004516437,15.2639277965729,15.2748146961364,15.3535593931134,15.3244239980291,15.3430245646029,15.5114904238754,15.4463984156483,15.3390464697744,15.3782135686718,15.3244239980291,15.321022182419,15.2717186025378,15.2684114604735,15.2814019600462
"ATP6V1B2",14.362319991353,14.4926673053192,14.0907915157159,14.3109125570683,14.3099097353896,14.3416946294434,14.2628738803641,14.362319991353,14.2515764447943,14.3099097353896,14.2628738803641,14.43497370178,14.2287834792799,14.3109125570683,14.362319991353,14.3109125570683,14.2879139386141,14.2515487954671,14.3109125570683,14.2992527942695,14.2879139386141,14.3109125570683,14.2760874835825,14.362319991353,14.4428714639971,14.3305736315348,14.4505963112936,14.3109125570683,14.2287834792799,14.3109125570683,14.1983490884499,14.3209137165998,14.3751443432121,14.2174798604493,14.2879139386141,14.3518020578835,14.2879139386141,14.2628738803641,14.3869229966781,14.3416946294434,14.2760874835825,14.3209137165998,14.3305736315348,14.2992527942695,14.2879139386141,14.2992527942695,14.3869229966781,14.3109125570683,14.3209137165998,14.4926673053192,14.362319991353,14.4268979699706,14.3897410790027,14.4133510547798,14.2866340055317,14.3167733217601,14.2103591317641,14.3897410790027,14.3001103034444,14.305788593972,14.3770431354227,14.3897410790027,14.4444039178559,14.305788593972,14.3223312265234,14.2940773355667,14.3770431354227,14.4538402732533,14.3607482138104,14.4955648699458,14.423032660407,14.3829801424177,14.2866340055317,13.7786698845017,14.3167733217601,14.1157186756421,14.1451755732699,14.2402012657437,14.2255895793556,13.7786698845017,14.1528621164497,14.2473081034302,14.1074273582691,14.305788593972,14.3113417487132,14.4585338579907,14.1768364529528,14.2255895793556,14.19407090336,14.1451755732699,14.2103591317641,14.0920230322056,14.339725888844,14.3286413318022
"CALML3",18.0858559284749,17.9356201766082,16.9737532422337,17.9935287033722,18.3609030687245,17.9527759191639,18.2135817757256,18.4322383386309,18.1480163596181,18.3070964610876,17.7979860643756,18.1855299427573,17.7559540109013,18.110163474373,17.9822746611462,17.9454827119275,18.1380400485153,17.9622538048447,18.0768917286584,18.1664624773864,18.4322383386309,17.9789141692403,18.0205362070655,18.3609030687245,18.3276873934562,18.4567648602603,17.9356201766082,17.9789141692403,17.5343467272451,18.0768917286584,18.056565092778,18.2857658335203,18.6323185307498,18.5133422187359,18.4790208499288,18.7918245782171,18.603541330193,18.603541330193,18.5133422187359,18.5390600726809,18.7653193472964,18.5133422187359,18.489998931297,18.6323185307498,18.6738813376236,18.6738813376236,18.502306554068,17.9622538048447,18.603541330193,18.3384860218926,18.2857658335203,18.6869092322236,18.3949933082573,18.4154149332635,18.0766624953347,17.381482958192,18.5891487184345,17.5560035707207,18.364454151153,19.039817152684,18.0998084952538,18.2304432278945,17.8577349930543,17.9763775770844,18.3445134289691,17.2875319561519,18.0766624953347,17.2294393900497,15.3594670399304,18.0151980297941,17.5059808177348,17.2130985452941,16.9148667641613,17.7393256156743,17.3553251971625,17.381482958192,17.4597043174407,18.6773245834812,18.8278451921142,16.8152821235679,17.2557521174549,17.6258485484899,16.8152821235679,17.8048134179783,17.0959485221158,17.6394113277215,18.996889213403,18.667147069421,19.552799911568,16.6332800516309,19.3573251431103,17.3281120359278,17.3635766965705,17.2946379333401
"CPA4",16.0614192033773,16.089902596909,15.3449862701555,16.0216509225393,16.4052683884285,16.1637391536803,16.0302517299964,16.292363006668,16.0083615722708,16.1780375587833,15.7702589178483,16.392282946886,15.9276048914712,16.0606288461756,15.8313815939556,16.0414043471948,15.889099746813,16.0812473297968,16.0216509225393,16.1004002473819,16.1357125232666,16.0414043471948,16.0203340190025,16.5642024253731,16.423089897365,16.3778976303017,16.1472861687367,16.0216509225393,15.7023360204923,16.0216509225393,16.0812473297968,16.3554177970873,16.2608252855648,16.0133064714745,16.168251542728,16.2424363318052,16.1884480415457,16.0673676247852,16.5480315569899,16.089902596909,16.2712284102585,16.6509073521529,16.3446277179103,16.2065664080293,16.304692388702,16.2424363318052,16.3846417533982,16.0606288461756,16.1637391536803,16.1884480415457,15.945828037414,16.3446277179103,16.0817199656532,16.032379457886,16.5717578927628,15.61774808385,16.3308803487526,15.7299539884355,16.6613327561759,16.6902920200374,15.8290187462437,16.2411785383627,15.4394091169207,16.1112679197365,16.2213366330597,15.8239477093694,17.5040838459292,15.4304731319903,15.5561280065929,15.8154247721439,15.6491562457262,15.5774989004761,15.6133587345919,15.7482833821746,15.6876722364574,15.5527654599834,15.6876722364574,16.6366628337921,16.5158347486859,15.6133587345919,15.878483263424,16.0571920300825,15.5968452874223,16.0277779517156,15.4629170960246,15.8339857876506,16.2656222786469,16.0614728772896,16.1972135477556,15.5206383032519,16.1320302913315,15.6655450960949,15.9542663820324,15.5968452874223
"CRABP2",16.7835352898376,16.8560132949804,15.8964317837061,16.4386121461062,16.5695416374514,16.7437045409874,16.4899200057081,16.5383165988627,16.4002698164304,16.4123679000318,16.2679928534552,16.6499513386716,16.4086444392156,16.4218386957831,16.9152807615598,16.4386121461062,16.3133662603038,16.4386121461062,16.4386121461062,16.4299968781092,16.4854403216534,16.4218386957831,16.4448964085755,16.6357498808139,16.6041993992143,16.5597744565515,16.7082694179062,16.4386121461062,16.2336534369965,16.4386121461062,16.4041158881458,16.4854403216534,16.5383165988627,16.4448964085755,16.4730891651074,16.4506182868767,16.4506182868767,16.4248833979412,16.5644701764337,16.3774047091229,16.5644701764337,16.5644701764337,16.5484337059619,16.5428787408484,16.6232922980866,16.5383165988627,16.5383165988627,16.4386121461062,16.4730891651074,16.9204553052016,16.3492577928101,16.4352440968156,16.8213727037971,16.8077503423702,16.2757330044188,16.6726600772179,16.127358354059,16.6133946495451,16.259542431282,16.3605211674549,16.8213727037971,16.788223916259,16.6281741063099,16.5782305076013,16.7148360066492,16.2984273221552,16.3278937377306,16.7456724530226,16.444212642343,16.8730374882364,16.6469336691872,16.6726600772179,16.3806308843325,16.3278937377306,16.5627218878821,15.7735752549635,16.020528258415,16.182146829795,16.1207151846014,16.0493352547857,16.1715098015698,16.1982121143802,15.9294233149142,16.1715098015698,16.3526527681545,16.9193693519139,16.2907622900434,16.182146829795,16.3042731104197,15.6945085543171,16.0493352547857,15.7516684940912,16.3042731104197,16.5050810791886
"CSTB",15.7454020802481,15.7500193115286,15.7542855179161,16.0259417265229,15.8949742614844,15.6973273649874,16.5612463282239,16.0243652594709,16.2822996900074,16.0979067252546,16.1129505898559,15.7946078758201,16.0650862959088,16.0259417265229,15.6754678607159,16.0259417265229,16.1305763638275,16.0088219175639,15.9644255276668,16.3187427943895,16.1305763638275,15.9644255276668,16.2154506807106,15.9155694556525,15.8190559245863,15.848706024884,15.823041862979,15.9781555807289,16.0503067390287,16.0088219175639,16.04051367707,15.9608200132185,16.2399517978819,16.3187427943895,16.3375286680035,16.2020868171427,16.4541305339802,16.4063428872144,15.9024927995414,16.3375286680035,16.3422937999802,16.0829248568346,16.1621893092087,16.174634189938,16.1933395701363,16.0979067252546,15.9429284516179,15.9781555807289,16.5771954507301,15.7591886895976,16.2399517978819,16.4127633060895,15.6953080360698,15.8298961480441,15.9091780081603,15.7404645388231,16.0149419233716,15.6726858980376,16.3337765432767,15.9704216144256,15.8946292238252,15.7614731117896,15.5304784082238,15.9258514637272,16.1053835207254,15.9863516061252,15.8996067216719,15.3507442617311,16.583700886845,15.6999033610558,15.4171579157593,15.8688450498516,15.2562340890439,16.0897860599441,15.7861808113444,15.8627018977889,16.0204455282315,15.9402887059228,16.0766875027821,16.1328493366219,15.8851243882326,16.094726425186,15.9528215915009,16.2990145919457,15.5304784082238,15.4911721163353,16.2134370973867,16.5758834782805,16.5548273853833,15.9148727992204,16.583700886845,16.0149419233716,16.0506741855948,15.6324151865835
"CTSA",17.5332064882829,17.5773988998611,15.836899081056,17.1344476540206,17.3692283233617,17.4437551763981,17.289797589259,17.4509132902807,17.4132393288104,17.2558956594806,16.4951054533039,17.5386197722301,17.1301158505023,17.1214047156627,17.509051301086,17.1214047156627,17.0613543087794,17.1344476540206,17.1344476540206,17.334154244791,17.4319581830598,17.1214047156627,17.2490555037393,17.4905151319835,17.4588939334396,17.4319581830598,17.4437551763981,17.1344476540206,16.6584652832269,17.1344476540206,17.1344476540206,17.3831181768378,17.6431301652854,17.1026363981216,17.5038234701262,17.4319581830598,17.5817341743272,17.5817341743272,17.5580276595723,17.1425322370047,17.5884598747234,17.4437551763981,17.4905151319835,17.6379230318166,17.5695510243584,17.5469050423727,17.5580276595723,17.1344476540206,17.1947818059022,17.622300248712,16.885218322093,17.3946618906824,17.5224723000522,17.7500356065363,17.3337162697978,17.2646839952914,16.9118919104947,17.3123175632019,17.3263664010065,17.5083009873608,17.7371118743002,17.7109063904075,17.1218053081335,17.5224723000522,17.7109063904075,17.0245688378183,17.1339159474127,17.2719591911609,16.8625673117804,17.7109063904075,17.0940896739479,17.1218053081335,17.0864966567766,16.8471976635376,16.8211479290974,15.5354823441766,14.3283094421005,17.4041156367968,17.3967305578863,15.9649852512627,16.2879130715454,16.5960005250534,15.7260453023005,16.7709877833958,16.671465598148,17.4350379090754,17.4286841451483,17.5610908558299,17.5224723000522,15.526973202145,17.3055112557613,16.1613765305554,16.8563145143539,16.9311263415549
"CTSB",18.6056929148036,18.6280595121178,17.8025725519942,18.6033304373365,18.9202109672895,18.7114873718188,19.1025379255669,18.8308372650023,18.9202109672895,18.7490092752081,18.7114873718188,18.5818369590171,18.5343612530397,18.6033304373365,18.594649605964,18.6200515421048,18.9979837558685,18.6033304373365,18.5866110479894,18.8579575273417,18.9328463335087,18.5866110479894,18.6990597291824,18.7620852557945,18.8146242178049,18.7114873718188,18.6739224823179,18.6033304373365,18.6056929148036,18.6566412701968,18.6200515421048,18.7490092752081,19.2396248617372,19.1804653175033,19.0515331668536,19.1987003361115,19.2999319669367,19.1804653175033,18.890002948982,19.0818644861051,19.3440243532742,19.0515331668536,19.0151824289421,19.1401440638462,19.2999319669367,19.4850820286179,19.0151824289421,18.6200515421048,19.2999319669367,18.8736371556037,18.8308372650023,19.2782424614014,19.1198471377572,19.3708997592238,18.6947792531934,18.2676634273081,18.8464651802884,18.3746021630431,18.7222800761392,19.4086945884022,19.2114952967683,19.0115095413763,18.2552791135772,18.6519085450771,19.1198471377572,18.2676634273081,18.0867108585568,18.0233302685085,16.1700527096423,18.9444410608306,18.1543609297029,17.8788346521724,16.6833333188804,18.3522773496649,17.6716315634221,17.7679472151231,17.9236163412356,19.1052362223367,19.2114952967683,17.4461457780532,17.8592835331671,18.0867108585568,17.3311792094661,18.1543609297029,17.5969026669682,18.2676634273081,19.3273515220363,19.5917311204466,20.0339214412598,17.1980891699792,19.8544548954573,18.4450959553971,18.2336104486627,17.7093504910829
