"","lfq_SW.exo.17.9.21.121.90min","lfq_SW.exo.17.9.21.122.90min","lfq_SW.exo.23.9.21.123.90min","lfq_2.6.21.11.016.17.S.90min","lfq_SW.exo.23.9.21.124.90min","lfq_SW.exo.23.9.21.125.90min","lfq_SW.exo.23.9.21.126.90min","lfq_SW.exo.23.9.21.127.90min","lfq_SW.exo.23.9.21.128.90min","lfq_SW.exo.17.9.21.118.90min","lfq_SW.exo.23.9.21.129.90min","lfq_SW.exo.24.9.21.131.90min","lfq_SW.exo.24.9.21.133.90min","lfq_2.6.21.15.036.17.S.90min","lfq_SW.exo.24.9.21.134.90min","lfq_6.6.21.19.038.17.S.90min","lfq_SW.exo.24.9.21.135.90min","lfq_6.6.21.23.041.17.S.90min","lfq_6.6.21.23.041.17.S.90min_20210617162605","lfq_SW.exo.25.9.21.136.90min","lfq_SW.exo.25.9.21.137.90min","lfq_0.6.21.3.CPH005.17.S.90min","lfq_SW.exo.25.9.21.139.90min","lfq_SW.exo.25.9.21.140.90min","lfq_SW.exo.25.9.21.141.90min","lfq_SW.exo.27.9.21.142.90min","lfq_SW.exo.17.9.21.119.90min","lfq_8.6.21.31.071.17.S.90min","lfq_SW.exo.27.9.21.144.90min","lfq_2.6.21.7.008.17.S.90min","lfq_8.6.21.35.086.17.S.90min","lfq_SW.exo.27.9.21.148.90min","lfq_SW.exo.23.8.21.6.90min","lfq_SW.exo.24.8.21.7.90min","lfq_SW.exo.6.9.21.59.90min","lfq_SW.exo.5.9.21.55.90min","lfq_SW.exo.25.8.21.11.90min","lfq_SW.exo.24.8.21.16.90min","lfq_SW.exo.6.9.21.62.90min","lfq_SW.exo.7.9.21.63.90min","lfq_SW.exo.7.9.21.64.90min","lfq_SW.exo.5.9.21.53.90min","lfq_SW.exo.5.9.21.56.90min","lfq_SW.exo.28.8.21.39.90min","lfq_SW.exo.29.8.21.41.90min","lfq_SW.exo.9.9.21.76.90min","lfq_SW.exo.9.9.21.80.90min","lfq_0.6.21.5.CPH008.20.S.T.0.90min","lfq_SW.exo.10.9.21.81.90min","lfq_SW.exo.10.9.21.83.90min","lfq_SW.exo.10.9.21.84.90min","lfq_SW.exo.26.8.21.15.90min","lfq_SW.26.1.19.1718.018.2pt5","lfq_SW.27.1.19.1718.018.5ul","lfq_SW.31.1.19.1718.27.2pt5","lfq_SW.31.1.19.1718.28.2pt5","lfq_SW.31.1.19.1718.29.2pt5","lfq_SW.1.2.19.1718.30.2pt5","lfq_SharonW.16.7.20.1.1718.031XK.90min","lfq_SW.26.1.19.1718.037.2pt5","lfq_SW.26.1.19.1718.038.2pt5","lfq_SW.27.1.19.1718.038.5ul","lfq_SharonW.16.7.20.3.1718.039DK.90min","lfq_SW.26.1.19.1718.041.2pt5","lfq_SW.26.1.19.1718.043.2pt5","lfq_SharonW.16.7.20.4.1718.046IC.90min","lfq_SharonW.16.7.20.6.1718.048LW.90min","lfq_SharonW.16.7.20.8.1718.050JM.90min","lfq_SharonW.9.7.20.11.1718.053AT.480.90min","lfq_SharonW.14.7.20.12.1718.054RT.90min","lfq_SharonW.14.7.20.13.1718.055GP.90min","lfq_SharonW.14.7.20.14.1718.056SB.90min","lfq_SharonW.14.7.20.15.1719.059OC.90min","lfq_SharonW.14.7.20.16.1719.061LC.90min","lfq_SharonW.24.7.20.21.116OC.16.8.16.90min","lfq_SharonW.24.7.20.20.116OC.30.4.13.90min","lfq_SharonW.24.7.20.19.116OC.8.5.12.90minn","lfq_SW.25.1.19.118OC.2pt5","lfq_SW.27.1.19.118OC.5ul","lfq_SharonW.22.7.20.14.155CB.6.2.18.90min","lfq_SharonW.22.7.20.13.155CB.8.4.14.90min","lfq_SharonW.22.7.20.12.155CB.9.4.13.90min","lfq_SharonW.22.7.20.8.159PG.29.7.14.90min","lfq_SharonW.24.7.20.25.161HM.9.12.14.90min","lfq_SharonW.22.7.20.16.162HN.13.11.18.90min","lfq_SharonW.21.7.20.4.170OK.11.5.17.90min","lfq_SW.exo.16.9.21.106.90min","lfq_SW.exo.16.9.21.107.90min","lfq_SW.exo.16.9.21.105.90min","lfq_SharonW.24.7.20.22.198WS.20.3.18.90min","lfq_SW.exo.16.9.21.109.90min","lfq_SW.exo.16.9.21.110.90min","lfq_SharonW.26.7.20.30.90min.283OM.10.518","lfq_SharonW.26.7.20.29.90min.283OM.14.2.17"
"ITGB1",17.8785586633034,17.1110052939929,17.4375361806274,19.7132222385053,16.7374950630545,16.9437540696874,17.8920499501282,16.7874187827173,18.2426740660084,16.5802704725296,18.4022556813404,17.1731503920537,18.1442746903385,17.1873473177341,17.0968483095039,18.0308721989715,17.6211589348595,16.8626331198802,16.9359411739691,17.5901218496243,17.0169330325067,16.7476447443623,17.7361079503834,17.1276914654243,16.8500087452996,16.8814709682172,17.2812615411574,17.0489524549622,17.6714164754093,16.9057963880763,17.2455250081582,17.2371080491222,17.0968483095039,16.6686302891191,16.9437540696874,16.7542640337105,16.7874187827173,16.6356807872329,17.0968483095039,16.5802704725296,16.5623865475735,16.843798351015,16.8185264742575,16.6020153436745,16.7175225797007,16.8741514096986,16.8888358207857,16.7959588347911,16.6938149036557,17.231102985155,16.1203577374254,16.6573720319476,16.7688255426509,16.6430634884149,17.0320742549967,18.0670606031221,17.9318806328882,16.7354243883228,16.9077871273302,16.8575732381843,16.6159099283424,16.5482910203164,16.8945568270642,17.3106753660014,16.6758481329626,18.7181706354204,17.5622237827807,18.0221833681742,17.8753733020641,16.779003682625,16.7467907938839,17.2735040618637,18.2117181932269,17.0710736155719,18.5475711903885,18.600516192334,18.3299578889759,17.6071313132355,17.5724101673432,18.2018258222323,17.9966956384408,17.9634956584857,18.561177600067,17.7393882639228,18.373253740082,18.0670606031221,16.6928348773888,16.5408553258092,16.1592412235472,20.0827925181963,16.3180740061151,15.3335083175417,17.7525573642271,17.9071785324113
"ITGB2",15.781157523102,16.1788998019811,14.6162810825099,15.1281688278837,16.9974243329463,15.6024749535865,15.9211496890974,16.4748273766149,16.3031898944074,17.2254269066128,15.7229713994737,16.6526287831164,15.4882471268031,16.2356911272695,15.6522822146304,18.5939549371054,15.5270056513028,16.1357916452949,16.2693381744437,16.2600489320803,16.7142665754654,16.1357916452949,16.0540575917112,16.2917652349449,16.060787096223,16.1954051598004,16.0780000778641,16.2356911272695,12.4868868124396,16.16737914491,16.0746444680182,16.3031898944074,15.7537325632372,16.2854168089855,16.4194935917751,16.2730326764818,16.0061076342101,16.1238456629858,17.2254269066128,15.7474021572575,16.5141063953658,16.535931220697,17.1630216093189,16.4981291529642,16.626457308175,16.7005391053002,16.8245634381556,16.1357916452949,15.5573223964663,15.6211792915229,15.8259234453503,15.9508149800607,15.81366059409,15.8604432432057,18.3910607085548,15.7348843224113,17.8280939204721,15.3490927847573,16.1334833013443,16.1259287709508,15.5958138667009,15.9627917528439,15.81366059409,15.6410423598185,15.8392361201313,14.044522341062,17.9846592412512,14.7334191941074,16.6543054931018,16.1513181977924,16.9925134214471,16.8377962969218,16.5073363436675,16.1954493456783,17.9539483163129,16.4062647688743,18.0043567679638,16.6966484004336,16.701035984379,15.7348843224113,18.1449186462851,14.9474868622919,16.6616148812886,18.8718094033877,17.646838775477,15.8164691297962,16.1334833013443,15.7782893427112,16.3621682793047,16.8629792600129,15.8199724006595,19.2378022319663,15.3639546392482,14.7265019680762
"ITGB3",21.3028419376127,20.4099757248341,22.5984479647874,24.7283954543468,21.7193430143503,21.4024906296696,22.5511693841082,21.4339846254078,21.8123710832434,21.3679924996115,22.0292835790476,21.3343294297692,22.9403189363501,19.9090217588399,20.0156955767057,19.458651186667,22.2189301111409,21.1879741680623,20.972240479239,21.9386206103891,21.6810258898468,21.9063448018308,21.875127172594,20.941977348994,21.3679924996115,20.9738491770035,20.5473135062268,21.547669717887,22.1038930851981,19.7565782437676,20.2053342889379,21.7812253528327,17.9383895359915,19.7136987380009,21.3343294297692,20.5957484372141,20.7015902132731,19.4539276141928,20.3051384840806,21.3028419376127,19.7777236365327,20.1688441762738,20.1309519149407,19.2543231360059,19.9108387632405,20.1688441762738,18.2498338373004,21.547669717887,16.6347325891099,19.4737061231658,22.2996731980536,19.3574217052732,20.1463258615261,20.2248575088572,21.7173216507605,22.473179545744,22.5166270430574,21.9146807537031,20.9511365557043,20.4639154334308,18.6321726598731,19.7814164499631,21.0212531650246,21.2036456686673,20.8329966391254,22.1687029113118,21.5624111410131,21.9146807537031,22.5166270430574,19.0251899750431,20.1062953521552,21.3315771074635,20.5417232779452,22.5166270430574,22.31776283476,23.5041194168421,22.3688277968353,21.5624111410131,21.5082774808209,22.2204341743745,22.2729504921501,21.8096007984584,23.1975109014152,17.9256194498965,21.9634750013444,21.5082774808209,20.2248575088572,20.9878588482482,16.8260636154735,23.689578597867,21.168602556318,22.2729504921501,20.6643738844361,23.1975109014152
"ITIH1",20.1934899623523,20.2317606641551,17.745431063458,17.0785276734053,20.3432687306704,19.4311444870917,19.61030719116,20.8068561955034,19.9091701238927,20.8882442557743,14.9126790425294,19.7842101360247,19.6945333056355,20.8912722471721,20.5742752651156,20.8024755537766,18.3778267335548,20.5319189496349,20.3664466167394,19.5056317180474,19.4086634457171,19.0858036743485,19.4554980493094,19.6649037488275,18.6564455792232,19.850856730286,19.9427710432465,21.7313239336793,19.3125906661937,20.8912722471721,19.9382486959242,19.850856730286,18.3182283133978,20.7620583693011,20.3432687306704,20.5353884718706,20.091104394173,20.9707600207293,20.1636036441774,17.131148394562,20.8507905555756,20.8507905555756,20.8882442557743,20.8507905555756,20.6841583495616,20.8882442557743,20.4619498121527,18.7125233669061,19.3838697840103,20.7270344369814,20.4224647336764,19.819799693723,20.5246767574601,21.3239304186191,21.3581169337994,21.838168946229,20.3206708647025,20.9254774424563,18.9139999488964,19.9546693833471,20.6813523967321,21.562332285709,19.5564713066587,21.5825123006699,21.4921492568851,16.2255580804463,19.8637813648106,19.4992991163957,19.2283551204244,20.6257803583572,19.768400119834,19.3729360993897,19.7045969579373,19.3387924702899,20.3206708647025,19.1180773059168,20.9578448628127,22.2222862359548,21.9048740746134,18.9733123890269,20.0539385787725,19.9366612208844,18.4328994723755,18.3576313930355,17.7285748003303,20.7134163546376,21.4921492568851,20.7702597120068,21.3931514939999,18.4266994368802,20.7939335033826,20.2982227583901,17.1211315765398,19.852057369602
"ITIH2",20.7031123724136,20.8124566609716,20.3663574321688,18.5785093860009,20.850298745206,19.257255592127,19.8056892823181,21.0083779558374,21.1217116580723,21.6676754225645,20.1195540251271,20.526256907118,20.8124566609716,20.919183849468,20.3301188452839,20.2097527209891,19.5021309419534,21.4234925675834,21.4234925675834,20.3301188452839,21.5045305424697,22.7179664058346,20.6559443609426,20.8124566609716,18.6498144758317,21.4404920123574,20.7580275979203,20.3206108978794,19.6333734102858,21.5501399248637,19.5593886730875,21.1751203886258,20.1620666686795,21.7732937868925,21.6676754225645,20.850298745206,21.5045305424697,22.9401103018048,20.6559443609426,19.9790819294647,20.0188366117154,19.9304144864156,21.4404920123574,22.0472698266942,20.9536070669689,22.3569656421382,21.549613157151,22.8512903384001,21.4404920123574,21.9890957132785,18.373586516905,20.850298745206,22.272467639926,22.2439119960323,21.7254267591943,22.8697038710044,21.4249194994953,21.8089035600886,20.8606074774918,21.3779376838762,22.1193646872525,21.931020892086,20.3556492308506,21.6044879020734,21.931020892086,18.0366426656583,19.957043816704,20.5673001946853,20.300938835647,21.1108559956764,18.4074997143111,19.950538387452,20.2233492275302,20.3467377809258,20.7484794357438,20.204875305772,19.4525055737045,22.6369457954455,22.1483088767381,19.614857771655,21.451903259773,18.0201503172222,19.0214114754234,20.626141530993,20.3653550313899,21.6961353273661,23.2565292395039,22.8034258409866,23.4977577430768,19.0613220997768,23.1030220779014,21.6961353273661,19.4254688490316,20.5673001946853
"ITIH4",22.1331056226715,22.1331056226715,23.4156656857292,25.8580624247675,22.0170103375249,21.4168891434337,24.3740960713877,21.5858104246147,22.7746753998401,22.9957661760836,21.6523024455552,21.3547423570407,20.204613287785,20.4554785384294,22.3184893247258,22.995156357401,22.7746753998401,22.3957794111643,22.3957794111643,21.4755958072074,22.9363955100851,22.995156357401,21.5858104246147,21.017129073911,21.619056435085,21.526961283774,21.1675376942176,20.9091506438116,22.2483087607917,23.4422712265656,22.5524282093573,21.7672912384232,24.2856875512919,22.8905174270816,24.2135472363649,22.6007727568239,23.3359502303671,22.9363955100851,24.2135472363649,23.8325957074235,24.3740960713877,23.1259736090116,21.9553044051461,25.1702396165345,22.9957661760836,23.9105456794447,23.6108970340022,24.5457087659268,21.4755958072074,24.2856875512919,23.8325957074235,23.5482119761026,23.2523283104329,23.2523283104329,23.640195471591,23.3596848581837,23.429521023573,22.9063346271918,20.1320496739371,23.2848594345516,21.747900569674,21.6297244864448,20.9414204899345,22.686383008212,22.180403585822,16.6688818034223,20.2227194454391,23.6774631543276,20.9021570376567,23.1741953935641,23.5029922173588,22.5298620977086,24.5426574448169,22.4991139096164,25.5246401685185,23.6113972458481,24.2027511387897,24.0635882089956,23.9833831487786,24.5426574448169,23.7591959295742,22.3316926993514,23.2523283104329,23.8910007859819,23.0243527583661,23.0243527583661,23.0243527583661,23.0630863159602,23.429521023573,22.7554766175785,23.2523283104329,23.7591959295742,23.53868180892,22.5703944396754
"KLKB1",19.7525305036105,18.8551786519833,20.141277185626,22.5781050384438,20.7007845881793,18.3853075872616,20.0497672292838,20.5016226067518,20.7723402623392,20.4539458474401,19.9474166088992,19.9474166088992,18.0556898415067,18.7621846367364,19.2363003904285,19.8598331725975,18.640985630958,19.8598331725975,19.0045806750813,19.997792535823,20.3853713650572,21.5335532950197,19.997792535823,19.3426721607518,18.8030831851544,20.316184372797,18.4431908703991,18.3801540691162,18.640985630958,21.2791269143326,19.2608377027979,18.6957151318608,19.4540740687345,20.9697358373927,19.6962945119387,20.9108612527168,21.6032250904082,21.1134005969924,20.141277185626,22.3346845272751,21.1134005969924,19.8462545849012,19.6962945119387,22.8025074348293,21.1134005969924,20.9697358373927,20.1959147905177,21.2791269143326,19.2919797273662,20.9697358373927,21.3258809044459,19.7525305036105,20.7319210622498,21.4545663727007,20.4766059041826,20.3321642461381,18.4036739307755,18.6792656779441,18.8377082460381,19.2921327669586,21.6172332520669,21.8039731175805,19.5407798071987,21.5672443854143,19.0165094530747,17.0125734215056,20.0075945838333,20.6154172528919,17.8235608843387,18.8580036044168,18.2497332971396,18.3240700253423,21.7758886774431,18.8473880207914,21.5919019684661,18.1174231181668,18.9941116690968,20.0594411546653,20.568442820753,20.4678700846444,20.7001870375913,18.6939444568673,18.8774110270284,20.8096115400046,21.308037000876,20.2516602566805,22.5211777969583,22.446283656172,22.7306744310504,18.8377082460381,22.7306744310504,22.417801016995,20.6916491991284,19.6664085085343
"KNG1",22.1615886231958,22.4285745641754,22.6136246143215,20.889929260363,23.2600919906571,22.7437001727408,23.3481138542272,23.9825739105122,24.1398507802836,22.0938968451338,23.5192313015103,22.6136246143215,22.6136246143215,23.7065344026468,22.9866088419971,21.3167441769965,23.2600919906571,23.7065344026468,22.9565492980177,23.2600919906571,22.8068860734028,22.7499700466457,23.9825739105122,23.5941983808703,22.0344935473126,22.2999174330185,22.3575114901952,23.9647779543392,22.1615886231958,23.9647779543392,22.7499700466457,23.9123775490133,21.8206579042035,22.9866088419971,23.1228884720192,22.9866088419971,23.5192313015103,23.5941983808703,22.1615886231958,21.4202766095961,23.9123775490133,22.7437001727408,23.2600919906571,23.4306419336467,21.6242524468027,22.2219243792626,20.7866078025671,23.9647779543392,22.4899846168913,21.5595707306551,22.0344935473126,22.1615886231958,24.474660936958,24.5798706437884,24.6768060228068,24.2034997874335,23.6671522918804,24.3334085020438,23.4330298413123,23.7806087928642,24.117772409644,24.1656976155732,22.0985223108484,24.5275706422668,23.8144285433241,22.1264885764793,22.3433005598146,23.3283705416318,21.1722670384487,21.5854074089758,23.1544187935628,21.3758040667947,23.1864086805791,22.419609647239,22.0657170078321,22.1587392831002,22.1881021897998,24.2034997874335,23.9539803456606,23.1544187935628,23.9539803456606,22.3433005598146,23.7806087928642,21.2807732420121,22.0322669641618,23.6092482398058,24.117772409644,24.3875613260099,24.0333051115977,22.6832209808967,23.6396957090848,24.5798706437884,17.8704075799947,21.6077231937547
"LBP",15.7881022776033,17.1407928652659,18.330133763692,15.8669327780637,16.5851670226479,16.8268482168259,17.8397253326,16.4817514861324,16.8337974422578,16.2716268282806,17.9424541584716,16.6631080350952,17.0704830614469,17.1001035747265,17.0298492672877,16.0906457815287,17.6054841689173,17.2004613075887,17.2670478740772,16.9951992903757,16.4582478358297,17.4743646757014,16.3198060480374,16.636787938342,17.435349393444,16.7516536668992,16.7993972262939,17.4027841488811,18.0605203439381,18.5623434339698,18.8503527306378,16.8206302237267,18.1389350485983,17.6196701542511,16.4005419948015,16.8674007865115,16.8268482168259,17.0298492672877,16.4691575613671,17.5098765401771,16.8075687697547,16.5347749791855,16.1350094994803,16.6699080975538,16.1393812445486,16.5785602001581,16.5785602001581,17.0706254482997,18.0747613451503,16.6631080350952,18.0457741662784,17.9351867095369,18.8695834131004,18.4368404327104,18.3986309134998,17.3886169578909,18.0700436487438,18.738342821104,17.9746300108278,19.2911795232436,18.2591276440153,18.2042363939719,16.985340973067,16.6711928108273,17.5132974074961,17.7254450491589,18.3577382117599,14.9385900624914,16.4220015380886,18.5621952711147,17.0067291688783,15.8553812034409,17.0383172970035,16.8994564244278,17.7316248135261,17.2742472302435,17.2925276245419,17.8273788395058,17.9822399119332,18.9707432418771,15.2077961653834,16.8835045692228,16.3582864118363,18.5959556626425,15.6613816602375,17.2682053305022,16.3379445407608,16.8940414359013,16.5242542086488,16.311837690242,17.7158792531755,20.5128098113477,17.5318926929582,16.8527172747506
"LCN2",15.3825819414707,15.3356941557488,16.155450785447,16.2041112697668,16.9236178927344,15.7860033950043,16.8144468520845,16.2137570394504,16.8144468520845,17.9689825309803,16.3996212015812,16.4235414265497,16.3644494815119,16.7267862610784,15.0205210754418,18.2318310733885,16.5322565377425,16.6886352255684,16.7684245524305,16.4886847831509,17.1909731522423,16.3503875177229,16.8838707412213,17.1059797152253,16.1114823943097,16.761362678575,15.767236924579,16.5802142621756,16.4482042815199,16.5802142621756,16.5802142621756,16.458489491726,16.6104216574867,17.5242463418674,17.4372692273896,17.6373660494083,17.6618702861554,17.8476456834364,16.7492863418342,17.7129642550684,17.8993635532267,17.11413999694,16.4121147419166,17.010681075156,17.0537647588332,17.5951740189674,17.0654537030857,16.5802142621756,17.2928859788119,15.3285976502262,17.2928859788119,17.1452830515721,15.7372708662852,15.920231185653,18.345013712046,17.3711284981154,18.4370794575494,16.3081590194499,16.0298359549905,17.3193297142143,15.917227269765,15.9711596240485,15.2861047711508,17.8737467461562,15.6497970809129,17.7545656714037,17.3193297142143,16.3270157573776,16.9758427478658,17.6270392572163,16.7355429613274,16.9976961206689,16.7538242719302,16.5406207617433,16.1473937512191,14.4753815422875,16.5722575267619,17.1301987342136,17.1692439023462,16.3232525312725,17.345029975032,16.4820636151374,16.9174866772997,18.1365942500662,17.2538773082892,15.2196183658465,16.723055702009,16.6218168084274,16.8351686343024,15.3120921695107,16.9174866772997,17.854324966071,16.5406207617433,16.1204070527505
"LDHB",17.6599844098758,17.4067441078193,16.9700649273527,19.3597414252584,16.5360438568738,17.2401147889737,16.8246237907696,16.4204083102302,17.1059753059289,16.7599887010244,17.7560390381526,16.7599887010244,17.2619333366206,16.5553798561976,17.5639226312166,16.7616688798851,16.077207826696,16.2654112090277,16.9140505898793,16.6634944806775,16.3958383037692,16.8579825674908,16.060793082383,16.6324060882801,16.7691082666737,16.455404133184,17.2471776251402,17.8609778300306,19.3827111924656,16.5154867924374,16.4068589401661,15.6616073397184,16.9138963855031,16.646196121294,16.5399104949346,16.8914418420926,16.7691082666737,16.8816426676968,16.6809970319572,16.8816426676968,16.4968013059143,16.733526253113,16.8606491035282,16.5533190899678,16.531677582018,16.6324060882801,16.839050781438,17.9211614769794,16.7691082666737,17.5376540402918,14.6424087838476,16.8555227888654,16.9254367870498,16.8561365305691,17.8117969428619,17.7227568643868,18.4950197899489,18.0958523151431,17.2752544879345,16.6410316509938,16.7336898463753,16.7785042984822,17.2561841897027,16.7731189570543,16.7964456255272,16.8033843633972,15.4546942470537,17.8582331724256,16.9831846621467,15.9942734652467,17.7796283107808,18.0363783045588,17.6677080859526,18.3891952196137,17.6549249948169,17.4447157426537,19.1485909308011,16.2897529366421,16.0706755679111,18.7406536460706,18.3210116148647,18.0704611954133,18.8491371207212,17.3584010058961,18.0209097081406,17.8833670233484,15.9942734652467,16.2475046787979,15.838691691419,20.5376898934019,16.1498059975681,14.485035252069,17.7876025442958,18.22581109312
"LGALS3BP",22.7898778803403,23.2686853902063,23.5761880337066,25.0725764664533,24.0952815073931,24.8615568839604,23.5337397363,23.493899950911,23.114039696204,23.9465139734335,23.4289748244735,23.0321697688449,23.7121831556173,23.4141856020314,24.3509132558566,24.1965830948732,23.114039696204,24.0898816785598,23.9975327080172,22.6322287661599,23.3108869118008,23.3494072656915,22.709390252442,23.3853801225262,23.9991593770286,23.3472273433886,24.6259778243917,22.7119283330114,24.4586471177595,23.1764692823048,23.8541306100456,23.0321697688449,24.3509132558566,23.4289748244735,23.3472273433886,23.9044501156038,23.1569488537534,23.079263372371,22.8355536377868,23.3108869118008,23.7620150889087,23.8607734027425,23.493899950911,22.8769604682789,23.493899950911,22.709390252442,23.4289748244735,22.9124620035087,23.1569488537534,23.7121831556173,23.6211134602875,24.0952815073931,24.0596516037987,23.7897428215036,23.19230473856,24.1312558364532,23.19230473856,23.0760745607697,24.1312558364532,24.2865877410302,23.3093228825199,22.9227925967427,25.1933623331326,24.3549639568317,23.2557609541067,23.7153823015859,23.9255132991022,23.7897428215036,24.0596516037987,23.5303376311513,23.19230473856,23.4547815265783,23.8656442227339,23.4547815265783,22.6001382574957,22.6001382574957,23.7153823015859,23.9993960387885,23.8656442227339,24.6027866094372,23.7153823015859,24.6027866094372,23.9255132991022,23.7897428215036,25.0078610732744,23.7897428215036,23.4547815265783,23.5303376311513,22.6001382574957,22.8689026025697,24.7454571201932,23.6559679914211,24.5215895146489,24.1312558364532
"LIMS1",17.9250244497185,17.879068973659,19.8316611221079,21.8360846902549,15.888440967881,18.8171886888646,19.6598381994088,17.6884272332726,18.807746556295,18.774272338604,18.5698261394995,16.1763792468695,20.9848477110681,17.6429823785111,17.5385117255479,18.2534902296943,18.3067376026842,16.8502136796526,17.6981930464984,18.7564945750388,18.2475623842123,17.4802987788825,21.7669313432557,17.6518523305993,17.9485618806622,17.7703463177121,18.174887203012,19.035386335561,20.2635787344462,17.7064284607744,17.4192902719562,18.6937659955509,17.7613695297085,16.8097042814595,17.2722743711075,16.6731225629947,17.0345931618339,17.3836261646013,17.5640258297206,16.9989093969108,17.0622855465321,17.4141025434515,17.6216034435497,17.3209270003684,17.0755012112977,17.1716340421443,17.7613695297085,17.3586290455813,16.88417980663,17.9250244497185,16.8513189355513,17.3695630428349,17.5554218207167,17.1369738482031,17.8781446021903,18.7660870342249,18.5441912303867,18.1407818925214,16.0972468580336,17.0714935633866,17.1431584372733,17.0512873748507,16.8482099375455,17.514280002525,16.819103326679,18.5291412494688,18.1294123880654,18.8605345118595,18.8000515115041,15.4098319751819,17.5772375785673,18.0350616754794,19.0747821523579,20.5825707459483,18.8000515115041,18.4438973943825,19.8376412345667,18.0164798719655,17.4585488841417,19.3640737973115,19.2839746291252,19.0747821523579,20.3227072979277,18.6225338577496,19.2002382903983,18.4877591300078,17.4330881633832,18.3036904738651,16.2638464495879,20.5415181711923,16.5773838100348,17.4585488841417,19.5221678876126,20.7697233377612
"LPA",23.2394379644717,26.3011195728041,23.1884544386762,26.4944138257174,25.504262505075,23.6597923211682,22.2544298488181,23.0866947575663,20.6093231236239,22.1534605872078,24.7188372733234,24.6515099518007,23.6017657411489,26.7905918557064,23.028038184365,22.6967195123653,26.9422792531452,22.4259290059277,22.6967195123653,22.0964532907733,23.028038184365,23.4548133664941,22.9161224614428,19.8895890437204,25.8456068382874,21.3151222926464,23.5052209802377,26.9380942362731,23.7730422523026,20.9630575005048,21.2631737654546,23.1373835759733,26.3011195728041,21.1429916843808,21.476579294898,23.6017657411489,17.4965101311784,23.1373835759733,21.7313897003547,21.7313897003547,22.0391869659871,25.3302329736678,25.9873628341851,25.8456068382874,22.9804991483857,23.4585527052741,22.7039522343836,22.5094927209821,25.5964119522142,25.5964119522142,23.6597923211682,23.4585527052741,25.9329408027822,26.4739988244131,23.6678295793537,24.8672938664925,22.1095197188448,24.5611237699759,23.7192237081465,26.1383453692261,24.6893326051337,24.5611237699759,23.5841268886736,24.0145356439929,24.8672938664925,22.933229988227,21.5395571320967,25.3237588169268,22.9697019852592,22.9697019852592,26.2558552429975,24.6235245458079,22.8211917716288,24.4992422404566,23.6678295793537,24.379763787887,23.5841268886736,22.3847822741709,22.5062218579589,24.0145356439929,24.5611237699759,25.4065568782125,25.3237588169268,25.6504768977372,24.4992422404566,20.3099889947515,19.0599790283507,17.0802254575888,18.0123408622066,23.7192237081465,24.4324062625613,23.2648661512698,25.8621435094761,25.4856054169342
"LRP1",19.0953378309344,18.0208618541443,17.1005469450548,17.1764412723591,16.3190739333081,17.9379580241687,18.4643184540355,17.0668651671249,17.0135290520936,17.3012249483404,15.7975950516913,16.7229621195206,15.4115897944957,16.3512006724117,19.5276851758751,16.4885251930988,16.8396628991877,17.8313145599704,18.408381083535,19.3929868371336,18.6878709151503,16.8078834390817,17.5209664872523,17.9019941512309,17.4962403661938,17.7308021983827,18.2149815995027,15.577109980855,14.4675792674014,19.6885529483378,19.874363357326,17.5770378816674,19.3669969379659,12.8437804196877,18.4756258752834,16.6706401532492,17.7479781589035,16.6372821775977,19.3669969379659,16.1530662693299,16.5176851307707,18.0026931880582,18.488381563485,15.8190940729401,17.6836765651423,16.5812147721527,17.1005469450548,17.4599350361169,15.2731499946376,18.1124615242733,19.3207225994506,18.782205267435,16.0356008366042,16.9965291569724,16.6420663930023,16.9182462753859,15.265174237242,16.0782042816442,17.0757210123832,17.8636826265986,17.2180209757937,17.1728076441477,15.1842049067744,16.8366206170544,17.1620443390472,15.281422400883,16.8518230532223,18.3325182250858,16.3969750501461,14.7594212726131,18.2545796292583,15.1433081124251,20.2532369756258,15.8654049784898,21.0602516435557,17.9448950403486,19.5149296737182,18.2545796292583,18.0518038655634,18.886549356873,18.9007286359501,18.5482121017228,17.0865795407018,19.2454853262089,19.2556745845499,17.5198817966025,17.6040305816144,18.8022332108214,18.2086728376948,18.4297974803094,19.1727072461687,17.3483883272786,19.6835427383529,18.7968502228114
